infra_id,college_id,classrooms,labs,smart_classrooms,library_books,hostel_capacity,internet_speed_mbps,sports_complex,canteen,medical_center,solar_power
INF08879,COL1776,7,1,4,2451,0,369,No,Yes,Yes,Yes
INF08880,COL1776,6,1,4,2647,0,452,No,Yes,Yes,No
INF08881,COL1777,46,4,8,12013,599,150,Yes,No,No,No
INF08882,COL1777,48,4,15,12586,603,163,Yes,No,No,No
INF08883,COL1777,48,4,20,12954,605,180,Yes,No,No,Yes
INF08884,COL1777,49,4,23,12751,616,171,Yes,No,No,Yes
INF08885,COL1777,48,4,26,13544,663,171,Yes,No,No,Yes
INF08886,COL1778,62,5,11,16435,0,210,No,Yes,No,No
INF08887,COL1778,63,5,16,16819,0,218,No,Yes,No,Yes
INF08888,COL1778,66,5,21,18126,0,240,No,Yes,No,No
INF08889,COL1778,69,6,28,17687,0,272,No,Yes,No,Yes
INF08890,COL1778,71,6,39,19582,0,291,No,Yes,No,Yes
INF08891,COL1779,53,23,10,14162,0,210,No,Yes,No,Yes
INF08892,COL1779,55,24,16,14806,0,217,No,Yes,No,No
INF08893,COL1779,55,24,20,14830,0,248,No,Yes,No,No
INF08894,COL1779,58,25,31,15800,0,270,No,Yes,No,No
INF08895,COL1779,61,26,38,15441,0,238,No,Yes,No,No
INF08896,COL1780,22,11,2,6284,347,150,Yes,Yes,No,Yes
INF08897,COL1780,22,11,5,6653,357,162,Yes,Yes,No,Yes
INF08898,COL1780,23,12,6,7035,357,177,Yes,Yes,No,Yes
INF08899,COL1780,24,12,7,6787,355,166,Yes,Yes,No,Yes
INF08900,COL1780,25,13,11,7294,360,175,Yes,Yes,No,Yes
INF08901,COL1781,51,27,9,18207,629,390,Yes,Yes,No,No
INF08902,COL1781,53,28,14,18673,634,421,Yes,Yes,No,No
INF08903,COL1781,55,29,24,19841,664,415,Yes,Yes,No,No
INF08904,COL1781,56,30,26,20857,652,474,Yes,Yes,No,No
INF08905,COL1781,55,29,36,21784,677,533,Yes,Yes,No,Yes
INF08906,COL1782,98,12,18,18061,1585,210,Yes,Yes,No,No
INF08907,COL1782,100,12,27,18458,1607,227,Yes,Yes,No,No
INF08908,COL1782,103,13,32,19307,1622,249,Yes,Yes,No,No
INF08909,COL1782,103,13,54,20221,1643,243,Yes,Yes,No,No
INF08910,COL1782,109,13,71,21918,1736,262,Yes,Yes,No,No
INF08911,COL1783,86,17,7,27234,671,330,Yes,Yes,No,No
INF08912,COL1783,87,17,18,28693,674,358,Yes,Yes,No,No
INF08913,COL1783,92,18,19,28535,672,389,Yes,Yes,No,No
INF08914,COL1783,89,18,28,31640,696,371,Yes,Yes,No,No
INF08915,COL1783,94,19,49,31243,745,430,Yes,Yes,No,Yes
INF08916,COL1784,49,9,9,7291,0,330,No,No,No,No
INF08917,COL1784,50,9,13,7725,0,348,No,No,No,Yes
INF08918,COL1784,52,10,19,8130,0,362,No,No,No,No
INF08919,COL1784,54,10,21,8435,0,365,No,No,No,Yes
INF08920,COL1784,52,10,32,8274,0,415,No,No,No,No
INF08921,COL1785,71,34,6,24012,684,150,Yes,Yes,Yes,No
INF08922,COL1785,72,35,13,25318,688,162,Yes,Yes,Yes,No
INF08923,COL1785,73,35,26,26225,694,178,Yes,Yes,Yes,No
INF08924,COL1785,74,35,20,26501,701,175,Yes,Yes,Yes,Yes
INF08925,COL1785,77,37,48,27591,701,203,Yes,Yes,Yes,Yes
INF08926,COL1786,74,32,13,16488,746,390,Yes,Yes,No,No
INF08927,COL1786,75,33,22,16842,760,418,Yes,Yes,No,No
INF08928,COL1786,76,33,33,17243,751,439,Yes,Yes,No,Yes
INF08929,COL1786,77,34,45,17956,799,483,Yes,Yes,No,No
INF08930,COL1786,84,36,38,18156,817,520,Yes,Yes,No,Yes
INF08931,COL1787,85,47,15,25877,1110,270,Yes,Yes,No,Yes
INF08932,COL1787,88,49,25,27191,1136,288,Yes,Yes,No,Yes
INF08933,COL1787,90,50,28,27378,1141,312,Yes,Yes,No,Yes
INF08934,COL1787,93,52,40,28204,1159,348,Yes,Yes,No,Yes
INF08935,COL1787,91,50,43,29467,1213,318,Yes,Yes,No,Yes
INF08936,COL1788,53,21,10,9435,0,450,No,Yes,Yes,Yes
INF08937,COL1788,54,21,16,9662,0,472,No,Yes,Yes,Yes
INF08938,COL1788,55,22,20,9918,0,486,No,Yes,Yes,Yes
INF08939,COL1788,58,23,34,10012,0,519,No,Yes,Yes,Yes
INF08940,COL1788,56,22,36,10771,0,581,No,Yes,Yes,No
INF08941,COL1789,6,1,1,2860,0,390,No,Yes,Yes,No
INF08942,COL1789,6,1,2,2997,0,426,No,Yes,Yes,No
INF08943,COL1789,6,1,2,3107,0,445,No,Yes,Yes,Yes
INF08944,COL1789,6,1,3,3046,0,464,No,Yes,Yes,Yes
INF08945,COL1789,7,1,3,3483,0,507,No,Yes,Yes,No
INF08946,COL1790,28,17,2,12718,324,390,Yes,Yes,Yes,No
INF08947,COL1790,29,18,5,13197,327,410,Yes,Yes,Yes,No
INF08948,COL1790,30,18,10,14121,335,426,Yes,Yes,Yes,Yes
INF08949,COL1790,30,18,13,14944,329,473,Yes,Yes,Yes,No
INF08950,COL1790,30,18,13,15217,336,489,Yes,Yes,Yes,Yes
INF08951,COL1791,15,8,1,5517,0,390,Yes,Yes,No,Yes
INF08952,COL1791,15,8,3,5708,0,411,Yes,Yes,No,No
INF08953,COL1791,16,8,5,5781,0,463,Yes,Yes,No,No
INF08954,COL1791,16,9,8,5993,0,447,Yes,Yes,No,No
INF08955,COL1791,17,9,7,6503,0,475,Yes,Yes,No,No
INF08956,COL1792,38,4,7,10898,305,90,Yes,Yes,No,Yes
INF08957,COL1792,39,4,12,11451,313,93,Yes,Yes,No,No
INF08958,COL1792,41,4,18,11700,307,100,Yes,Yes,No,No
INF08959,COL1792,41,4,23,11683,327,99,Yes,Yes,No,No
INF08960,COL1792,42,4,29,12151,321,103,Yes,Yes,No,No
INF08961,COL1793,12,6,2,1965,151,150,No,Yes,No,No
INF08962,COL1793,12,6,4,2073,155,163,No,Yes,No,Yes
INF08963,COL1793,13,6,5,2096,152,179,No,Yes,No,No
INF08964,COL1793,13,7,8,2172,163,168,No,Yes,No,No
INF08965,COL1793,14,7,10,2243,161,200,No,Yes,No,Yes
INF08966,COL1794,15,7,3,5321,168,330,No,Yes,No,No
INF08967,COL1794,15,7,4,5559,170,341,No,Yes,No,No
INF08968,COL1794,16,7,5,5613,168,392,No,Yes,No,No
INF08969,COL1794,16,7,6,6269,173,421,No,Yes,No,Yes
INF08970,COL1794,16,7,7,5778,174,448,No,Yes,No,Yes
INF08971,COL1795,94,13,17,21107,1550,270,Yes,Yes,Yes,No
INF08972,COL1795,96,13,25,22372,1568,283,Yes,Yes,Yes,No
INF08973,COL1795,100,14,37,23485,1631,312,Yes,Yes,Yes,No
INF08974,COL1795,104,14,48,24443,1665,347,Yes,Yes,Yes,No
INF08975,COL1795,98,14,54,25770,1657,356,Yes,Yes,Yes,Yes
INF08976,COL1796,6,1,1,1500,50,210,Yes,Yes,No,No
INF08977,COL1796,6,1,2,1533,50,219,Yes,Yes,No,No
INF08978,COL1796,6,1,2,1569,51,238,Yes,Yes,No,No
INF08979,COL1796,7,1,3,1693,51,254,Yes,Yes,No,No
INF08980,COL1796,7,1,5,1621,53,269,Yes,Yes,No,No
INF08981,COL1797,15,8,3,5047,257,390,Yes,Yes,No,No
INF08982,COL1797,15,8,4,5269,258,404,Yes,Yes,No,No
INF08983,COL1797,16,8,5,5378,269,463,Yes,Yes,No,Yes
INF08984,COL1797,16,9,8,5632,274,442,Yes,Yes,No,No
INF08985,COL1797,16,8,8,6228,286,489,Yes,Yes,No,No
INF08986,COL1798,10,6,2,2340,109,390,No,Yes,No,No
INF08987,COL1798,10,6,3,2408,109,419,No,Yes,No,No
INF08988,COL1798,11,6,4,2479,113,421,No,Yes,No,No
INF08989,COL1798,11,7,5,2736,118,426,No,Yes,No,Yes
INF08990,COL1798,11,7,7,2701,116,541,No,Yes,No,No
INF08991,COL1799,40,21,7,11112,451,450,Yes,Yes,No,Yes
INF08992,COL1799,41,21,12,11578,454,476,Yes,Yes,No,No
INF08993,COL1799,42,22,18,11611,463,538,Yes,Yes,No,No
INF08994,COL1799,42,22,20,12912,456,515,Yes,Yes,No,Yes
INF08995,COL1799,46,24,24,12912,479,581,Yes,Yes,No,Yes
INF08996,COL1800,93,12,17,18159,0,90,No,Yes,Yes,No
INF08997,COL1800,96,12,27,19175,0,94,No,Yes,Yes,No
INF08998,COL1800,96,12,30,19226,0,97,No,Yes,Yes,No
INF08999,COL1800,98,13,47,19377,0,111,No,Yes,Yes,No
INF09000,COL1800,98,13,60,20651,0,103,No,Yes,Yes,Yes
INF09001,COL1801,44,5,4,13874,593,390,Yes,Yes,No,No
INF09002,COL1801,45,5,9,14238,606,408,Yes,Yes,No,No
INF09003,COL1801,45,5,13,15379,611,426,Yes,Yes,No,No
INF09004,COL1801,47,5,15,15917,632,448,Yes,Yes,No,Yes
INF09005,COL1801,49,6,21,16772,631,503,Yes,Yes,No,No
INF09006,COL1802,22,2,4,7355,190,330,No,Yes,No,No
INF09007,COL1802,22,2,5,7768,194,360,No,Yes,No,No
INF09008,COL1802,24,2,11,8124,191,387,No,Yes,No,No
INF09009,COL1802,23,2,11,8228,193,425,No,Yes,No,No
INF09010,COL1802,24,2,12,8099,199,395,No,Yes,No,Yes
INF09011,COL1803,20,11,4,5411,199,270,No,Yes,No,No
INF09012,COL1803,20,11,5,5611,201,279,No,Yes,No,Yes
INF09013,COL1803,21,11,7,5921,201,289,No,Yes,No,No
INF09014,COL1803,21,12,8,6289,217,344,No,Yes,No,No
INF09015,COL1803,22,12,11,6136,199,340,No,Yes,No,No
INF09016,COL1804,11,4,2,2730,0,330,No,No,No,No
INF09017,COL1804,11,4,3,2836,0,359,No,No,No,No
INF09018,COL1804,12,4,4,2888,0,385,No,No,No,No
INF09019,COL1804,12,4,7,3038,0,361,No,No,No,No
INF09020,COL1804,13,5,6,3079,0,383,No,No,No,No
INF09021,COL1805,62,23,5,12074,434,330,Yes,Yes,No,No
INF09022,COL1805,64,24,13,12559,434,343,Yes,Yes,No,Yes
INF09023,COL1805,64,24,18,13482,459,364,Yes,Yes,No,No
INF09024,COL1805,64,24,32,14084,439,364,Yes,Yes,No,Yes
INF09025,COL1805,69,26,38,13049,437,433,Yes,Yes,No,Yes
INF09026,COL1806,21,4,2,5565,288,210,No,Yes,No,No
INF09027,COL1806,21,4,4,5797,292,222,No,Yes,No,No
INF09028,COL1806,22,4,6,6227,296,237,No,Yes,No,Yes
INF09029,COL1806,22,4,7,6283,294,245,No,Yes,No,Yes
INF09030,COL1806,22,4,10,6354,306,241,No,Yes,No,No
INF09031,COL1807,65,31,12,16982,535,210,Yes,Yes,No,Yes
INF09032,COL1807,66,31,16,17869,536,221,Yes,Yes,No,No
INF09033,COL1807,68,33,21,18556,566,247,Yes,Yes,No,Yes
INF09034,COL1807,68,33,35,18581,551,250,Yes,Yes,No,Yes
INF09035,COL1807,72,34,52,20693,594,271,Yes,Yes,No,Yes
INF09036,COL1808,6,1,1,2504,81,390,No,Yes,No,No
INF09037,COL1808,6,1,2,2634,81,410,No,Yes,No,Yes
INF09038,COL1808,6,1,2,2675,82,438,No,Yes,No,No
INF09039,COL1808,7,1,4,2918,84,497,No,Yes,No,No
INF09040,COL1808,7,1,5,2894,84,447,No,Yes,No,No
INF09041,COL1809,7,1,1,4578,98,330,No,No,Yes,No
INF09042,COL1809,7,1,1,4797,100,349,No,No,Yes,No
INF09043,COL1809,7,1,1,4972,100,362,No,No,Yes,No
INF09044,COL1809,8,1,4,4949,102,367,No,No,Yes,No
INF09045,COL1809,8,1,3,5519,106,394,No,No,Yes,Yes
INF09046,COL1810,55,20,10,9927,355,270,Yes,Yes,Yes,No
INF09047,COL1810,57,21,14,10175,358,296,Yes,Yes,Yes,No
INF09048,COL1810,59,21,23,10930,361,302,Yes,Yes,Yes,Yes
INF09049,COL1810,57,21,23,11226,366,345,Yes,Yes,Yes,Yes
INF09050,COL1810,59,22,40,11249,395,350,Yes,Yes,Yes,No
INF09051,COL1811,21,11,4,4867,238,270,No,Yes,Yes,Yes
INF09052,COL1811,22,11,6,5086,242,289,No,Yes,Yes,Yes
INF09053,COL1811,22,12,10,5247,247,320,No,Yes,Yes,Yes
INF09054,COL1811,22,12,11,5262,250,304,No,Yes,Yes,Yes
INF09055,COL1811,24,13,11,5792,238,344,No,Yes,Yes,No
INF09056,COL1812,8,1,1,2688,85,270,No,Yes,No,No
INF09057,COL1812,8,1,2,2809,86,296,No,Yes,No,No
INF09058,COL1812,8,1,3,2807,88,294,No,Yes,No,No
INF09059,COL1812,9,1,4,3020,87,339,No,Yes,No,No
INF09060,COL1812,9,1,4,2988,92,311,No,Yes,No,Yes
INF09061,COL1813,16,2,1,6419,0,330,Yes,Yes,No,No
INF09062,COL1813,17,2,3,6740,0,355,Yes,Yes,No,No
INF09063,COL1813,17,2,5,6796,0,394,Yes,Yes,No,Yes
INF09064,COL1813,17,2,6,7319,0,376,Yes,Yes,No,No
INF09065,COL1813,17,2,10,7497,0,426,Yes,Yes,No,No
INF09066,COL1814,9,4,2,3676,63,270,No,Yes,Yes,No
INF09067,COL1814,9,4,3,3818,64,279,No,Yes,Yes,No
INF09068,COL1814,9,4,3,3977,66,288,No,Yes,Yes,No
INF09069,COL1814,10,4,6,4305,69,325,No,Yes,Yes,Yes
INF09070,COL1814,10,4,5,4340,65,336,No,Yes,Yes,No
INF09071,COL1815,97,17,17,26116,714,210,Yes,Yes,Yes,No
INF09072,COL1815,98,17,31,27409,724,225,Yes,Yes,Yes,No
INF09073,COL1815,102,18,45,28570,715,229,Yes,Yes,Yes,Yes
INF09074,COL1815,101,18,54,30748,725,271,Yes,Yes,Yes,No
INF09075,COL1815,111,20,60,30379,762,239,Yes,Yes,Yes,Yes
INF09076,COL1816,106,39,19,19807,0,150,Yes,Yes,No,Yes
INF09077,COL1816,110,40,27,20800,0,158,Yes,Yes,No,No
INF09078,COL1816,109,40,37,22063,0,171,Yes,Yes,No,No
INF09079,COL1816,118,44,61,21828,0,189,Yes,Yes,No,No
INF09080,COL1816,117,43,68,23487,0,194,Yes,Yes,No,No
INF09081,COL1817,20,3,2,6965,323,330,No,Yes,No,Yes
INF09082,COL1817,21,3,4,7324,326,345,No,Yes,No,No
INF09083,COL1817,21,3,6,7258,336,371,No,Yes,No,No
INF09084,COL1817,22,3,10,8084,344,418,No,Yes,No,No
INF09085,COL1817,21,3,12,8183,357,377,No,Yes,No,No
INF09086,COL1818,22,4,4,6416,387,450,No,Yes,No,No
INF09087,COL1818,22,4,7,6573,389,481,No,Yes,No,No
INF09088,COL1818,24,4,9,6726,389,508,No,Yes,No,No
INF09089,COL1818,23,4,12,7048,403,508,No,Yes,No,No
INF09090,COL1818,23,4,12,7003,420,519,No,Yes,No,Yes
INF09091,COL1819,95,16,17,24702,800,390,No,Yes,Yes,No
INF09092,COL1819,96,16,27,26143,800,404,No,Yes,Yes,No
INF09093,COL1819,99,17,35,25770,840,434,No,Yes,Yes,Yes
INF09094,COL1819,103,17,58,26260,829,469,No,Yes,Yes,Yes
INF09095,COL1819,101,17,47,27877,862,528,No,Yes,Yes,Yes
INF09096,COL1820,10,1,2,4680,0,450,No,Yes,No,Yes
INF09097,COL1820,10,1,3,4818,0,486,No,Yes,No,No
INF09098,COL1820,11,1,5,5125,0,520,No,Yes,No,No
INF09099,COL1820,11,1,4,5281,0,506,No,Yes,No,No
INF09100,COL1820,11,1,6,5219,0,506,No,Yes,No,No
INF09101,COL1821,51,30,9,11184,615,390,Yes,Yes,No,No
INF09102,COL1821,52,30,16,11485,624,418,Yes,Yes,No,Yes
INF09103,COL1821,54,32,18,11857,625,414,Yes,Yes,No,Yes
INF09104,COL1821,55,33,21,12328,641,433,Yes,Yes,No,Yes
INF09105,COL1821,58,34,25,13232,680,546,Yes,Yes,No,No
INF09106,COL1822,72,10,13,18633,0,270,Yes,Yes,No,Yes
INF09107,COL1822,74,10,23,19401,0,296,Yes,Yes,No,No
INF09108,COL1822,75,10,23,19836,0,302,Yes,Yes,No,No
INF09109,COL1822,76,11,43,20397,0,296,Yes,Yes,No,No
INF09110,COL1822,79,11,56,20711,0,339,Yes,Yes,No,Yes
INF09111,COL1823,9,1,1,5028,0,150,No,Yes,No,No
INF09112,COL1823,9,1,2,5229,0,163,No,Yes,No,No
INF09113,COL1823,9,1,2,5537,0,164,No,Yes,No,No
INF09114,COL1823,10,1,5,5861,0,179,No,Yes,No,No
INF09115,COL1823,10,1,4,6092,0,189,No,Yes,No,Yes
INF09116,COL1824,10,4,2,2679,0,270,No,No,No,No
INF09117,COL1824,10,4,3,2807,0,283,No,No,No,No
INF09118,COL1824,11,4,3,2979,0,310,No,No,No,No
INF09119,COL1824,11,4,4,2996,0,302,No,No,No,No
INF09120,COL1824,11,4,7,2952,0,316,No,No,No,No
INF09121,COL1825,9,5,2,3060,71,270,Yes,Yes,No,No
INF09122,COL1825,9,5,2,3199,72,281,Yes,Yes,No,No
INF09123,COL1825,9,5,4,3253,74,319,Yes,Yes,No,No
INF09124,COL1825,10,5,5,3426,74,333,Yes,Yes,No,Yes
INF09125,COL1825,10,5,6,3399,75,351,Yes,Yes,No,No
INF09126,COL1826,23,2,4,6457,0,150,No,Yes,No,No
INF09127,COL1826,24,2,6,6742,0,159,No,Yes,No,No
INF09128,COL1826,25,2,8,6825,0,178,No,Yes,No,No
INF09129,COL1826,25,2,12,7529,0,182,No,Yes,No,Yes
INF09130,COL1826,24,2,17,7081,0,188,No,Yes,No,Yes
INF09131,COL1827,100,17,18,31927,0,150,Yes,Yes,Yes,No
INF09132,COL1827,103,18,29,32931,0,155,Yes,Yes,Yes,No
INF09133,COL1827,106,18,40,34869,0,164,Yes,Yes,Yes,No
INF09134,COL1827,105,18,56,36410,0,193,Yes,Yes,Yes,No
INF09135,COL1827,116,20,73,37454,0,202,Yes,Yes,Yes,Yes
INF09136,COL1828,29,11,5,7329,0,210,Yes,Yes,No,No
INF09137,COL1828,29,11,9,7697,0,221,Yes,Yes,No,No
INF09138,COL1828,30,11,10,7948,0,243,Yes,Yes,No,No
INF09139,COL1828,31,12,13,8025,0,268,Yes,Yes,No,Yes
INF09140,COL1828,33,13,19,8129,0,244,Yes,Yes,No,Yes
INF09141,COL1829,22,3,2,4788,346,330,No,Yes,No,No
INF09142,COL1829,23,3,3,4986,351,348,No,Yes,No,No
INF09143,COL1829,24,3,7,5340,354,370,No,Yes,No,No
INF09144,COL1829,24,3,7,5227,361,407,No,Yes,No,Yes
INF09145,COL1829,24,3,13,5620,385,424,No,Yes,No,Yes
INF09146,COL1830,6,1,1,2552,0,390,No,Yes,No,No
INF09147,COL1830,6,1,2,2691,0,427,No,Yes,No,No
INF09148,COL1830,6,1,2,2784,0,440,No,Yes,No,No
INF09149,COL1830,6,1,4,2802,0,487,No,Yes,No,No
INF09150,COL1830,7,1,3,2957,0,471,No,Yes,No,No
INF09151,COL1831,22,3,2,7999,260,330,Yes,No,Yes,No
INF09152,COL1831,23,3,5,8174,263,340,Yes,No,Yes,No
INF09153,COL1831,23,3,6,8572,268,371,Yes,No,Yes,No
INF09154,COL1831,23,3,10,9144,280,392,Yes,No,Yes,No
INF09155,COL1831,24,3,9,9147,272,434,Yes,No,Yes,No
INF09156,COL1832,125,24,22,29460,2259,390,No,No,No,No
INF09157,COL1832,127,24,34,31000,2323,413,No,No,No,No
INF09158,COL1832,129,25,56,32404,2349,446,No,No,No,Yes
INF09159,COL1832,133,25,60,32441,2454,490,No,No,No,No
INF09160,COL1832,132,25,84,32403,2298,458,No,No,No,No
INF09161,COL1833,42,22,8,8667,470,270,No,Yes,No,No
INF09162,COL1833,43,22,13,8910,472,291,No,Yes,No,No
INF09163,COL1833,43,23,18,9037,487,312,No,Yes,No,No
INF09164,COL1833,46,24,17,10038,506,304,No,Yes,No,Yes
INF09165,COL1833,48,25,21,10045,519,339,No,Yes,No,No
INF09166,COL1834,24,3,2,8541,176,210,Yes,Yes,No,No
INF09167,COL1834,25,3,4,8889,176,217,Yes,Yes,No,No
INF09168,COL1834,25,3,6,9338,184,237,Yes,Yes,No,No
INF09169,COL1834,26,3,12,9683,192,246,Yes,Yes,No,Yes
INF09170,COL1834,26,3,13,9847,177,247,Yes,Yes,No,Yes
INF09171,COL1835,89,10,16,21389,1344,150,Yes,Yes,No,No
INF09172,COL1835,92,10,25,22515,1366,160,Yes,Yes,No,No
INF09173,COL1835,95,11,29,23287,1371,173,Yes,Yes,No,No
INF09174,COL1835,92,10,33,24259,1445,178,Yes,Yes,No,Yes
INF09175,COL1835,103,12,56,26078,1390,170,Yes,Yes,No,Yes
INF09176,COL1836,41,3,7,14923,517,330,No,No,No,No
INF09177,COL1836,41,3,10,15341,520,342,No,No,No,No
INF09178,COL1836,43,3,14,16459,518,395,No,No,No,No
INF09179,COL1836,43,3,25,16730,554,388,No,No,No,No
INF09180,COL1836,47,3,21,18407,551,383,No,No,No,No
INF09181,COL1837,22,2,4,6125,243,90,Yes,Yes,No,No
INF09182,COL1837,23,2,6,6377,245,94,Yes,Yes,No,Yes
INF09183,COL1837,23,2,9,6411,251,107,Yes,Yes,No,Yes
INF09184,COL1837,24,2,12,6624,257,108,Yes,Yes,No,No
INF09185,COL1837,24,2,14,7323,269,115,Yes,Yes,No,Yes
INF09186,COL1838,19,3,2,6356,301,270,No,Yes,No,No
INF09187,COL1838,19,3,4,6734,304,290,No,Yes,No,No
INF09188,COL1838,21,3,5,6747,317,319,No,Yes,No,Yes
INF09189,COL1838,20,3,10,7233,323,323,No,Yes,No,Yes
INF09190,COL1838,21,3,9,7174,307,358,No,Yes,No,No
INF09191,COL1839,19,9,3,6913,0,210,No,Yes,No,No
INF09192,COL1839,20,9,5,7306,0,230,No,Yes,No,No
INF09193,COL1839,20,9,9,7431,0,243,No,Yes,No,Yes
INF09194,COL1839,20,9,12,8099,0,232,No,Yes,No,No
INF09195,COL1839,21,10,13,8430,0,292,No,Yes,No,Yes
INF09196,COL1840,54,26,10,20984,721,210,Yes,Yes,No,No
INF09197,COL1840,56,27,15,21689,742,220,Yes,Yes,No,Yes
INF09198,COL1840,58,28,27,22623,725,226,Yes,Yes,No,Yes
INF09199,COL1840,60,29,24,23412,747,237,Yes,Yes,No,No
INF09200,COL1840,59,29,37,24766,795,272,Yes,Yes,No,No
INF09201,COL1841,24,12,4,5357,0,330,Yes,Yes,Yes,Yes
INF09202,COL1841,24,12,7,5651,0,343,Yes,Yes,Yes,Yes
INF09203,COL1841,26,13,12,5889,0,395,Yes,Yes,Yes,No
INF09204,COL1841,26,13,13,6237,0,391,Yes,Yes,Yes,Yes
INF09205,COL1841,26,13,13,6216,0,428,Yes,Yes,Yes,Yes
INF09206,COL1842,106,60,19,15894,1527,450,Yes,Yes,No,No
INF09207,COL1842,108,61,28,16503,1567,471,Yes,Yes,No,Yes
INF09208,COL1842,109,62,43,16786,1581,483,Yes,Yes,No,Yes
INF09209,COL1842,115,65,60,18562,1575,578,Yes,Yes,No,Yes
INF09210,COL1842,120,68,84,17567,1652,601,Yes,Yes,No,Yes
INF09211,COL1843,28,12,5,10364,0,210,Yes,Yes,No,No
INF09212,COL1843,29,12,8,10938,0,218,Yes,Yes,No,No
INF09213,COL1843,29,13,10,10967,0,223,Yes,Yes,No,Yes
INF09214,COL1843,31,13,13,11705,0,244,Yes,Yes,No,Yes
INF09215,COL1843,32,14,15,11415,0,274,Yes,Yes,No,Yes
INF09216,COL1844,15,1,1,4599,0,210,Yes,Yes,No,Yes
INF09217,COL1844,16,1,3,4832,0,222,Yes,Yes,No,No
INF09218,COL1844,16,1,5,4808,0,248,Yes,Yes,No,Yes
INF09219,COL1844,16,1,7,5086,0,264,Yes,Yes,No,Yes
INF09220,COL1844,16,1,6,5462,0,264,Yes,Yes,No,Yes
INF09221,COL1845,73,33,13,13264,976,210,Yes,Yes,No,No
INF09222,COL1845,75,34,22,13787,989,217,Yes,Yes,No,No
INF09223,COL1845,76,34,35,13903,977,249,Yes,Yes,No,No
INF09224,COL1845,79,36,45,14233,1029,270,Yes,Yes,No,Yes
INF09225,COL1845,84,38,56,15854,1066,269,Yes,Yes,No,No
INF09226,COL1846,14,2,3,4318,237,450,Yes,Yes,No,No
INF09227,COL1846,15,2,4,4567,242,487,Yes,Yes,No,No
INF09228,COL1846,15,2,6,4811,243,527,Yes,Yes,No,Yes
INF09229,COL1846,14,2,6,4802,237,550,Yes,Yes,No,No
INF09230,COL1846,15,2,11,4731,255,575,Yes,Yes,No,Yes
INF09231,COL1847,70,12,13,20995,0,390,Yes,Yes,No,No
INF09232,COL1847,71,12,21,22028,0,426,Yes,Yes,No,No
INF09233,COL1847,72,12,31,23063,0,426,Yes,Yes,No,No
INF09234,COL1847,73,13,40,24756,0,437,Yes,Yes,No,Yes
INF09235,COL1847,78,13,48,24627,0,471,Yes,Yes,No,No
INF09236,COL1848,40,5,7,14156,451,390,Yes,Yes,No,No
INF09237,COL1848,41,5,12,14585,459,416,Yes,Yes,No,No
INF09238,COL1848,43,5,15,15508,454,463,Yes,Yes,No,No
INF09239,COL1848,44,5,20,15887,488,436,Yes,Yes,No,Yes
INF09240,COL1848,45,6,21,15775,505,471,Yes,Yes,No,No
INF09241,COL1849,39,23,7,7961,488,330,Yes,Yes,No,Yes
INF09242,COL1849,40,24,10,8221,495,346,Yes,Yes,No,Yes
INF09243,COL1849,41,24,15,8700,507,384,Yes,Yes,No,Yes
INF09244,COL1849,40,24,15,8551,493,370,Yes,Yes,No,No
INF09245,COL1849,43,25,28,9279,530,418,Yes,Yes,No,Yes
INF09246,COL1850,28,13,2,10699,0,270,Yes,Yes,No,No
INF09247,COL1850,29,13,5,11329,0,286,Yes,Yes,No,Yes
INF09248,COL1850,30,14,10,11398,0,309,Yes,Yes,No,Yes
INF09249,COL1850,31,14,14,12215,0,341,Yes,Yes,No,Yes
INF09250,COL1850,29,14,15,11993,0,355,Yes,Yes,No,Yes
INF09251,COL1851,37,22,7,7254,0,90,Yes,Yes,Yes,No
INF09252,COL1851,38,22,9,7598,0,93,Yes,Yes,Yes,Yes
INF09253,COL1851,39,23,12,8023,0,97,Yes,Yes,Yes,Yes
INF09254,COL1851,41,24,15,7740,0,107,Yes,Yes,Yes,Yes
INF09255,COL1851,41,24,22,8626,0,110,Yes,Yes,Yes,Yes
INF09256,COL1852,63,13,11,23017,551,390,No,No,Yes,Yes
INF09257,COL1852,65,13,18,23635,567,415,No,No,Yes,No
INF09258,COL1852,67,14,30,25081,579,418,No,No,Yes,No
INF09259,COL1852,67,14,36,26638,559,474,No,No,Yes,Yes
INF09260,COL1852,71,15,48,26021,584,502,No,No,Yes,No
INF09261,COL1853,10,4,2,3933,0,330,No,Yes,No,No
INF09262,COL1853,10,4,2,4089,0,349,No,Yes,No,No
INF09263,COL1853,11,4,5,4226,0,391,No,Yes,No,No
INF09264,COL1853,11,4,6,4466,0,372,No,Yes,No,No
INF09265,COL1853,11,4,6,4545,0,400,No,Yes,No,No
INF09266,COL1854,100,18,8,19166,0,210,Yes,Yes,No,No
INF09267,COL1854,102,18,19,20179,0,225,Yes,Yes,No,No
INF09268,COL1854,105,19,37,21141,0,227,Yes,Yes,No,Yes
INF09269,COL1854,109,20,39,21667,0,252,Yes,Yes,No,No
INF09270,COL1854,108,19,38,21574,0,270,Yes,Yes,No,Yes
INF09271,COL1855,6,1,1,1863,50,270,No,Yes,No,No
INF09272,COL1855,6,1,2,1962,51,289,No,Yes,No,No
INF09273,COL1855,6,1,3,2029,50,289,No,Yes,No,No
INF09274,COL1855,7,1,3,2044,51,346,No,Yes,No,No
