research_id,college_id,department,publications,citations,patents,funded_projects,research_funding,international_collaborations
RES03707,COL0112,Electrical Engineering,0,0,0,1,2066000,3
RES03708,COL0935,Economics,1,9,1,2,7761000,0
RES03709,COL0488,Computer Science,4,25,4,2,1619000,2
RES03710,COL0391,Pharmacology,2,16,1,0,298000,2
RES03711,COL1346,Electrical Engineering,0,0,5,0,789000,3
RES03712,COL1518,History,5,32,1,2,1805000,0
RES03713,COL0547,Physics,1,8,0,0,0,2
RES03714,COL1640,Marathi,1,7,2,0,349000,0
RES03715,COL1226,Electronics & Telecommunication,0,0,0,1,564000,3
RES03716,COL1499,Operations Management,3,9,0,1,1734000,0
RES03717,COL0289,Economics,5,33,0,3,2112000,1
RES03718,COL1669,Mathematics,0,0,2,0,270000,4
RES03719,COL1085,Electrical Engineering,43,401,9,8,27392000,2
RES03720,COL0698,Information Technology,12,87,9,2,6076000,3
RES03721,COL0362,Educational Administration,0,0,0,0,0,2
RES03722,COL0891,Computer Science,2,15,4,2,4167000,2
RES03723,COL0403,Surgery,14,113,5,6,15808000,2
RES03724,COL1188,Commerce,0,0,0,0,0,0
RES03725,COL1783,Economics,9,81,3,6,15847000,0
RES03726,COL1827,Commerce,2,8,2,3,6734000,0
RES03727,COL0999,Mathematics,2,15,0,0,0,2
RES03728,COL1538,Biochemistry,0,0,0,0,0,0
RES03729,COL0895,Electrical Engineering,9,65,5,3,5325000,1
RES03730,COL0775,Civil Engineering,0,0,1,1,902000,2
RES03731,COL0048,Computer Engineering,26,198,4,3,4937000,2
RES03732,COL1764,Information Technology,43,249,6,6,11379000,2
RES03733,COL0437,Civil Engineering,1,4,1,0,172000,2
RES03734,COL1318,Criminal Law,2,12,0,0,0,2
RES03735,COL1063,Computer Engineering,65,321,3,8,13797000,2
RES03736,COL0677,Chemistry,1,8,0,1,1397000,2
RES03737,COL1349,Accountancy,2,8,1,1,513000,1
RES03738,COL1767,Economics,23,172,3,7,8837000,0
RES03739,COL0661,History,0,0,0,1,2766000,2
RES03740,COL0835,Marathi,15,75,2,9,7329000,1
RES03741,COL0426,Marathi,7,48,1,5,14175000,2
RES03742,COL0958,Information Technology,1,4,2,2,4146000,3
RES03743,COL0423,Economics,70,631,2,8,8828000,1
RES03744,COL1509,Electronics & Telecommunication,3,20,5,2,7656000,2
RES03745,COL0397,Criminal Law,1,9,2,0,182000,1
RES03746,COL1531,Electronics & Telecommunication,1,10,2,1,3616000,1
RES03747,COL1330,Architectural Design,0,0,1,1,2731000,0
RES03748,COL1665,Electronics & Telecommunication,2,14,0,3,5491000,2
RES03749,COL0404,Electronics & Telecommunication,45,238,8,5,7037000,0
RES03750,COL1693,Computer Science,0,0,0,0,0,0
RES03751,COL1130,Chemistry,3,30,2,4,2299000,1
RES03752,COL1987,Educational Psychology,0,0,1,0,153000,2
RES03753,COL1115,Commerce,21,112,1,1,1625000,2
RES03754,COL0783,Pharmacognosy,1,7,0,2,4584000,2
RES03755,COL1564,Electrical Engineering,5,54,6,3,3601000,1
RES03756,COL0710,Mechanical Engineering,2,15,1,0,196000,1
RES03757,COL1148,Computer Science,1,8,1,0,262000,0
RES03758,COL1625,Computer Science,13,67,1,3,5801000,0
RES03759,COL0230,Marathi,2,13,0,1,663000,0
RES03760,COL0892,Pharmacology,0,0,0,0,0,0
RES03761,COL1360,English,19,155,3,9,9676000,1
RES03762,COL1695,Marathi,45,218,2,13,22205000,2
RES03763,COL0172,Computer Science,1,5,1,1,2010000,5
RES03764,COL1492,English,1,3,0,1,1628000,0
RES03765,COL1271,Pediatrics,0,0,0,0,0,2
RES03766,COL0823,Commerce,10,59,1,2,2385000,0
RES03767,COL1470,Educational Administration,1,3,1,0,124000,0
RES03768,COL1821,Mechanical Engineering,106,770,6,9,33009000,1
RES03769,COL1711,Computer Science,1,7,0,1,2109000,2
RES03770,COL1866,Computer Science,2,12,4,3,2328000,0
RES03771,COL0574,Mechanical Engineering,3,15,1,2,929000,1
RES03772,COL0210,Computer Engineering,1,2,2,2,1012000,2
RES03773,COL1442,Civil Engineering,28,212,2,4,14053000,1
RES03774,COL0138,Economics,1,6,0,0,0,1
RES03775,COL0704,Electrical Engineering,5,32,1,4,7096000,1
RES03776,COL0322,Finance,16,88,2,2,1995000,1
RES03777,COL1483,Marathi,27,188,2,4,10280000,2
RES03778,COL1523,English,0,0,0,1,2275000,1
RES03779,COL1197,Civil Engineering,5,42,2,4,12943000,4
RES03780,COL0805,English,6,13,0,3,3873000,1
RES03781,COL1398,Mathematics,1,4,0,1,1699000,0
RES03782,COL1282,Physics,5,31,4,8,14408000,1
RES03783,COL0928,Computer Engineering,12,120,2,1,3250000,3
RES03784,COL0457,Chemistry,8,58,3,1,4346000,2
RES03785,COL0126,Computer Engineering,5,29,6,0,749000,0
RES03786,COL1827,Economics,32,153,4,5,4842000,1
RES03787,COL0879,English,30,237,3,10,19965000,4
RES03788,COL1222,Marathi,1,9,0,3,3100000,2
RES03789,COL1107,Chemistry,2,13,3,1,620000,2
RES03790,COL1942,Political Science,0,0,2,2,3666000,3
RES03791,COL1302,Economics,6,46,2,4,11703000,2
RES03792,COL0839,Chemistry,0,0,0,0,0,2
RES03793,COL0280,Mechanical Engineering,1,5,2,1,983000,2
RES03794,COL0517,Pharmaceutical Chemistry,3,17,3,1,2121000,2
RES03795,COL1028,Computer Science,0,0,0,0,0,0
RES03796,COL1164,Business Administration,0,0,0,1,449000,1
RES03797,COL0075,Economics,5,49,0,4,4106000,1
RES03798,COL0235,Physics,4,26,1,3,7159000,1
RES03799,COL1901,Physics,6,43,0,4,6090000,1
RES03800,COL1278,Business Administration,59,422,1,10,34039000,2
RES03801,COL0026,Chemistry,8,29,4,3,5280000,0
RES03802,COL0032,Economics,13,120,4,6,16710000,2
RES03803,COL0735,Chemistry,1,7,4,1,2311000,0
RES03804,COL1425,Economics,1,5,0,0,0,0
RES03805,COL1448,Economics,4,32,0,1,3417000,2
RES03806,COL1198,Chemistry,50,290,10,16,10204000,2
RES03807,COL1018,Civil Engineering,7,60,2,2,6753000,2
RES03808,COL0627,Marathi,48,386,1,9,19439000,1
RES03809,COL1196,Community Health Nursing,5,33,0,3,3631000,2
RES03810,COL0410,Mathematics,3,24,0,1,743000,2
RES03811,COL1698,English,0,0,1,2,3110000,2
RES03812,COL0920,Physics,14,102,5,1,4537000,0
RES03813,COL1675,Commerce,5,41,0,4,11683000,1
RES03814,COL1689,Physics,14,72,0,2,3800000,0
RES03815,COL0034,Computer Engineering,1,7,6,1,2930000,2
RES03816,COL0465,Chemistry,19,128,5,8,24582000,0
RES03817,COL0302,Economics,0,0,0,0,0,1
RES03818,COL1525,Educational Psychology,0,0,3,0,419000,2
RES03819,COL1212,Pharmacognosy,1,7,0,2,2860000,1
RES03820,COL0986,Physics,1,7,0,0,0,1
RES03821,COL1074,Mathematics,11,38,3,4,5504000,1
RES03822,COL1810,Mechanical Engineering,25,189,4,11,4137000,3
RES03823,COL0014,Civil Engineering,1,8,1,1,1774000,0
RES03824,COL1303,Computer Science,5,12,3,3,6155000,1
RES03825,COL0558,Community Health Nursing,5,22,1,6,12830000,1
RES03826,COL0566,Electrical Engineering,67,554,9,13,30764000,2
RES03827,COL1991,Mechanical Engineering,44,119,4,8,17026000,1
RES03828,COL0673,Architectural Design,25,165,1,5,14620000,2
RES03829,COL0025,Chemistry,0,0,1,0,68000,0
RES03830,COL1282,Computer Science,0,0,1,0,292000,2
RES03831,COL0331,Electrical Engineering,0,0,4,1,2871000,1
RES03832,COL0424,Marathi,1,6,0,1,2732000,0
RES03833,COL0936,Operations Management,4,32,2,2,3278000,3
RES03834,COL1727,Computer Engineering,0,0,0,3,2331000,0
RES03835,COL1921,Economics,6,29,1,5,10085000,2
RES03836,COL1257,Chemistry,22,93,2,5,13864000,1
RES03837,COL0686,Computer Engineering,2,18,1,1,1757000,1
RES03838,COL1103,Physics,49,319,7,32,40186000,0
RES03839,COL1335,Computer Engineering,5,32,7,7,18215000,3
RES03840,COL0485,Sociology,6,41,0,1,1627000,0
RES03841,COL1006,Pharmacology,2,7,2,2,2981000,0
RES03842,COL0762,Commerce,2,18,0,1,2061000,0
RES03843,COL1490,Commerce,8,46,1,3,9033000,0
RES03844,COL1101,Pharmacology,0,0,0,2,3602000,2
RES03845,COL1097,Commerce,1,4,1,1,2114000,1
RES03846,COL1080,Mathematics,5,34,1,5,2809000,1
RES03847,COL0662,Commerce,0,0,0,0,0,1
RES03848,COL1130,English,1,5,0,1,3199000,2
RES03849,COL0149,Mathematics,3,17,1,6,8199000,1
RES03850,COL1958,Information Technology,50,312,3,8,13254000,3
RES03851,COL1451,Educational Administration,56,342,1,4,3733000,0
RES03852,COL0159,Physics,22,199,0,3,2881000,2
RES03853,COL1093,Zoology,8,62,0,0,0,1
RES03854,COL0826,Pathology,0,0,4,0,213000,2
RES03855,COL1320,Biochemistry,0,0,0,0,0,3
RES03856,COL0583,Chemistry,23,149,2,9,18499000,0
RES03857,COL0646,Curriculum & Pedagogy,1,7,0,3,5442000,0
RES03858,COL0116,Mathematics,0,0,0,0,0,3
RES03859,COL0967,Civil Engineering,28,207,1,5,3326000,2
RES03860,COL1273,Physics,1,5,0,1,1511000,0
RES03861,COL0838,Physics,1,4,0,0,0,1
RES03862,COL1325,Business Administration,3,16,3,4,8002000,0
RES03863,COL0702,Pharmacology,11,97,0,6,9536000,3
RES03864,COL0034,Information Technology,2,5,1,5,2631000,2
RES03865,COL0570,Pharmaceutical Chemistry,17,147,3,5,7640000,1
RES03866,COL1897,Mathematics,6,41,0,2,3696000,1
RES03867,COL1402,Economics,1,8,0,4,11625000,2
RES03868,COL1115,Economics,10,36,4,9,11463000,0
RES03869,COL0533,Electrical Engineering,7,25,10,2,2626000,2
RES03870,COL1494,Electrical Engineering,0,0,4,0,760000,2
RES03871,COL0666,Physics,2,12,1,3,2613000,1
RES03872,COL1339,Physics,1,6,0,0,0,1
RES03873,COL0593,Electronics & Telecommunication,9,77,4,6,17071000,1
RES03874,COL0960,Civil Engineering,10,97,4,6,13955000,3
RES03875,COL0324,Economics,2,16,0,1,1325000,0
RES03876,COL0067,Mathematics,1,7,3,1,3570000,1
RES03877,COL0009,Electrical Engineering,3,17,3,2,3997000,0
RES03878,COL1819,Computer Science,20,140,2,4,10873000,3
RES03879,COL1751,Commerce,2,9,2,1,1716000,2
RES03880,COL1891,Computer Engineering,0,0,0,0,0,1
RES03881,COL1301,Chemistry,67,347,4,6,10139000,0
RES03882,COL0810,Economics,27,268,5,3,7871000,1
RES03883,COL0097,Marathi,13,119,2,7,16068000,3
RES03884,COL0904,Chemistry,34,158,12,21,18980000,1
RES03885,COL1378,Physics,2,10,0,1,1689000,2
RES03886,COL1166,Electrical Engineering,9,59,4,1,2175000,4
RES03887,COL1153,Marathi,1,7,1,4,6156000,1
RES03888,COL1367,English,1,7,3,0,478000,1
RES03889,COL1962,Civil Engineering,3,20,2,5,7419000,0
RES03890,COL0692,English,21,156,1,5,10157000,1
RES03891,COL0795,Electrical Engineering,1,5,2,0,148000,2
RES03892,COL1273,Chemistry,3,16,6,2,4038000,3
RES03893,COL1533,Marathi,0,0,1,0,215000,2
RES03894,COL0461,Electrical Engineering,1,4,0,0,0,2
RES03895,COL1301,Mathematics,7,41,0,1,931000,1
RES03896,COL0976,Electronics & Telecommunication,17,151,1,3,3600000,3
RES03897,COL1406,Pharmacology,0,0,1,1,1920000,1
RES03898,COL1664,Electronics & Telecommunication,24,228,5,8,22310000,2
RES03899,COL0735,Mathematics,0,0,0,0,0,2
RES03900,COL1232,Agronomy,0,0,0,0,0,0
RES03901,COL0977,Obstetrics & Gynaecological Nursing,1,8,1,1,1998000,1
RES03902,COL0920,Mathematics,0,0,3,1,2177000,1
RES03903,COL0423,English,1,7,3,2,8558000,1
RES03904,COL0989,Economics,0,0,0,0,0,1
RES03905,COL1398,Physics,2,11,1,1,1876000,1
RES03906,COL0320,Chemistry,2,18,4,0,986000,2
RES03907,COL1298,Computer Science,1,7,1,0,78000,0
RES03908,COL0901,Educational Psychology,1,5,0,4,2312000,1
RES03909,COL1477,Computer Science,9,49,2,2,5047000,2
RES03910,COL0480,Civil Engineering,12,73,4,3,6187000,2
RES03911,COL1165,Mechanical Engineering,0,0,0,0,0,1
RES03912,COL0333,Physics,0,0,0,0,0,0
RES03913,COL0311,Electrical Engineering,35,268,15,17,48304000,2
RES03914,COL0253,Banking & Finance,31,134,1,6,8525000,0
RES03915,COL1666,Electronics & Telecommunication,2,11,2,1,3050000,4
RES03916,COL1245,Community Health Nursing,0,0,0,1,2734000,0
RES03917,COL1398,Commerce,26,114,1,6,13956000,2
RES03918,COL1056,Marathi,2,9,2,3,7947000,2
RES03919,COL0726,Zoology,9,38,2,3,1114000,1
RES03920,COL0954,Mechanical Engineering,23,89,5,4,1972000,2
RES03921,COL0879,Economics,1,7,2,1,3251000,0
RES03922,COL1938,Commerce,3,12,0,1,1188000,2
RES03923,COL0643,Chemistry,8,43,1,6,7932000,0
RES03924,COL1738,Marathi,1,7,0,0,0,1
RES03925,COL0268,Pediatrics,1,7,4,2,3949000,2
RES03926,COL1095,Economics,2,14,0,6,14219000,2
RES03927,COL0711,Physics,1,6,1,5,9705000,0
RES03928,COL0026,Marathi,5,25,1,8,16863000,1
RES03929,COL0816,Pharmacology,8,52,2,2,3702000,3
RES03930,COL0870,Commerce,6,17,0,1,1630000,1
RES03931,COL1097,English,11,48,6,7,10847000,1
RES03932,COL0100,Mechanical Engineering,5,25,1,1,1032000,3
RES03933,COL0521,English,2,19,1,0,69000,0
RES03934,COL1551,Finance,1,9,0,1,1917000,0
RES03935,COL1446,Constitutional Law,2,17,2,1,677000,2
RES03936,COL0474,Accountancy,1,7,0,1,3433000,1
RES03937,COL0552,Mathematics,32,341,2,10,38155000,1
RES03938,COL1574,Physics,2,15,0,1,744000,3
RES03939,COL0351,Chemistry,0,0,1,0,205000,2
RES03940,COL1499,Business Analytics,0,0,0,0,0,1
RES03941,COL0953,Economics,0,0,0,0,0,1
RES03942,COL0305,Pharmacognosy,1,3,0,1,340000,2
RES03943,COL1255,Chemistry,11,32,3,5,6209000,2
RES03944,COL0334,Marathi,2,15,1,1,1944000,3
RES03945,COL0871,Computer Science,0,0,3,2,1557000,1
RES03946,COL0099,Computer Science,5,23,1,7,2361000,2
RES03947,COL0842,Pharmaceutics,0,0,3,1,716000,1
RES03948,COL1167,Mechanical Engineering,12,71,4,3,7561000,4
RES03949,COL1533,Economics,52,338,7,13,7080000,2
RES03950,COL1720,Banking & Finance,9,74,1,10,4381000,1
RES03951,COL0856,Economics,1,6,0,0,0,2
RES03952,COL1967,Mathematics,3,10,4,4,10585000,1
RES03953,COL0664,Information Technology,2,19,2,4,4544000,3
RES03954,COL0175,Physics,1,4,0,0,0,1
RES03955,COL0055,Pharmaceutics,29,205,7,2,5512000,2
RES03956,COL1259,Economics,4,32,2,4,10145000,3
RES03957,COL1952,Mechanical Engineering,134,1134,21,23,54461000,2
RES03958,COL0860,Pharmaceutical Chemistry,31,252,3,3,9100000,2
RES03959,COL0734,English,1,3,1,0,250000,1
RES03960,COL0724,English,1,9,0,2,3431000,1
RES03961,COL0985,Computer Science,14,117,2,2,3196000,0
RES03962,COL1374,Criminal Law,0,0,1,2,1128000,3
RES03963,COL1855,Operations Management,0,0,0,1,1776000,1
RES03964,COL0112,Computer Engineering,7,44,1,1,1135000,3
RES03965,COL1486,Physiology,2,11,3,1,1630000,0
RES03966,COL1258,Corporate Law,23,209,1,5,2526000,1
RES03967,COL0540,Marathi,26,85,2,6,12854000,1
RES03968,COL1294,Pharmacology,2,13,0,2,1220000,2
RES03969,COL1348,Computer Science,12,81,2,5,9144000,1
RES03970,COL1080,Commerce,0,0,1,0,148000,1
RES03971,COL0180,Commerce,8,36,0,9,22704000,1
RES03972,COL0920,Economics,3,24,0,1,1848000,1
RES03973,COL0767,Botany,3,30,1,1,3321000,2
RES03974,COL1976,Information Technology,0,0,0,2,2718000,1
RES03975,COL1275,Economics,12,66,1,7,9119000,2
RES03976,COL0570,Pharmacology,0,0,0,0,0,2
RES03977,COL0765,Operations Management,12,87,0,7,10957000,0
RES03978,COL1737,Chemistry,6,53,5,3,3722000,2
RES03979,COL1324,Mathematics,2,16,3,1,1644000,0
RES03980,COL1189,Business Administration,1,7,0,0,0,2
RES03981,COL0046,Marathi,23,158,2,6,3011000,0
RES03982,COL0062,English,9,52,0,4,2664000,1
RES03983,COL1975,Physics,6,49,1,2,4343000,3
RES03984,COL0843,Sociology,1,6,0,2,971000,1
RES03985,COL0163,Mechanical Engineering,152,1184,4,4,2964000,3
RES03986,COL1799,Computer Engineering,0,0,1,2,6125000,5
RES03987,COL0644,Marathi,1,10,0,1,2923000,2
RES03988,COL1393,Electrical Engineering,67,387,8,8,24649000,0
RES03989,COL1329,Civil Engineering,1,3,0,1,1136000,3
RES03990,COL0693,Civil Engineering,87,577,5,7,15856000,2
RES03991,COL1912,Banking & Finance,2,10,0,3,4345000,1
RES03992,COL0257,Sociology,0,0,1,2,3631000,2
RES03993,COL1061,Civil Engineering,0,0,0,0,0,2
RES03994,COL1978,Physics,1,11,2,3,10409000,2
RES03995,COL1670,Mechanical Engineering,0,0,2,0,460000,2
RES03996,COL0761,Civil Engineering,34,239,4,2,5840000,3
RES03997,COL1285,Educational Psychology,1,6,1,0,103000,1
RES03998,COL1384,Economics,0,0,1,0,134000,1
RES03999,COL0381,Civil Engineering,0,0,0,0,0,1
RES04000,COL0932,Civil Engineering,1,2,3,1,1702000,1
RES04001,COL1367,Commerce,25,248,6,12,20031000,1
RES04002,COL0128,Pharmaceutical Chemistry,1,5,2,1,3009000,1
RES04003,COL1000,Civil Engineering,0,0,0,1,1020000,2
RES04004,COL0734,Mathematics,3,17,3,1,1609000,0
RES04005,COL0090,Electronics & Telecommunication,23,222,3,4,3804000,3
RES04006,COL1603,Mathematics,0,0,0,0,0,4
RES04007,COL0168,Zoology,2,17,2,3,3896000,2
RES04008,COL0569,Mechanical Engineering,1,4,1,0,210000,0
RES04009,COL0274,Mechanical Engineering,1,5,2,2,1892000,0
RES04010,COL1384,English,3,24,0,0,0,0
RES04011,COL1290,Computer Engineering,0,0,2,1,2980000,2
RES04012,COL0536,Finance,1,8,0,1,1948000,3
RES04013,COL0739,Computer Engineering,4,17,2,2,5735000,1
RES04014,COL1633,Computer Science,2,9,1,1,547000,2
RES04015,COL1674,Chemistry,35,249,8,8,15714000,2
RES04016,COL1035,English,8,31,1,17,20272000,0
RES04017,COL1593,Business Administration,7,58,3,5,13410000,0
RES04018,COL1599,Economics,7,60,0,6,2899000,3
RES04019,COL1149,Mechanical Engineering,1,10,0,0,0,3
RES04020,COL0552,Commerce,2,21,0,4,9044000,1
RES04021,COL1396,Computer Science,0,0,4,2,1424000,0
RES04022,COL1013,Physics,0,0,1,1,3217000,0
RES04023,COL1971,Electrical Engineering,3,22,3,3,7425000,2
RES04024,COL1841,Electrical Engineering,1,9,0,1,2304000,3
RES04025,COL1493,Mechanical Engineering,38,202,11,9,16215000,1
RES04026,COL1849,Medicine,3,18,2,1,2029000,2
RES04027,COL1467,Botany,1,7,0,0,0,1
RES04028,COL0559,Pharmacology,0,0,2,1,717000,1
RES04029,COL1065,Commerce,3,20,2,2,5605000,1
RES04030,COL0020,English,0,0,1,0,166000,3
RES04031,COL0756,Mechanical Engineering,51,400,12,10,35423000,1
RES04032,COL0744,Chemistry,1,4,5,1,1920000,1
RES04033,COL0867,Economics,1,8,0,4,8292000,1
RES04034,COL0167,Electrical Engineering,0,0,2,0,265000,3
RES04035,COL1100,Computer Engineering,6,57,2,2,4198000,2
RES04036,COL0325,Computer Science,5,22,6,4,8163000,1
RES04037,COL0847,Business Administration,0,0,0,0,0,0
RES04038,COL0111,Banking & Finance,7,34,2,3,3104000,0
RES04039,COL0914,Mechanical Engineering,17,110,1,4,8418000,1
RES04040,COL1797,Zoology,1,7,3,1,3328000,5
RES04041,COL0671,Economics,0,0,0,0,0,2
RES04042,COL1783,English,9,64,1,2,3000000,1
RES04043,COL1009,Mathematics,3,18,1,0,191000,1
RES04044,COL0512,Mechanical Engineering,29,301,7,7,15122000,3
RES04045,COL1639,Marathi,2,18,1,1,1762000,2
RES04046,COL0496,Commerce,1,8,0,2,2931000,2
RES04047,COL0639,Pharmacology,1,7,0,0,0,0
RES04048,COL1935,Business Administration,4,25,0,1,789000,1
RES04049,COL0489,Commerce,1,7,3,2,1275000,2
RES04050,COL0720,English,9,59,1,6,11261000,1
RES04051,COL0176,Chemistry,1,4,3,2,4701000,1
RES04052,COL1846,Criminal Law,0,0,0,0,0,3
RES04053,COL1555,Civil Law,1,6,1,1,779000,1
RES04054,COL0011,English,8,44,1,11,7007000,2
RES04055,COL0265,Chemistry,4,27,5,7,7859000,1
RES04056,COL0146,Chemistry,10,96,6,4,17162000,3
RES04057,COL1423,Commerce,0,0,0,1,1931000,0
RES04058,COL1490,Chemistry,35,376,4,9,30111000,1
RES04059,COL1544,Chemistry,1,7,5,1,2358000,2
RES04060,COL1175,Marathi,5,33,0,3,8825000,3
RES04061,COL1719,Commerce,7,61,1,4,4071000,2
RES04062,COL1782,Commerce,1,4,0,1,1294000,1
RES04063,COL0874,Computer Engineering,40,287,5,8,18344000,1
RES04064,COL0194,Physics,9,76,1,1,2970000,1
RES04065,COL1129,Commerce,0,0,0,1,3051000,2
RES04066,COL0419,English,3,9,0,2,1424000,0
RES04067,COL0028,Physiology,66,428,3,6,21586000,2
RES04068,COL0513,Mathematics,2,19,0,2,3070000,1
RES04069,COL0700,Information Technology,3,29,0,2,3603000,2
RES04070,COL0411,Chemistry,0,0,1,0,52000,3
RES04071,COL1308,Banking & Finance,2,14,1,0,70000,3
RES04072,COL1546,Marathi,8,76,4,3,9029000,1
RES04073,COL1107,Computer Science,1,6,1,1,975000,2
RES04074,COL1362,Chemistry,1,6,1,1,2850000,2
RES04075,COL1935,Economics,1,4,0,0,0,1
RES04076,COL1705,Computer Science,65,446,5,7,12209000,2
RES04077,COL0710,Civil Engineering,0,0,0,1,1665000,0
RES04078,COL1423,English,3,20,2,0,533000,2
RES04079,COL0125,Sociology,1,9,1,2,5119000,1
RES04080,COL1589,Pharmacology,0,0,0,0,0,1
RES04081,COL1115,Chemistry,0,0,1,2,2658000,0
RES04082,COL0384,Civil Law,0,0,1,0,224000,1
RES04083,COL1896,Computer Engineering,2,16,6,3,9688000,2
RES04084,COL0407,Business Administration,16,133,1,2,1865000,3
RES04085,COL1154,Marathi,2,11,1,2,6256000,2
RES04086,COL1972,Computer Engineering,1,9,1,2,3888000,0
RES04087,COL0181,Economics,1,3,0,1,2441000,0
RES04088,COL0348,Chemistry,12,61,5,5,10325000,0
RES04089,COL0477,Civil Engineering,0,0,0,0,0,2
RES04090,COL0772,Electrical Engineering,5,38,7,4,8156000,0
RES04091,COL0108,Marketing,1,7,0,1,1451000,1
RES04092,COL0943,Pharmacognosy,9,41,4,5,7527000,2
RES04093,COL0407,Accountancy,45,379,2,7,7433000,1
RES04094,COL0871,English,3,23,1,3,4863000,1
RES04095,COL1919,Economics,1,6,0,3,2984000,0
RES04096,COL0386,Civil Engineering,5,16,0,3,3558000,1
RES04097,COL1385,Electrical Engineering,10,58,4,9,12976000,2
RES04098,COL1840,Electrical Engineering,2,15,5,3,5790000,2
RES04099,COL0308,Pharmaceutics,1,9,2,3,6239000,3
RES04100,COL1512,Commerce,1,6,0,0,0,1
RES04101,COL0239,Mathematics,1,8,0,1,1416000,2
RES04102,COL0432,Finance,17,127,2,6,8924000,1
RES04103,COL0459,Mathematics,7,49,1,2,5458000,1
RES04104,COL0452,Marathi,28,97,1,6,6343000,1
RES04105,COL0503,Economics,3,21,3,3,6877000,1
RES04106,COL0327,Economics,1,5,1,4,6151000,2
RES04107,COL0120,Marathi,2,20,0,4,1962000,2
RES04108,COL0979,Marathi,1,8,0,1,2010000,1
RES04109,COL0823,Physics,0,0,0,0,0,1
RES04110,COL0806,Educational Administration,1,2,1,0,226000,0
RES04111,COL1954,Electrical Engineering,1,7,0,1,2055000,1
RES04112,COL1624,Child Health Nursing,2,9,0,3,1788000,0
RES04113,COL0269,Sociology,7,21,0,4,4372000,0
RES04114,COL0294,Mechanical Engineering,1,2,0,0,0,1
RES04115,COL1932,Electronics & Telecommunication,6,37,1,3,3053000,0
RES04116,COL0491,Finance,1,6,0,0,0,1
RES04117,COL1607,Educational Administration,0,0,3,2,6724000,2
RES04118,COL0301,Anatomy,1,6,1,0,242000,1
RES04119,COL0812,Economics,7,27,0,1,636000,1
RES04120,COL1723,Marathi,1,10,0,1,2946000,2
RES04121,COL0814,Computer Science,12,55,5,4,10280000,2
RES04122,COL0156,Mathematics,1,5,1,2,661000,1
RES04123,COL0252,English,0,0,0,1,1006000,2
RES04124,COL0460,Information Technology,0,0,0,0,0,1
RES04125,COL0623,Computer Science,1,8,0,0,0,1
RES04126,COL1133,English,1,9,0,0,0,1
RES04127,COL1008,History,1,6,1,1,853000,2
RES04128,COL0669,Educational Administration,1,6,0,1,3136000,1
RES04129,COL0010,Educational Administration,2,16,1,2,4674000,0
RES04130,COL0364,Computer Engineering,2,16,1,5,5215000,1
RES04131,COL1575,Electronics & Telecommunication,8,67,7,6,9921000,3
RES04132,COL0889,Computer Engineering,0,0,4,1,1503000,1
RES04133,COL0931,Mathematics,0,0,0,0,0,2
RES04134,COL1896,Civil Engineering,45,296,0,4,12222000,3
RES04135,COL1947,Educational Psychology,0,0,0,2,2147000,0
RES04136,COL0056,Civil Engineering,3,20,1,4,4101000,0
RES04137,COL1641,Business Analytics,1,7,1,1,3358000,3
RES04138,COL0555,English,1,6,0,0,0,0
RES04139,COL1413,Information Technology,1,6,1,0,155000,1
RES04140,COL0906,Civil Engineering,6,35,2,7,2493000,0
RES04141,COL0237,Soil Science,1,4,2,1,1414000,3
RES04142,COL1892,Civil Engineering,28,227,4,7,5965000,2
RES04143,COL1122,Computer Engineering,1,4,1,4,2371000,2
RES04144,COL1326,Physics,1,8,1,0,100000,2
RES04145,COL0890,Mathematics,29,171,3,12,38431000,1
RES04146,COL0459,Physics,0,0,1,0,158000,0
RES04147,COL0945,Horticulture,18,94,1,3,2991000,0
RES04148,COL1393,Computer Engineering,13,120,2,4,5395000,2
RES04149,COL0863,English,1,8,0,2,1116000,2
RES04150,COL0493,Economics,6,37,0,2,1084000,2
RES04151,COL0744,Physics,0,0,0,0,0,1
RES04152,COL1813,Operations Management,1,8,1,0,258000,2
RES04153,COL1144,Computer Engineering,0,0,4,0,702000,0
RES04154,COL1351,English,2,16,1,2,2034000,2
RES04155,COL1830,Curriculum & Pedagogy,2,18,0,4,8492000,2
RES04156,COL1608,Pharmacology,2,10,1,2,4147000,2
RES04157,COL1606,Commerce,27,248,1,6,8185000,1
RES04158,COL0952,Computer Science,0,0,2,1,2671000,0
RES04159,COL0794,Computer Engineering,20,159,2,4,2263000,1
RES04160,COL1184,Business Administration,9,32,0,2,1645000,2
RES04161,COL1544,English,12,117,2,5,9082000,1
RES04162,COL1911,Operations Management,4,19,1,0,179000,0
RES04163,COL1280,Business Administration,0,0,0,3,3349000,1
RES04164,COL0121,Mechanical Engineering,17,149,1,4,2163000,1
RES04165,COL0059,Surgery,0,0,0,1,660000,1
RES04166,COL0884,Mechanical Engineering,24,182,14,8,8180000,3
RES04167,COL1292,Commerce,6,32,1,3,7460000,3
RES04168,COL0506,Mechanical Engineering,1,6,0,2,3787000,3
RES04169,COL1464,Civil Engineering,8,54,0,5,3756000,2
RES04170,COL0089,Mathematics,2,20,1,4,11566000,0
RES04171,COL1887,Economics,9,66,4,7,9442000,3
RES04172,COL0386,Electronics & Telecommunication,0,0,0,0,0,2
RES04173,COL1967,Commerce,1,3,1,2,3508000,2
