college_id,college_name,college_type,ownership,district,city,state,university,established_year,naac_grade,nirf_rank,autonomous,accreditation_score,total_students,total_faculty,campus_area_acres,courses_offered,hostel_available,website,status
COL1542,Amravati Mahavidyalaya,"Arts, Science & Commerce",Private,Amravati,Amravati,Maharashtra,Sant Gadge Baba Amravati University,2008,B++,,Yes,3.19,887,64,13.5,BCom; BA; MCom; MA; MSc,Yes,www.amravatimahavidyalaya.edu.in,Active
COL1543,"Terna Public Charitable Trust's Yashwantrao Chavan Institute of Pharmaceutical Sciences, Shahada",Pharmacy,Government,Nandurbar,Shahada,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1954,B,,No,2.74,662,45,4.9,M.Pharm; B.Pharm,Yes,www.ternapubliccharitabletrustsy.edu.in,Active
COL1544,"Vidya Pratishthan's Annasaheb Magar Mahavidyalaya, Bhiwandi","Arts, Science & Commerce",Autonomous,Thane,Bhiwandi,Maharashtra,University of Mumbai,2002,A++,,Yes,3.97,4642,252,35.2,BSc; BA; BCom,Yes,www.vidyapratishthansannasahebma.org.in,Active
COL1545,"Government Mahavidyalaya, Paranda","Arts, Science & Commerce",Private,Dharashiv,Paranda,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2006,A+,,No,3.73,4909,377,7.0,BSc; MCom,No,www.governmentmahavidyalayaparan.org.in,Active
COL1546,"Maratha Vidya Prasarak Samaj's Ramabai Ranade Arts, Science and Commerce College, Malkapur","Arts, Science & Commerce",Private,Buldhana,Malkapur,Maharashtra,Sant Gadge Baba Amravati University,2020,A,,No,3.37,5576,349,19.3,BCom; MA; BSc; MSc,No,www.marathavidyaprasaraksamajsra.ac.in,Active
COL1547,"Government College of Pharmacy, Amalner",Pharmacy,Private,Jalgaon,Amalner,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1992,A,,Yes,3.31,611,48,19.7,B.Pharm; M.Pharm; D.Pharm,No,www.governmentcollegeofpharmacya.org.in,Under NAAC Reassessment
COL1548,"Chhatrapati Sambhaji Arts, Science and Commerce College, Chhatrapati Sambhajinagar","Arts, Science & Commerce",Government,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1887,A,,No,3.4,861,62,13.5,MA; MCom; BA; BCom,No,www.chhatrapatisambhajiartsscien.org.in,Active
COL1549,"Bharatiya Vidya Bhavan's Punyashlok Ahilyadevi Holkar College of Engineering, Arvi",Engineering,Autonomous,Wardha,Arvi,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1971,B++,,Yes,3.23,2862,124,65.4,BE Civil Engineering; BE Electronics & Telecommunication; BE Electrical Engineering; ME; BE Computer Engineering; BE Mechanical Engineering,Yes,www.bharatiyavidyabhavanspunyash.org.in,Active
COL1550,"Vasantrao Naik Institute of Pharmaceutical Sciences, Vile Parle",Pharmacy,Autonomous,Mumbai Suburban,Vile Parle,Maharashtra,University of Mumbai,1999,A,,Yes,3.33,470,21,12.7,D.Pharm; B.Pharm,Yes,www.vasantraonaikinstituteofphar.org.in,Active
COL1551,"Maratha Vidya Prasarak Samaj's Loknete Gopinathji Munde School of Business Management, Pune",Management (MBA/BBA),Deemed,Pune,Pune,Maharashtra,Maratha Vidya Prasarak Samaj's Loknete Gopinathji Munde School of Business Management (Deemed to be University),2001,A+,,Yes,3.53,839,52,9.7,PGDM; MMS,Yes,www.marathavidyaprasaraksamajslo.ac.in,Active
COL1552,"Jain Education Society's Chhatrapati Sambhaji Institute of Polytechnic, Gadhinglaj",Polytechnic,Private,Kolhapur,Gadhinglaj,Maharashtra,"Shivaji University, Kolhapur",1994,A,,No,3.44,1681,84,9.4,Diploma in Computer Engineering; Diploma in Electrical Engineering,No,www.jaineducationsocietyschhatra.ac.in,Active
COL1553,"New Model College of Engineering, Dhule",Engineering,Private,Dhule,Dhule,Maharashtra,Dr. Babasaheb Ambedkar Technological University,1980,C,,No,2.07,1125,71,61.4,BE Mechanical Engineering; BE Electronics & Telecommunication,No,www.newmodelcollegeofengineering.org.in,Active
COL1554,"Balasaheb Desai Arts, Science and Commerce College, Vaijapur","Arts, Science & Commerce",Autonomous,Chhatrapati Sambhajinagar,Vaijapur,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1969,B++,,Yes,3.25,2395,114,16.6,BA; MCom; BSc; MSc; BCom,Yes,www.balasahebdesaiartsscienceand.ac.in,Active
COL1555,"Swami Vivekanand Law College, Kamptee",Law,Private,Nagpur,Kamptee,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2012,B+,,No,2.77,631,29,9.4,LLB; LLM; BA LLB,No,www.swamivivekanandlawcollegekam.ac.in,Active
COL1556,Government Medical College Nagpur,Medical,Government,Nagpur,Nagpur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1879,A,60,No,3.33,1005,58,72.2,MBBS; MS,Yes,www.governmentmedicalcollegenagp.edu.in,Active
COL1557,"Baburao Kale School of Business Management, Jalna",Management (MBA/BBA),Private,Jalna,Jalna,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1999,C,,No,2.46,498,22,6.7,BBA; PGDM; MMS,No,www.baburaokaleschoolofbusinessm.org.in,Active
COL1558,"Jyotirao Phule Arts College, Bhiwandi",Arts,Deemed,Thane,Bhiwandi,Maharashtra,Jyotirao Phule Arts College (Deemed to be University),1973,A,254,Yes,3.49,365,18,9.3,BA Marathi; BA History; BA Economics; BA English,No,www.jyotiraophuleartscollegebhiw.ac.in,Active
COL1559,"Karmaveer Bhaurao Patil Agricultural Institute, Pune",Agriculture,Government,Pune,Pune,Maharashtra,"Vasantrao Naik Marathwada Krishi Vidyapeeth, Parbhani",1995,A+,,No,3.65,686,42,166.5,B.Sc Agriculture; B.Tech Agricultural Engineering; M.Sc Agriculture,Yes,www.karmaveerbhauraopatilagricul.org.in,Active
COL1560,"New Model College of Education, Palghar",Education (B.Ed/D.Ed),Autonomous,Palghar,Palghar,Maharashtra,University of Mumbai,1967,A,146,Yes,3.41,184,13,3.5,M.Ed; B.Ed; D.Ed,Yes,www.newmodelcollegeofeducationpa.ac.in,Active
COL1561,"Kisan Veer College of Nursing, Manmad",Nursing,Private,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2012,A++,,No,3.84,498,24,17.6,B.Sc Nursing; ANM; M.Sc Nursing; GNM,No,www.kisanveercollegeofnursingman.ac.in,Active
COL1562,"Mahatma Gandhi Institute of Nursing Sciences, Jalgaon",Nursing,Private,Jalgaon,Jalgaon,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2003,A++,,Yes,3.89,293,13,8.0,GNM; M.Sc Nursing; ANM,Yes,www.mahatmagandhiinstituteofnurs.edu.in,Active
COL1563,"Dr. Babasaheb Ambedkar College of Engineering and Technology, Majalgaon",Engineering,Private,Beed,Majalgaon,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2012,A,,No,3.3,2289,101,17.5,BE Computer Engineering; BE Mechanical Engineering; BE Electronics & Telecommunication; BE Electrical Engineering,Yes,www.drbabasahebambedkarcollegeof.ac.in,Active
COL1564,"Yashwantrao Chavan College of Engineering and Technology, Kudal",Engineering,Government,Sindhudurg,Kudal,Maharashtra,University of Mumbai,1863,A+,79,No,3.73,4314,189,42.1,BE Computer Engineering; ME; BE Mechanical Engineering; BE Electrical Engineering; BE Civil Engineering,Yes,www.yashwantraochavancollegeofen.org.in,Active
COL1565,"Adarsh Institute of Pharmaceutical Sciences, Bhiwandi",Pharmacy,Private,Thane,Bhiwandi,Maharashtra,University of Mumbai,2005,B+,,Yes,2.8,469,26,19.5,D.Pharm; B.Pharm; M.Pharm,No,www.adarshinstituteofpharmaceuti.edu.in,Active
COL1566,"Karmaveer Bhaurao Patil Arts, Science and Commerce College, Amalner","Arts, Science & Commerce",Private,Jalgaon,Amalner,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1982,A,,No,3.45,2369,131,44.7,MSc; BA; BSc; BCom,Yes,www.karmaveerbhauraopatilartssci.edu.in,Active
COL1567,"Terna Public Charitable Trust's Sane Guruji College of Commerce, Akola",Commerce,Autonomous,Akola,Akola,Maharashtra,Sant Gadge Baba Amravati University,2003,A+,,Yes,3.67,989,61,2.0,MCom; BCom (Banking & Insurance); BCom (Accounting & Finance),Yes,www.ternapubliccharitabletrustss.org.in,Active
COL1568,"Annasaheb Magar Institute of Pharmaceutical Sciences, Wani",Pharmacy,Private,Yavatmal,Wani,Maharashtra,Sant Gadge Baba Amravati University,2020,B++,,No,3.18,570,31,4.2,B.Pharm; D.Pharm; M.Pharm,Yes,www.annasahebmagarinstituteofpha.ac.in,Active
COL1569,"Lokmanya Tilak B.Ed. College, Partur",Education (B.Ed/D.Ed),Government,Jalna,Partur,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1972,A++,,No,3.82,249,14,7.1,D.Ed; B.Ed,No,www.lokmanyatilakbedcollegepartu.ac.in,Active
COL1570,"Baburao Kale Arts College, Sawantwadi",Arts,Private,Sindhudurg,Sawantwadi,Maharashtra,University of Mumbai,2011,A+,,No,3.63,1641,98,3.0,BA Economics; BA English; BA Marathi; MA,Yes,www.baburaokaleartscollegesawant.edu.in,Active
COL1571,Hinganghat Institute of Engineering and Technology,Engineering,Private,Wardha,Hinganghat,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1982,A+,,No,3.7,1074,74,10.4,BE Computer Engineering; ME; BE Civil Engineering; BE Electronics & Telecommunication,No,www.hinganghatinstituteofenginee.edu.in,Active
COL1572,"Jyotirao Phule Institute of Polytechnic, Andheri",Polytechnic,Autonomous,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,1951,A,,Yes,3.45,867,53,28.5,Diploma in Civil Engineering; Diploma in Computer Engineering; Diploma in Mechanical Engineering,Yes,www.jyotiraophuleinstituteofpoly.org.in,Active
COL1573,"Government College of Education, Kalyan",Education (B.Ed/D.Ed),Private,Thane,Kalyan,Maharashtra,University of Mumbai,2017,B,,No,2.66,169,11,6.0,B.Ed; D.Ed,Yes,www.governmentcollegeofeducation.ac.in,Active
COL1574,"Ramabai Ranade Mahavidyalaya, Vengurla","Arts, Science & Commerce",Government,Sindhudurg,Vengurla,Maharashtra,University of Mumbai,1932,A,133,No,3.26,1922,128,25.9,BSc; MA; BA; MCom; BCom,Yes,www.ramabairanademahavidyalayave.org.in,Active
COL1575,"Lok Shikshan Sanstha's Ramabai Ranade College of Engineering, Ulhasnagar",Engineering,Deemed,Thane,Ulhasnagar,Maharashtra,Lok Shikshan Sanstha's Ramabai Ranade College of Engineering (Deemed to be University),2007,A++,,Yes,3.83,4660,232,35.6,BE Electronics & Telecommunication; BE Electrical Engineering; ME; BE Computer Engineering,Yes,www.lokshikshansansthasramabaira.ac.in,Active
COL1576,"Adarsh Shikshan Prasarak Mandal's Punyashlok Ahilyadevi Holkar Arts, Science and Commerce College, Chandrapur","Arts, Science & Commerce",Private,Chandrapur,Chandrapur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1986,A+,,No,3.52,4705,244,42.5,MA; BCom; BSc; MSc; MCom; BA,No,www.adarshshikshanprasarakmandal.org.in,Active
COL1577,"Dnyaneshwar Polytechnic, Borivali",Polytechnic,Private,Mumbai Suburban,Borivali,Maharashtra,University of Mumbai,1977,B+,,No,2.97,1464,79,28.5,Diploma in Mechanical Engineering; Diploma in Electrical Engineering; Diploma in Computer Engineering,Yes,www.dnyaneshwarpolytechnicboriva.edu.in,Active
COL1578,Gokhale Institute of Politics and Economics,"Arts, Science & Commerce",Deemed,Pune,Pune,Maharashtra,Gokhale Institute of Politics and Economics (Deemed University),1910,B++,,Yes,3.24,6097,468,24.6,BA; BSc; BCom; MCom,Yes,www.gokhaleinstituteofpoliticsan.ac.in,Active
COL1579,Nowrosjee Wadia College,"Arts, Science & Commerce",Autonomous,Pune,Pune,Maharashtra,Savitribai Phule Pune University,1974,B++,,Yes,3.06,4470,275,37.5,MCom; BSc,No,www.nowrosjeewadiacollege.ac.in,Active
COL1580,"Government Institute of Nursing Sciences, Bhokar",Nursing,Government,Nanded,Bhokar,Maharashtra,Swami Ramanand Teerth Marathwada University,1958,B++,,No,3.25,458,35,17.5,GNM; B.Sc Nursing,Yes,www.governmentinstituteofnursing.org.in,Active
COL1581,"Dr. Babasaheb Ambedkar Law College, Manmad",Law,Private,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2015,B++,,No,3.16,588,43,7.4,LLB; LLM,Yes,www.drbabasahebambedkarlawcolleg.ac.in,Active
COL1582,"Tukaram School of Business Management, Daryapur",Management (MBA/BBA),Private,Amravati,Daryapur,Maharashtra,Sant Gadge Baba Amravati University,1976,B+,,No,2.97,525,29,9.7,PGDM; BBA,Yes,www.tukaramschoolofbusinessmanag.edu.in,Active
COL1583,"Baburao Kale Polytechnic, Desaiganj",Polytechnic,Private,Gadchiroli,Desaiganj,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2009,B,,No,2.65,1195,61,24.4,Diploma in Civil Engineering; Diploma in Mechanical Engineering; Diploma in Computer Engineering; Diploma in Electrical Engineering,Yes,www.baburaokalepolytechnicdesaig.org.in,Active
COL1584,"Sanjivani Rural Education Society's Baburao Kale College of Engineering and Technology, Ahmednagar",Engineering,Autonomous,Ahmednagar,Ahmednagar,Maharashtra,Savitribai Phule Pune University,1989,A+,,Yes,3.54,2775,142,66.6,BE Civil Engineering; BE Computer Engineering; BE Mechanical Engineering,Yes,www.sanjivaniruraleducationsocie.org.in,Active
COL1585,"Government Law College, Khed",Law,Private,Ratnagiri,Khed,Maharashtra,University of Mumbai,1999,B+,,No,2.76,1019,43,10.0,BA LLB; LLM; LLB,No,www.governmentlawcollegekhed.org.in,Active
COL1586,"Chhatrapati Shivaji College of Education, Bhiwandi",Education (B.Ed/D.Ed),Autonomous,Thane,Bhiwandi,Maharashtra,University of Mumbai,2003,A,,Yes,3.44,127,8,9.5,B.Ed; D.Ed; M.Ed,Yes,www.chhatrapatishivajicollegeofe.edu.in,Active
COL1587,"Mahatma Gandhi School of Business Management, Ramtek",Management (MBA/BBA),Autonomous,Nagpur,Ramtek,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1993,A,,Yes,3.46,635,44,9.5,PGDM; MBA; BBA,Yes,www.mahatmagandhischoolofbusines.edu.in,Active
COL1588,"Sane Guruji Commerce College, Andheri",Commerce,Private,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,1990,Not Accredited,,No,0.0,865,70,3.3,BCom (Banking & Insurance); BCom; MCom; BCom (Accounting & Finance),Yes,www.sanegurujicommercecollegeand.edu.in,Active
COL1589,"Government Institute of Pharmaceutical Sciences, Hingoli",Pharmacy,Private,Hingoli,Hingoli,Maharashtra,Swami Ramanand Teerth Marathwada University,1976,C,,No,2.29,547,24,17.6,M.Pharm; D.Pharm,Yes,www.governmentinstituteofpharmac.edu.in,Active
COL1590,"Jyotirao Phule Mahavidyalaya, Sinnar","Arts, Science & Commerce",Deemed,Nashik,Sinnar,Maharashtra,Jyotirao Phule Mahavidyalaya (Deemed to be University),1963,B++,,Yes,3.22,3225,257,17.9,BA; MSc; MA; BSc; BCom; MCom,Yes,www.jyotiraophulemahavidyalayasi.ac.in,Active
COL1591,"Jain Education Society's Ramabai Ranade Arts, Science and Commerce College, Desaiganj","Arts, Science & Commerce",Private,Gadchiroli,Desaiganj,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2016,B++,,No,3.13,2811,135,4.8,BCom; BSc; MCom; MA,Yes,www.jaineducationsocietysramabai.org.in,Active
COL1592,"Shri Shivaji Education Society's Dr. Babasaheb Ambedkar College of Education, Karad",Education (B.Ed/D.Ed),Autonomous,Satara,Karad,Maharashtra,"Shivaji University, Kolhapur",1965,A++,,Yes,3.76,307,13,6.1,M.Ed; B.Ed; D.Ed,No,www.shrishivajieducationsocietys.edu.in,Active
COL1593,"Jain Education Society's Shahu Maharaj College of Commerce, Dapoli",Commerce,Deemed,Ratnagiri,Dapoli,Maharashtra,Jain Education Society's Shahu Maharaj College of Commerce (Deemed to be University),2006,A+,299,Yes,3.69,1860,96,10.7,BCom (Banking & Insurance); BCom,Yes,www.jaineducationsocietysshahuma.ac.in,Active
COL1594,"New Model College of Engineering and Technology, Wardha",Engineering,Private,Wardha,Wardha,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1982,B+,,No,2.93,1139,51,64.2,BE Civil Engineering; BE Computer Engineering,No,www.newmodelcollegeofengineering.edu.in,Active
COL1595,"Kai. Shankarrao Patil Education Society's Sane Guruji Arts, Science and Commerce College, Boisar","Arts, Science & Commerce",Private,Palghar,Boisar,Maharashtra,University of Mumbai,1981,B++,,No,3.02,4928,294,5.1,BSc; BA; MCom; BCom; MSc; MA,Yes,www.kaishankarraopatileducations.org.in,Active
COL1596,"Vidya Bharati Mahavidyalaya Trust's Baburao Kale College of Nursing, Georai",Nursing,Private,Beed,Georai,Maharashtra,"Maharashtra University of Health Sciences, Nashik",2002,C,,Yes,2.13,322,15,8.5,B.Sc Nursing; M.Sc Nursing; ANM,Yes,www.vidyabharatimahavidyalayatru.org.in,Active
COL1597,"Government Agricultural Institute, Thane",Agriculture,Private,Thane,Thane,Maharashtra,"Vasantrao Naik Marathwada Krishi Vidyapeeth, Parbhani",1985,B++,,No,3.12,897,39,102.8,B.Sc Agriculture; B.Tech Agricultural Engineering,Yes,www.governmentagriculturalinstit.edu.in,Active
COL1598,"Karmaveer Bhaurao Patil Mahavidyalaya, Ulhasnagar","Arts, Science & Commerce",Autonomous,Thane,Ulhasnagar,Maharashtra,University of Mumbai,1968,A+,,Yes,3.64,2606,210,10.4,BSc; MSc,Yes,www.karmaveerbhauraopatilmahavid.edu.in,Active
COL1599,"Government College of Commerce, Umred",Commerce,Private,Nagpur,Umred,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1979,A,,No,3.43,2888,182,3.7,BCom (Banking & Insurance); BCom; MCom; BCom (Accounting & Finance),Yes,www.governmentcollegeofcommerceu.edu.in,Active
COL1600,"Vasantrao Naik Institute of Medical Sciences, Dahanu",Medical,Autonomous,Palghar,Dahanu,Maharashtra,University of Mumbai,2005,A+,,Yes,3.7,1583,78,100.3,MS; MD; MBBS,Yes,www.vasantraonaikinstituteofmedi.edu.in,Temporarily Closed
COL1601,"Government College of Pharmacy, Bhandara",Pharmacy,Deemed,Bhandara,Bhandara,Maharashtra,Government College of Pharmacy (Deemed to be University),2007,A,,Yes,3.36,1128,90,6.7,D.Pharm; M.Pharm,No,www.governmentcollegeofpharmacyb.ac.in,Active
COL1602,"Loknete Gopinathji Munde School of Architecture, Tuljapur",Architecture,Private,Dharashiv,Tuljapur,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2011,B,,No,2.64,489,24,11.6,M.Arch; B.Arch,No,www.loknetegopinathjimundeschool.edu.in,Active
COL1603,"Swami Vivekanand College of Science, Amravati",Science,Private,Amravati,Amravati,Maharashtra,Sant Gadge Baba Amravati University,2008,A,,No,3.32,2297,142,17.4,BSc Computer Science; BSc Chemistry,No,www.swamivivekanandcollegeofscie.edu.in,Active
COL1604,"Chhatrapati Sambhaji Arts, Science and Commerce College, Chakan","Arts, Science & Commerce",Private,Pune,Chakan,Maharashtra,Savitribai Phule Pune University,1984,A,,Yes,3.38,754,53,16.4,MA; BSc; MCom; BCom; BA,No,www.chhatrapatisambhajiartsscien.org.in,Active
COL1605,"Government School of Architecture, Pimpri-Chinchwad",Architecture,Government,Pune,Pimpri-Chinchwad,Maharashtra,Savitribai Phule Pune University,1932,B++,,No,3.16,207,13,12.1,B.Arch; M.Arch,No,www.governmentschoolofarchitectu.edu.in,Active
COL1606,"Shahu Maharaj Arts, Science and Commerce College, Islampur","Arts, Science & Commerce",Autonomous,Sangli,Islampur,Maharashtra,"Shivaji University, Kolhapur",1957,A+,,Yes,3.61,1765,126,38.5,BA; BSc; BCom,Yes,www.shahumaharajartsscienceandco.edu.in,Active
COL1607,"New Model B.Ed. College, Vita",Education (B.Ed/D.Ed),Deemed,Sangli,Vita,Maharashtra,New Model B.Ed. College (Deemed to be University),1974,A,168,Yes,3.36,194,9,8.8,D.Ed; B.Ed,No,www.newmodelbedcollegevita.ac.in,Active
COL1608,"Rayat Shikshan Sanstha's Balasaheb Desai Medical College and Hospital, Hinganghat",Medical,Autonomous,Wardha,Hinganghat,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1975,A,,Yes,3.36,1493,64,105.1,MS; MBBS; MD,Yes,www.rayatshikshansansthasbalasah.ac.in,Active
COL1609,"Jain Education Society's Padmashri Vikhe Patil School of Architecture, Manmad",Architecture,Private,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2017,A+,,No,3.68,273,17,4.6,M.Arch; B.Arch,Yes,www.jaineducationsocietyspadmash.edu.in,Active
COL1610,"New Model Institute of Pharmaceutical Sciences, Balapur",Pharmacy,Private,Akola,Balapur,Maharashtra,Sant Gadge Baba Amravati University,1997,B,,No,2.62,459,20,17.6,D.Pharm; M.Pharm; B.Pharm,No,www.newmodelinstituteofpharmaceu.ac.in,Active
COL1611,"Progressive Education Society's Kisan Veer College of Education, Rajura",Education (B.Ed/D.Ed),Private,Chandrapur,Rajura,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1998,B,,No,2.59,173,12,5.6,D.Ed; M.Ed; B.Ed,Yes,www.progressiveeducationsocietys.ac.in,Active
COL1612,"MIT Art Design and Technology Group's Shri Sant Savata Mali Mahavidyalaya, Thane","Arts, Science & Commerce",Private,Thane,Thane,Maharashtra,University of Mumbai,1988,A+,,No,3.58,2386,160,44.5,BSc; BA; MA,No,www.mitartdesignandtechnologygro.org.in,Active
COL1613,Sangli Polytechnic,Polytechnic,Autonomous,Sangli,Sangli,Maharashtra,"Shivaji University, Kolhapur",1981,C,,Yes,2.22,879,46,12.3,Diploma in Mechanical Engineering; Diploma in Computer Engineering; Diploma in Civil Engineering; Diploma in Electrical Engineering,Yes,www.sanglipolytechnic.org.in,Active
COL1614,"Loknete Gopinathji Munde Institute of Pharmaceutical Sciences, Gadhinglaj",Pharmacy,Autonomous,Kolhapur,Gadhinglaj,Maharashtra,"Shivaji University, Kolhapur",1986,A+,,Yes,3.61,613,48,9.4,B.Pharm; M.Pharm; D.Pharm,Yes,www.loknetegopinathjimundeinstit.ac.in,Under NAAC Reassessment
COL1615,"Kisan Veer Institute of Management Studies, Mahad",Management (MBA/BBA),Private,Raigad,Mahad,Maharashtra,University of Mumbai,1999,C,,No,2.44,173,8,13.6,MMS; PGDM,No,www.kisanveerinstituteofmanageme.ac.in,Under NAAC Reassessment
COL1616,"Karmaveer Bhaurao Patil College of Engineering, Ulhasnagar",Engineering,Private,Thane,Ulhasnagar,Maharashtra,Dr. Babasaheb Ambedkar Technological University,2013,A,,No,3.39,3417,173,34.3,BE Electrical Engineering; BE Electronics & Telecommunication; BE Computer Engineering,Yes,www.karmaveerbhauraopatilcollege.edu.in,Active
COL1617,"Government Mahavidyalaya, Pimpri-Chinchwad","Arts, Science & Commerce",Private,Pune,Pimpri-Chinchwad,Maharashtra,Savitribai Phule Pune University,1980,B++,,No,3.04,3411,211,42.6,BCom; MA; MCom; MSc,Yes,www.governmentmahavidyalayapimpr.ac.in,Active
COL1618,"Mahatma Gandhi School of Business Management, Kamptee",Management (MBA/BBA),Private,Nagpur,Kamptee,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2007,A,,No,3.29,602,36,2.3,BBA; MMS,No,www.mahatmagandhischoolofbusines.ac.in,Active
COL1619,"Padmashri Vikhe Patil College of Pharmacy, Andheri",Pharmacy,Government,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,1930,A,,No,3.27,497,30,14.2,B.Pharm; M.Pharm,Yes,www.padmashrivikhepatilcollegeof.ac.in,Active
COL1620,Government College of Engineering Karad,Engineering,Government,Satara,Karad,Maharashtra,"Shivaji University, Kolhapur",1953,A+,180,No,3.6,4299,216,27.8,BE Electrical Engineering; BE Electronics & Telecommunication,No,www.governmentcollegeofengineeri.org.in,Active
COL1621,"Bharatiya Vidya Bhavan's Sant Gadge Baba Arts, Science and Commerce College, Chakan","Arts, Science & Commerce",Private,Pune,Chakan,Maharashtra,Savitribai Phule Pune University,1983,A+,,No,3.75,4451,188,4.8,BA; MCom; MA; MSc; BSc; BCom,No,www.bharatiyavidyabhavanssantgad.org.in,Active
COL1622,"Loknete Gopinathji Munde Mahavidyalaya, Kalamb","Arts, Science & Commerce",Private,Dharashiv,Kalamb,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1994,A,,No,3.44,4030,204,30.4,BSc; BA; BCom,Yes,www.loknetegopinathjimundemahavi.edu.in,Active
COL1623,"Terna Public Charitable Trust's Chhatrapati Shivaji Institute of Pharmaceutical Sciences, Islampur",Pharmacy,Government,Sangli,Islampur,Maharashtra,"Shivaji University, Kolhapur",1875,A++,271,No,3.81,495,33,4.2,B.Pharm; M.Pharm; D.Pharm,Yes,www.ternapubliccharitabletrustsc.org.in,Active
COL1624,"Vidya Pratishthan's Krantiveer Vasudeo Balwant Phadke College of Nursing, Nilanga",Nursing,Private,Latur,Nilanga,Maharashtra,Swami Ramanand Teerth Marathwada University,1975,B++,,No,3.19,158,8,8.8,GNM; ANM; M.Sc Nursing,No,www.vidyapratishthanskrantiveerv.ac.in,Active
COL1625,"Government Mahavidyalaya, Kamptee","Arts, Science & Commerce",Private,Nagpur,Kamptee,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2010,B+,,No,2.91,3936,169,8.1,MA; BCom,Yes,www.governmentmahavidyalayakampt.edu.in,Active
COL1626,"New Model Arts, Science and Commerce College, Pimpri-Chinchwad","Arts, Science & Commerce",Private,Pune,Pimpri-Chinchwad,Maharashtra,Savitribai Phule Pune University,1985,B,,No,2.53,1635,91,36.6,BCom; BA; BSc; MA; MSc,Yes,www.newmodelartsscienceandcommer.ac.in,Active
COL1627,"Adarsh Shikshan Prasarak Mandal's Sane Guruji Institute of Engineering and Technology, Sangamner",Engineering,Private,Ahmednagar,Sangamner,Maharashtra,Dr. Babasaheb Ambedkar Technological University,2016,C,,No,2.16,3056,192,76.1,BE Civil Engineering; BE Electrical Engineering; BE Mechanical Engineering; ME; BE Electronics & Telecommunication; BE Computer Engineering,Yes,www.adarshshikshanprasarakmandal.ac.in,Active
COL1628,"Tukaram School of Architecture, Vile Parle",Architecture,Government,Mumbai Suburban,Vile Parle,Maharashtra,University of Mumbai,1902,A++,,No,3.97,322,15,10.8,M.Arch; B.Arch,Yes,www.tukaramschoolofarchitecturev.ac.in,Active
COL1629,"Mahatma Gandhi College of Education, Dahanu",Education (B.Ed/D.Ed),Autonomous,Palghar,Dahanu,Maharashtra,University of Mumbai,1991,B++,,Yes,3.01,305,18,7.8,D.Ed; B.Ed,No,www.mahatmagandhicollegeofeducat.ac.in,Active
COL1630,"Shankarrao Chavan Law College, Borivali",Law,Autonomous,Mumbai Suburban,Borivali,Maharashtra,University of Mumbai,1997,A,,Yes,3.27,219,11,10.3,LLB; LLM; BA LLB,No,www.shankarraochavanlawcollegebo.edu.in,Active
COL1631,"Lokmanya Tilak Mahavidyalaya, Ulhasnagar","Arts, Science & Commerce",Government,Thane,Ulhasnagar,Maharashtra,University of Mumbai,1974,B,,No,2.55,1251,53,15.8,MCom; MSc; BA; MA,No,www.lokmanyatilakmahavidyalayaul.ac.in,Active
