placement_id,college_id,student_id,branch,graduation_year,company,package_lpa,internship_company,internship_stipend,placement_status,job_role,location
PLC023294,COL1599,STU080429,MCom,2027,Kotak Mahindra Bank,4.5,Apollo Hospitals,11500,Placed,Relationship Manager,Bengaluru
PLC023295,COL0270,STU014229,MCom,2027,Deloitte,6.3,Glenmark Pharmaceuticals,16500,Placed,Management Trainee,Noida
PLC023296,COL1822,STU090815,BSc,2027,Hindustan Unilever,14.3,,,Placed,Sales Executive,Gurugram
PLC023297,COL1813,STU090313,MMS,2027,Reliance Industries,16.0,Genpact,9500,Placed,Sales Executive,Pune
PLC023298,COL0962,STU048051,BE Electrical Engineering,2027,Capgemini,8.8,Lupin,16500,Placed,Associate Software Engineer,Gurugram
PLC023299,COL1292,STU064619,MSc,2027,,,,,Not Placed,,
PLC023300,COL1107,STU055602,MSc,2027,,,Kotak Mahindra Bank,24000,Not Placed,,
PLC023301,COL1005,STU050458,MCom,2027,,,Amazon (Operations),10000,Not Placed,,
PLC023302,COL0544,STU027688,BA,2027,,,,,Not Placed,,
PLC023303,COL1754,STU087390,MCom,2027,,,Bajaj Auto,16500,Not Placed,,
PLC023304,COL1746,STU087113,BE Electrical Engineering,2027,Tech Mahindra,4.5,,,Placed,Software Trainee,Pune
PLC023305,COL0696,STU034823,BE Electronics & Telecommunication,2027,Wipro,4.5,Ruby Hall Clinic,9000,Placed,IT Analyst,Mumbai
PLC023306,COL0700,STU035054,BE Computer Engineering,2027,Bajaj Auto,8.9,Deloitte,15500,Placed,Quality Engineer,Nashik
PLC023307,COL1563,STU078734,ME,2027,,,,,Not Placed,,
PLC023308,COL1216,STU060850,BA,2027,,,,,Not Placed,,
PLC023309,COL1168,STU058778,BSc Computer Science,2027,,,Tata Memorial Hospital,9000,Not Placed,,
PLC023310,COL1286,STU064192,BCom,2027,,,,,Not Placed,,
PLC023311,COL1693,STU084523,MCom,2027,Asian Paints,11.4,,,Placed,Sales Executive,Noida
PLC023312,COL1856,STU092497,MSc,2027,TCS,7.7,Wipro,20500,Placed,Systems Engineer,Bengaluru
PLC023313,COL1865,STU093073,MSc,2027,,,TCS,24500,Not Placed,,
PLC023314,COL1028,STU051595,MSc,2027,Concentrix,5.8,Ruby Hall Clinic,14500,Placed,Process Associate,Amravati
PLC023315,COL1719,STU085802,MA,2027,HDFC Bank,4.3,Axis Bank,20500,Placed,Audit Associate,Chennai
PLC023316,COL1500,STU076199,BE Electronics & Telecommunication,2027,Amazon,29.0,PwC,29000,Placed,Data Scientist,Mumbai
PLC023317,COL1200,STU060183,BE Computer Engineering,2027,Infosys,4.7,HDFC Bank,21000,Placed,Technical Consultant,Bengaluru
PLC023318,COL0331,STU017351,BE Civil Engineering,2027,Siemens,13.9,SAP Labs,63000,Placed,Quality Engineer,Chakan
PLC023319,COL0055,STU002944,M.Pharm,2027,Kotak Mahindra Bank,8.8,,,Placed,Relationship Manager,Bengaluru
PLC023320,COL1140,STU057203,MCom,2027,,,,,Not Placed,,
PLC023321,COL0458,STU023273,ME,2027,,,Glenmark Pharmaceuticals,9000,Not Eligible,,
PLC023322,COL1378,STU069675,MA,2027,,,Cipla,14500,Not Eligible,,
PLC023323,COL0643,STU032210,BSc,2027,Axis Bank,5.6,,,Placed,Management Trainee,Noida
PLC023324,COL1407,STU071627,MCom,2027,,,,,Not Placed,,
PLC023325,COL0284,STU015050,M.Sc Nursing,2027,Ruby Hall Clinic,6.0,Siemens,13500,Placed,Medical Officer,Nagpur
PLC023326,COL0434,STU022074,MCom,2027,,,Sun Pharmaceutical,10000,Not Placed,,
PLC023327,COL1419,STU072285,MD,2027,Apollo Hospitals,3.3,Thermax,14000,Placed,Clinical Associate,Amravati
PLC023328,COL0550,STU028091,ME,2027,Intel,18.3,,,Placed,Product Analyst,Hyderabad
PLC023329,COL1523,STU077190,BCom,2027,HDFC Life,6.7,Apollo Hospitals,14000,Placed,Business Analyst,Mumbai
PLC023330,COL1081,STU053850,MSc,2027,,,Tata Motors,13000,Not Placed,,
PLC023331,COL0415,STU021038,MSc,2027,,,EY,26000,Not Eligible,,
PLC023332,COL0773,STU038663,MCom,2027,Axis Bank,4.6,,,Placed,Audit Associate,Gurugram
PLC023333,COL1160,STU058123,MCom,2027,,,,,Not Eligible,,
PLC023334,COL1481,STU074981,BCom (Banking & Insurance),2027,,,,,Not Placed,,
PLC023335,COL0652,STU032868,BCom,2027,,,,,Not Placed,,
PLC023336,COL1699,STU084753,MCom,2027,Teleperformance,3.3,,,Placed,Content Associate,Solapur
PLC023337,COL0675,STU033788,BSc,2027,Concentrix,3.2,ABB India,20000,Placed,Process Associate,Aurangabad
PLC023338,COL0555,STU028387,BSc,2027,Axis Bank,6.0,Capgemini,19000,Placed,Business Analyst,Gurugram
PLC023339,COL0498,STU025373,MA,2027,,,,,Not Eligible,,
PLC023340,COL0992,STU049475,ME,2027,,,Wipro BPO,11000,Not Eligible,,
PLC023341,COL0267,STU013941,MSc,2027,,,Amazon (Operations),11000,Not Placed,,
PLC023342,COL1445,STU073494,BCom (Banking & Insurance),2027,Axis Bank,8.2,LTIMindtree,13000,Placed,Financial Analyst,Bengaluru
PLC023343,COL1802,STU089997,MA,2027,EY,18.0,Cipla,12000,Placed,Management Trainee,Noida
PLC023344,COL1292,STU064558,BCom,2027,,,Lupin,17000,Not Placed,,
PLC023345,COL1129,STU056688,MA,2027,,,Fortis Healthcare,8500,Not Placed,,
PLC023346,COL0166,STU008733,D.Pharm,2027,Deloitte,9.9,Capgemini,22000,Placed,Business Analyst,Chennai
PLC023347,COL1160,STU058165,MCom,2027,Genpact,3.9,Tata Steel,11500,Placed,Customer Support Executive,Pune
PLC023348,COL1147,STU057532,BCom (Accounting & Finance),2027,PwC,12.9,Teleperformance,9500,Placed,Business Analyst,Mumbai
PLC023349,COL1502,STU076226,BA,2027,,,Godrej & Boyce,17500,Not Placed,,
PLC023350,COL1898,STU094790,LLM,2027,Trilegal,9.1,NVIDIA,89500,Placed,Legal Analyst,Nagpur
PLC023351,COL1660,STU082894,BE Electrical Engineering,2027,,,,,Not Placed,,
PLC023352,COL0957,STU047731,LLM,2027,,,,,Not Placed,,
PLC023353,COL0003,STU000104,D.Ed,2027,Asian Paints,6.7,,,Placed,Brand Associate,Noida
PLC023354,COL0200,STU010578,Diploma in Civil Engineering,2027,Godrej & Boyce,5.4,Glenmark Pharmaceuticals,17500,Placed,Site Engineer,Pune
PLC023355,COL0454,STU022999,BA Economics,2027,,,,,Not Placed,,
PLC023356,COL0908,STU045668,MSc,2027,,,Qualcomm,47000,Not Eligible,,
PLC023357,COL1854,STU092331,MSc,2027,,,Apollo Hospitals,10000,Not Placed,,
PLC023358,COL1007,STU050570,BSc Mathematics,2027,Amazon (Operations),5.8,Genpact,10500,Placed,Content Associate,Nagpur
PLC023359,COL1860,STU092659,MCom,2027,,,Thermax,11500,Not Placed,,
PLC023360,COL1224,STU061315,ME,2027,,,,,Not Placed,,
PLC023361,COL0672,STU033658,MSc,2027,Genpact,5.8,,,Placed,Operations Executive,Amravati
PLC023362,COL1672,STU083639,BCom (Accounting & Finance),2027,Asian Paints,5.1,,,Placed,Management Trainee,Gurugram
PLC023363,COL1502,STU076249,MA,2027,,,KPMG,22000,Not Placed,,
PLC023364,COL1079,STU053677,MSc,2027,,,,,Not Eligible,,
PLC023365,COL1362,STU068743,BA,2027,,,TCS,21000,Not Placed,,
PLC023366,COL1887,STU094060,MCom,2027,,,EY,22500,Not Placed,,
PLC023367,COL0904,STU045454,MCom,2027,Tech Mahindra,5.7,,,Placed,Associate Software Engineer,Pune
PLC023368,COL1384,STU070152,BSc,2027,Asian Paints,12.4,,,Placed,Brand Associate,Hyderabad
PLC023369,COL1685,STU084153,MA,2027,Kotak Mahindra Bank,9.5,,,Placed,Relationship Manager,Pune
PLC023370,COL0814,STU040848,MA,2027,HDFC Bank,10.8,,,Placed,Business Analyst,Pune
PLC023371,COL1169,STU058783,MSc,2027,,,Teleperformance,9500,Not Placed,,
PLC023372,COL0225,STU011936,BA Marathi,2027,Wipro BPO,4.7,,,Placed,Operations Executive,Mumbai
PLC023373,COL0615,STU030761,MCom,2027,Axis Bank,6.6,,,Placed,Business Analyst,Pune
PLC023374,COL0911,STU045821,ME,2027,Capgemini,5.7,Sun Pharmaceutical,9500,Placed,Technical Consultant,Gurugram
PLC023375,COL1738,STU086669,BSc,2027,,,,,Not Placed,,
PLC023376,COL1366,STU069135,MSc,2027,Wipro BPO,4.8,,,Placed,Customer Support Executive,Aurangabad
PLC023377,COL0071,STU003740,MSc,2027,,,Qualcomm,39500,Not Placed,,
PLC023378,COL0827,STU041435,MA,2027,,,,,Not Placed,,
PLC023379,COL0436,STU022118,PGDM,2027,,,,,Not Placed,,
PLC023380,COL1545,STU078157,MA,2027,,,,,Not Placed,,
PLC023381,COL1441,STU073343,BA,2027,,,Google,60500,Not Placed,,
PLC023382,COL1545,STU078051,BCom,2027,,,,,Not Placed,,
PLC023383,COL1223,STU061244,MA,2027,,,Tata Memorial Hospital,13000,Not Placed,,
PLC023384,COL1888,STU094145,BA,2027,,,Axis Bank,27000,Not Placed,,
PLC023385,COL0816,STU040905,D.Pharm,2027,,,,,Not Placed,,
PLC023386,COL0983,STU049012,MA,2027,PwC,17.3,HDFC Bank,30000,Placed,Financial Analyst,Chennai
PLC023387,COL0361,STU018804,ME,2027,,,Bharat Forge,10500,Not Placed,,
PLC023388,COL0500,STU025568,BE Electrical Engineering,2027,,,Max Healthcare,11500,Not Placed,,
PLC023389,COL0355,STU018505,BE Electrical Engineering,2027,,,Tech Mahindra,16500,Not Placed,,
PLC023390,COL1216,STU060868,BCom,2027,Capgemini,9.8,,,Placed,Systems Engineer,Noida
PLC023391,COL0226,STU011999,ME,2027,Google,47.5,Amazon (Operations),7000,Placed,Product Analyst,Mumbai
PLC023392,COL0034,STU001932,BE Electronics & Telecommunication,2027,Larsen & Toubro,11.8,,,Placed,Graduate Engineer Trainee,Thane
PLC023393,COL1282,STU063878,MCom,2027,PwC,10.2,,,Placed,Business Analyst,Chennai
PLC023394,COL1978,STU099067,MA,2027,ITC Limited,6.8,,,Placed,Sales Executive,Chennai
PLC023395,COL1076,STU053628,BE Civil Engineering,2027,Tata Steel,12.6,,,Placed,Design Engineer,Mumbai
PLC023396,COL0749,STU037390,BE Computer Engineering,2027,,,,,Not Placed,,
PLC023397,COL1366,STU069101,MA,2027,,,,,Not Placed,,
PLC023398,COL0431,STU021971,BE Mechanical Engineering,2027,Wipro,4.9,,,Placed,Software Trainee,Pune
PLC023399,COL1300,STU065027,MSc,2027,,,Uber,62000,Not Placed,,
PLC023400,COL1018,STU051102,ME,2027,Accenture,10.7,Intel,70500,Placed,Software Trainee,Hyderabad
PLC023401,COL1876,STU093456,MCom,2027,Genpact,6.2,Cadila Healthcare,14500,Placed,Process Associate,Mumbai
PLC023402,COL0044,STU002398,MA,2027,,,,,Not Placed,,
PLC023403,COL0240,STU012671,MSc,2027,,,,,Not Placed,,
PLC023404,COL0452,STU022862,MSc,2027,,,,,Not Eligible,,
PLC023405,COL0022,STU001260,MCom,2027,Infosys,7.2,,,Placed,Technical Consultant,Mumbai
PLC023406,COL1194,STU059863,BCom,2027,,,,,Not Placed,,
PLC023407,COL1897,STU094711,MCom,2027,HDFC Life,6.4,Cipla,11000,Placed,Business Analyst,Noida
PLC023408,COL0855,STU043131,BE Electrical Engineering,2027,TCS,5.4,EY,26000,Placed,Software Trainee,Bengaluru
PLC023409,COL0615,STU030752,BCom (Accounting & Finance),2027,HDFC Bank,7.2,,,Placed,Audit Associate,Bengaluru
PLC023410,COL1115,STU055934,BSc,2027,,,,,Not Eligible,,
PLC023411,COL0999,STU049915,MCom,2027,,,Zensar Technologies,22500,Not Placed,,
PLC023412,COL1470,STU074641,M.Ed,2027,Asian Paints,13.0,,,Placed,Management Trainee,Hyderabad
PLC023413,COL0356,STU018605,BCom,2027,,,Larsen & Toubro,17000,Not Placed,,
PLC023414,COL0868,STU043734,M.Sc Agriculture,2027,,,Uber,46500,Not Placed,,
PLC023415,COL0395,STU020275,MCom,2027,,,Amazon,56500,Not Placed,,
PLC023416,COL1346,STU067735,BE Electronics & Telecommunication,2027,Accenture,5.0,Amazon,87000,Placed,Software Trainee,Chennai
PLC023417,COL0780,STU039084,MCom,2027,Genpact,4.1,HCLTech,24000,Placed,Customer Support Executive,Kolhapur
PLC023418,COL0696,STU034889,ME,2027,Infosys,4.0,HDFC Bank,25500,Placed,Systems Engineer,Hyderabad
PLC023419,COL1084,STU054171,MCom,2027,Wipro BPO,5.4,PwC,25000,Placed,Content Associate,Aurangabad
PLC023420,COL0223,STU011858,BCom (Accounting & Finance),2027,,,,,Not Placed,,
PLC023421,COL0025,STU001320,MA,2027,,,Qualcomm,81500,Not Placed,,
PLC023422,COL1306,STU065691,MSc,2027,HCLTech,5.4,,,Placed,Associate Software Engineer,Bengaluru
PLC023423,COL0423,STU021433,BA,2027,,,,,Not Placed,,
PLC023424,COL0839,STU042114,MSc,2027,,,,,Not Placed,,
PLC023425,COL1130,STU056810,BA,2027,,,,,Not Placed,,
PLC023426,COL0518,STU026518,M.Pharm,2027,Cadila Healthcare,4.8,,,Placed,Regulatory Affairs Executive,Mumbai
PLC023427,COL1028,STU051611,BA,2027,,,,,Not Placed,,
PLC023428,COL0624,STU031325,BE Computer Engineering,2027,Walmart Global Tech,14.0,Max Healthcare,12500,Placed,Product Analyst,Bengaluru
PLC023429,COL0265,STU013772,MSc,2027,,,,,Not Eligible,,
PLC023430,COL1958,STU097794,ME,2027,Intel,22.3,Concentrix,9500,Placed,Software Development Engineer,Mumbai
PLC023431,COL1900,STU094859,BSc,2027,,,Thermax,17500,Not Placed,,
PLC023432,COL1766,STU087950,MSc,2027,,,,,Not Placed,,
PLC023433,COL1072,STU053358,M.Pharm,2027,,,Deloitte,26500,Not Placed,,
PLC023434,COL0647,STU032415,MA,2027,,,,,Not Placed,,
PLC023435,COL1695,STU084592,BA,2027,,,Concentrix,9000,Not Eligible,,
PLC023436,COL0146,STU007563,MA,2027,,,Glenmark Pharmaceuticals,10500,Not Placed,,
PLC023437,COL1018,STU051106,BE Electrical Engineering,2027,,,EY,24000,Not Placed,,
PLC023438,COL1239,STU061949,MA,2027,,,,,Not Placed,,
PLC023439,COL0535,STU027396,BA,2027,,,Amazon,57500,Not Placed,,
PLC023440,COL0835,STU041945,MSc,2027,Mphasis,4.2,,,Placed,Software Trainee,Gurugram
PLC023441,COL1862,STU092934,MA,2027,,,,,Not Placed,,
PLC023442,COL0202,STU010688,BE Mechanical Engineering,2027,Cognizant,8.5,KPMG,20500,Placed,Technical Consultant,Pune
PLC023443,COL0856,STU043208,MCom,2027,,,,,Not Placed,,
PLC023444,COL0214,STU011414,MCom,2027,,,,,Not Placed,,
PLC023445,COL0440,STU022412,MSc,2027,HDFC Bank,8.0,Kotak Mahindra Bank,24500,Placed,Financial Analyst,Hyderabad
PLC023446,COL0840,STU042291,BCom,2027,,,Larsen & Toubro,17500,Not Placed,,
PLC023447,COL1546,STU078201,MCom,2027,Teleperformance,5.2,,,Placed,Customer Support Executive,Solapur
PLC023448,COL1767,STU088017,BCom (Banking & Insurance),2027,,,,,Not Placed,,
PLC023449,COL0393,STU020213,MA,2027,Asian Paints,7.2,,,Placed,Management Trainee,Chennai
PLC023450,COL1877,STU093541,BCom (Accounting & Finance),2027,Wipro BPO,3.2,,,Placed,Content Associate,Nashik
PLC023451,COL1356,STU068380,MSc,2027,,,Zensar Technologies,21000,Not Placed,,
PLC023452,COL0356,STU018554,MA,2027,Godrej Consumer Products,8.7,,,Placed,Sales Executive,Pune
PLC023453,COL0426,STU021749,MA,2027,,,ICICI Bank,19500,Not Placed,,
PLC023454,COL1303,STU065309,MA,2027,,,,,Not Placed,,
PLC023455,COL1664,STU083135,BE Mechanical Engineering,2027,Larsen & Toubro,4.3,Godrej & Boyce,15000,Placed,Quality Engineer,Chakan
PLC023456,COL0423,STU021530,MSc,2027,,,HDFC Life,22500,Not Placed,,
PLC023457,COL0180,STU009444,MA,2027,,,,,Not Placed,,
PLC023458,COL0820,STU041217,BA,2027,,,Glenmark Pharmaceuticals,14000,Not Placed,,
PLC023459,COL1204,STU060417,BSc,2027,,,Adobe,72000,Not Placed,,
PLC023460,COL0712,STU035612,BA,2027,,,KPMG,23500,Not Placed,,
PLC023461,COL0250,STU012982,MSc,2027,Cognizant,6.4,,,Placed,IT Analyst,Hyderabad
PLC023462,COL0076,STU004002,MSc,2027,,,Lupin,10000,Not Placed,,
PLC023463,COL0546,STU027861,BCom (Banking & Insurance),2027,Wipro BPO,3.9,Concentrix,9000,Placed,Process Associate,Nagpur
PLC023464,COL1832,STU091274,BA,2027,,,HDFC Bank,15000,Not Placed,,
PLC023465,COL0156,STU008249,BCom,2027,Tech Mahindra,5.9,,,Placed,Systems Engineer,Mumbai
PLC023466,COL1206,STU060564,MSc,2027,Accenture,9.9,,,Placed,Technical Consultant,Gurugram
PLC023467,COL0081,STU004255,MCom,2027,Persistent Systems,12.3,,,Placed,Systems Engineer,Mumbai
PLC023468,COL0814,STU040767,MSc,2027,Amazon (Operations),3.9,Godrej & Boyce,12500,Placed,Operations Executive,Amravati
PLC023469,COL0188,STU009866,MA,2027,,,,,Not Placed,,
PLC023470,COL1257,STU062749,MSc,2027,,,,,Not Placed,,
PLC023471,COL0612,STU030682,MBA,2027,,,Thermax,11000,Not Placed,,
PLC023472,COL0285,STU015126,MA,2027,,,Uber,68500,Not Placed,,
PLC023473,COL0796,STU039854,MSc,2027,,,,,Not Placed,,
PLC023474,COL1620,STU081087,BE Computer Engineering,2027,,,Teleperformance,9500,Not Eligible,,
PLC023475,COL1211,STU060687,BA,2027,,,,,Not Placed,,
PLC023476,COL0100,STU005262,BE Electronics & Telecommunication,2027,,,Kotak Mahindra Bank,24500,Not Eligible,,
PLC023477,COL1103,STU055436,MA,2027,Concentrix,4.6,,,Placed,Customer Support Executive,Pune
PLC023478,COL0511,STU026162,BSc Computer Science,2027,,,,,Not Placed,,
PLC023479,COL0498,STU025384,MA,2027,,,,,Not Placed,,
PLC023480,COL1608,STU080688,MS,2027,Ruby Hall Clinic,5.0,,,Placed,Medical Officer,Solapur
PLC023481,COL1188,STU059641,MA,2027,Amazon (Operations),6.3,,,Placed,Process Associate,Nagpur
PLC023482,COL0895,STU045143,ME,2027,,,,,Not Eligible,,
PLC023483,COL2000,STU099968,BSc Computer Science,2027,,,,,Not Eligible,,
PLC023484,COL1836,STU091541,BA,2027,Teleperformance,4.2,Salesforce,66500,Placed,Content Associate,Amravati
PLC023485,COL1546,STU078192,MSc,2027,,,,,Not Placed,,
PLC023486,COL1240,STU062108,MA,2027,ITC Limited,11.5,,,Placed,Brand Associate,Gurugram
PLC023487,COL1266,STU063117,BE Electronics & Telecommunication,2027,Mphasis,9.6,LTIMindtree,23000,Placed,IT Analyst,Chennai
PLC023488,COL0744,STU037166,MSc,2027,Godrej Consumer Products,12.6,Amazon,86000,Placed,Sales Executive,Chennai
PLC023489,COL1483,STU075172,MA,2027,PwC,5.7,HDFC Bank,21500,Placed,Financial Analyst,Chennai
PLC023490,COL0191,STU010024,BE Mechanical Engineering,2027,,,,,Not Eligible,,
PLC023491,COL1573,STU079076,D.Ed,2027,,,,,Not Placed,,
PLC023492,COL1382,STU069983,MCom,2027,,,,,Not Placed,,
PLC023493,COL0560,STU028589,MA,2027,,,Cummins India,18000,Not Placed,,
PLC023494,COL1930,STU096570,MA,2027,Byju's,3.9,,,Placed,Operations Executive,Kolhapur
PLC023495,COL1856,STU092455,MCom,2027,Byju's,5.1,,,Placed,Process Associate,Aurangabad
PLC023496,COL1164,STU058514,MCom,2027,,,Zensar Technologies,21500,Not Placed,,
PLC023497,COL0744,STU037196,MCom,2027,Persistent Systems,8.4,Mphasis,21000,Placed,Technical Consultant,Pune
PLC023498,COL0241,STU012740,BSc Chemistry,2027,,,,,Not Placed,,
PLC023499,COL0101,STU005284,MA,2027,Hindustan Unilever,16.6,,,Placed,Management Trainee,Bengaluru
PLC023500,COL0438,STU022213,BE Electrical Engineering,2027,Adobe,16.9,Sun Pharmaceutical,11500,Placed,Product Analyst,Pune
PLC023501,COL0666,STU033418,MCom,2027,,,,,Not Placed,,
PLC023502,COL1378,STU069737,BA,2027,KPMG,16.6,Cadila Healthcare,18000,Placed,Business Analyst,Noida
PLC023503,COL1982,STU099243,BE Electrical Engineering,2027,Godrej & Boyce,4.5,LTIMindtree,15500,Placed,Site Engineer,Aurangabad
PLC023504,COL0581,STU029158,MMS,2027,,,,,Not Eligible,,
PLC023505,COL0837,STU041990,BSc Physics,2027,,,Mphasis,13500,Not Placed,,
PLC023506,COL0277,STU014591,BE Computer Engineering,2027,Amazon,30.6,HDFC Life,15500,Placed,Cloud Engineer,Mumbai
PLC023507,COL0267,STU013913,MA,2027,Cognizant,4.5,LTIMindtree,17000,Placed,Technical Consultant,Bengaluru
PLC023508,COL1821,STU090773,ME,2027,Adobe,23.6,Walmart Global Tech,45000,Placed,Software Development Engineer,Pune
PLC023509,COL1504,STU076457,BE Electrical Engineering,2027,,,Ruby Hall Clinic,9500,Not Placed,,
PLC023510,COL1455,STU073959,MSc,2027,,,,,Not Eligible,,
PLC023511,COL0414,STU020952,BSc,2027,,,Tata Steel,13000,Not Placed,,
PLC023512,COL1599,STU080435,BCom (Accounting & Finance),2027,,,Cipla,12000,Not Placed,,
PLC023513,COL1647,STU082299,MCom,2027,,,Tata Memorial Hospital,11000,Not Placed,,
PLC023514,COL0847,STU042656,MCom,2027,,,EY,26000,Not Placed,,
PLC023515,COL0497,STU025245,ME,2027,Uber,27.5,Siemens,13000,Placed,Software Development Engineer,Pune
PLC023516,COL1521,STU077094,LLM,2027,,,Dr. Reddy's Laboratories,8500,Not Placed,,
PLC023517,COL1453,STU073867,ME,2027,,,Max Healthcare,9000,Not Placed,,
PLC023518,COL0022,STU001273,MA,2027,,,Apollo Hospitals,9500,Not Placed,,
PLC023519,COL0075,STU003932,MCom,2027,,,,,Not Placed,,
PLC023520,COL0626,STU031464,LLB,2027,,,,,Not Placed,,
PLC023521,COL0832,STU041680,MCom,2027,,,,,Not Placed,,
PLC023522,COL1910,STU095633,BA,2027,,,KPMG,25500,Not Placed,,
PLC023523,COL0762,STU038147,MCom,2027,,,,,Not Eligible,,
PLC023524,COL0281,STU014962,MCom,2027,Asian Paints,7.2,Google,38500,Placed,Management Trainee,Gurugram
PLC023525,COL0685,STU034197,ME,2027,Qualcomm,16.8,,,Placed,Product Analyst,Chennai
PLC023526,COL1267,STU063162,BCom (Accounting & Finance),2027,,,Kotak Mahindra Bank,24000,Not Placed,,
PLC023527,COL1279,STU063770,M.Pharm,2027,Max Healthcare,5.2,Siemens,13500,Placed,Resident Doctor,Pune
PLC023528,COL1728,STU086205,ME,2027,Adobe,38.6,,,Placed,Product Analyst,Mumbai
PLC023529,COL1513,STU076816,MSc,2027,,,HCLTech,16000,Not Eligible,,
PLC023530,COL0885,STU044497,BA History,2027,ITC Limited,13.3,Deloitte,29500,Placed,Sales Executive,Pune
PLC023531,COL1579,STU079595,MCom,2027,,,,,Not Eligible,,
PLC023532,COL0712,STU035614,MSc,2027,,,,,Not Placed,,
PLC023533,COL1519,STU077059,ANM,2027,,,,,Not Eligible,,
PLC023534,COL1653,STU082556,BSc Computer Science,2027,,,,,Not Placed,,
PLC023535,COL0391,STU020106,MD,2027,Ruby Hall Clinic,4.3,,,Placed,Medical Officer,Solapur
PLC023536,COL0759,STU037905,BCom (Accounting & Finance),2027,ITC Limited,5.3,Bajaj Auto,16500,Placed,Supply Chain Analyst,Hyderabad
PLC023537,COL1304,STU065380,MA,2027,ICICI Bank,4.2,Amazon (Operations),6000,Placed,Relationship Manager,Chennai
PLC023538,COL0414,STU020959,BA,2027,Mphasis,6.3,HCLTech,15500,Placed,Systems Engineer,Chennai
PLC023539,COL0426,STU021710,MCom,2027,KPMG,14.4,Amazon (Operations),8500,Placed,Financial Analyst,Gurugram
PLC023540,COL0684,STU034079,MA,2027,,,Cummins India,15000,Not Placed,,
PLC023541,COL0342,STU017682,BA LLB,2027,Cyril Amarchand Mangaldas,10.4,,,Placed,Legal Analyst,Aurangabad
PLC023542,COL1348,STU067896,MSc,2027,TCS,7.0,Fortis Healthcare,13500,Placed,Associate Software Engineer,Bengaluru
PLC023543,COL1785,STU089143,ME,2027,,,PwC,27500,Not Placed,,
PLC023544,COL0757,STU037742,MCom,2027,Asian Paints,12.4,,,Placed,Sales Executive,Mumbai
PLC023545,COL1783,STU089046,MCom,2027,,,Fortis Healthcare,8000,Not Placed,,
PLC023546,COL1833,STU091324,BSc Physics,2027,,,,,Not Eligible,,
PLC023547,COL0457,STU023121,MA,2027,Axis Bank,7.5,,,Placed,Audit Associate,Chennai
PLC023548,COL0290,STU015436,MA,2027,Hindustan Unilever,7.6,,,Placed,Sales Executive,Hyderabad
PLC023549,COL1622,STU081303,MA,2027,,,Glenmark Pharmaceuticals,15000,Not Placed,,
PLC023550,COL0659,STU033014,ME,2027,Wipro,5.8,,,Placed,Systems Engineer,Mumbai
PLC023551,COL0891,STU044978,BSc Chemistry,2027,,,,,Not Eligible,,
PLC023552,COL0495,STU025164,ME,2027,,,Genpact,7500,Not Placed,,
PLC023553,COL1883,STU093742,BCom,2027,,,,,Not Placed,,
PLC023554,COL0101,STU005318,MA,2027,TCS,3.7,,,Placed,Systems Engineer,Bengaluru
PLC023555,COL1663,STU083041,PGDM,2027,EY,13.6,Oracle,79500,Placed,Relationship Manager,Gurugram
PLC023556,COL1366,STU069079,MCom,2027,,,,,Not Placed,,
PLC023557,COL1246,STU062263,D.Pharm,2027,,,,,Not Placed,,
PLC023558,COL0151,STU008084,MA,2027,,,Byju's,7500,Not Placed,,
PLC023559,COL0265,STU013782,BA,2027,,,Apollo Hospitals,13000,Not Placed,,
PLC023560,COL1892,STU094315,BE Electronics & Telecommunication,2027,Persistent Systems,6.7,Mphasis,23000,Placed,IT Analyst,Mumbai
PLC023561,COL1335,STU067224,Diploma in Electrical Engineering,2027,Salesforce,13.8,Mahindra & Mahindra,11000,Placed,Cloud Engineer,Mumbai
PLC023562,COL1538,STU077723,MS,2027,Ruby Hall Clinic,6.7,,,Placed,Clinical Associate,Solapur
PLC023563,COL0378,STU019622,BE Electronics & Telecommunication,2027,ABB India,9.4,Sun Pharmaceutical,12000,Placed,Graduate Engineer Trainee,Thane
PLC023564,COL0583,STU029260,MSc,2027,Reliance Industries,7.5,Wipro,20500,Placed,Sales Executive,Chennai
PLC023565,COL0266,STU013865,BE Civil Engineering,2027,,,Byju's,9500,Not Placed,,
PLC023566,COL1993,STU099710,MSc,2027,,,,,Not Placed,,
PLC023567,COL1634,STU081754,BE Electrical Engineering,2027,,,EY,27500,Not Eligible,,
PLC023568,COL1001,STU050094,MSc,2027,ICICI Bank,8.7,,,Placed,Relationship Manager,Hyderabad
PLC023569,COL0776,STU038835,M.Sc Agriculture,2027,,,LTIMindtree,21000,Not Placed,,
PLC023570,COL0042,STU002337,MBA,2027,,,Bharat Forge,17000,Not Placed,,
PLC023571,COL0671,STU033566,BCom,2027,Wipro BPO,4.7,Kotak Mahindra Bank,28500,Placed,Operations Executive,Solapur
PLC023572,COL1288,STU064292,BCom,2027,,,,,Not Placed,,
PLC023573,COL1380,STU069890,BCom (Banking & Insurance),2027,Concentrix,4.9,,,Placed,Operations Executive,Nashik
PLC023574,COL0482,STU024555,BBA,2027,KPMG,5.8,Accenture,18000,Placed,Business Analyst,Noida
PLC023575,COL0761,STU038040,BE Civil Engineering,2027,Wipro,6.2,SAP Labs,50500,Placed,IT Analyst,Gurugram
