complaint_id,college_id,category,priority,status,days_to_resolve,reported_date,resolved_date
CMP04027,COL1154,Scholarship,Low,Resolved,9,2026-05-24,2026-06-02
CMP04028,COL1069,Exam,Low,Pending,,2021-06-11,
CMP04029,COL0635,Infrastructure,High,Resolved,17,2021-02-25,2021-03-14
CMP04030,COL0396,Hostel,Low,Resolved,3,2022-10-29,2022-11-01
CMP04031,COL0102,Scholarship,Low,Resolved,73,2025-05-29,2025-08-10
CMP04032,COL0641,Internet,High,Resolved,3,2023-02-26,2023-03-01
CMP04033,COL0380,Scholarship,High,Resolved,11,2023-12-16,2023-12-27
CMP04034,COL1780,Hostel,High,Resolved,8,2021-04-30,2021-05-08
CMP04035,COL0807,Exam,Medium,Resolved,2,2024-05-31,2024-06-02
CMP04036,COL0093,Internet,Medium,Resolved,2,2025-11-12,2025-11-14
CMP04037,COL1435,Hostel,Medium,Resolved,3,2024-04-14,2024-04-17
CMP04038,COL1774,Library,Low,Resolved,5,2024-02-17,2024-02-22
CMP04039,COL1640,Library,Medium,In Progress,,2022-11-14,
CMP04040,COL1188,Infrastructure,Medium,Pending,,2022-12-10,
CMP04041,COL0385,Hostel,Medium,Resolved,15,2024-10-17,2024-11-01
CMP04042,COL1982,Transport,Low,In Progress,,2023-03-24,
CMP04043,COL1664,Internet,Low,Resolved,7,2021-11-07,2021-11-14
CMP04044,COL0117,Exam,Low,Pending,,2026-07-13,
CMP04045,COL1877,Faculty,High,Resolved,13,2025-01-16,2025-01-29
CMP04046,COL0055,Faculty,Low,In Progress,,2021-06-30,
CMP04047,COL0486,Faculty,Medium,Resolved,17,2024-11-02,2024-11-19
CMP04048,COL1841,Internet,Medium,Resolved,6,2026-05-17,2026-05-23
CMP04049,COL0287,Transport,High,Resolved,8,2024-10-08,2024-10-16
CMP04050,COL1963,Exam,High,In Progress,,2025-09-21,
CMP04051,COL0311,Library,Low,Resolved,11,2023-05-24,2023-06-04
CMP04052,COL0520,Transport,Low,Resolved,18,2025-02-21,2025-03-11
CMP04053,COL1035,Internet,Medium,Resolved,5,2022-05-02,2022-05-07
CMP04054,COL1363,Internet,Medium,Resolved,7,2022-12-23,2022-12-30
CMP04055,COL1966,Hostel,Medium,Resolved,13,2023-09-02,2023-09-15
CMP04056,COL1734,Scholarship,High,In Progress,,2022-05-02,
CMP04057,COL1125,Faculty,Medium,Resolved,23,2026-02-23,2026-03-18
CMP04058,COL0056,Scholarship,High,In Progress,,2023-11-22,
CMP04059,COL0783,Exam,Low,Resolved,9,2024-06-13,2024-06-22
CMP04060,COL1625,Exam,High,Resolved,3,2021-11-03,2021-11-06
CMP04061,COL1162,Infrastructure,Low,Resolved,18,2023-03-03,2023-03-21
CMP04062,COL1477,Infrastructure,Medium,Resolved,15,2025-06-26,2025-07-11
CMP04063,COL0706,Transport,Medium,Resolved,14,2024-02-19,2024-03-04
CMP04064,COL1167,Faculty,Medium,Resolved,24,2024-04-26,2024-05-20
CMP04065,COL1303,Transport,Low,Pending,,2024-01-08,
CMP04066,COL0195,Scholarship,Medium,Resolved,7,2023-11-14,2023-11-21
CMP04067,COL1496,Internet,Low,Resolved,7,2021-02-10,2021-02-17
CMP04068,COL0355,Infrastructure,Medium,Resolved,18,2021-09-13,2021-10-01
CMP04069,COL0838,Exam,Low,Pending,,2021-07-27,
CMP04070,COL1213,Exam,High,Resolved,6,2025-02-24,2025-03-02
CMP04071,COL1983,Internet,Low,Pending,,2024-12-09,
CMP04072,COL0908,Scholarship,Low,In Progress,,2026-06-16,
CMP04073,COL1050,Exam,Medium,Resolved,9,2022-12-30,2023-01-08
CMP04074,COL0057,Exam,Medium,Pending,,2022-07-19,
CMP04075,COL0222,Exam,High,Resolved,4,2023-04-04,2023-04-08
CMP04076,COL0955,Transport,High,Resolved,8,2024-07-03,2024-07-11
CMP04077,COL0470,Internet,Low,Pending,,2021-10-26,
CMP04078,COL0953,Infrastructure,High,Resolved,22,2023-01-19,2023-02-10
CMP04079,COL0763,Faculty,High,Resolved,15,2021-12-13,2021-12-28
CMP04080,COL0369,Hostel,High,Resolved,10,2023-08-01,2023-08-11
CMP04081,COL1033,Internet,Low,Resolved,9,2024-01-23,2024-02-01
CMP04082,COL1583,Internet,Medium,Escalated,,2021-02-25,
CMP04083,COL0403,Scholarship,High,Resolved,8,2022-07-26,2022-08-03
CMP04084,COL1170,Faculty,Medium,Resolved,3,2026-01-12,2026-01-15
CMP04085,COL0099,Hostel,High,Resolved,9,2021-02-05,2021-02-14
CMP04086,COL0411,Transport,High,Pending,,2023-04-30,
CMP04087,COL1407,Infrastructure,Low,Resolved,47,2025-03-08,2025-04-24
CMP04088,COL0643,Internet,Low,In Progress,,2023-04-13,
CMP04089,COL1754,Exam,Medium,Resolved,4,2024-12-31,2025-01-04
CMP04090,COL0330,Faculty,High,Resolved,3,2023-11-05,2023-11-08
CMP04091,COL0015,Scholarship,Medium,Resolved,12,2025-03-27,2025-04-08
CMP04092,COL0497,Hostel,Medium,Resolved,13,2024-05-28,2024-06-10
CMP04093,COL1910,Library,Low,Resolved,10,2022-06-08,2022-06-18
CMP04094,COL0691,Scholarship,Medium,In Progress,,2025-07-22,
CMP04095,COL1996,Library,Medium,Resolved,7,2024-05-03,2024-05-10
CMP04096,COL1326,Transport,Low,Pending,,2026-03-03,
CMP04097,COL1499,Internet,Medium,Pending,,2022-03-07,
CMP04098,COL0942,Scholarship,High,Pending,,2023-06-06,
CMP04099,COL1859,Transport,Medium,Resolved,6,2022-10-15,2022-10-21
CMP04100,COL0636,Library,Medium,Resolved,4,2022-03-10,2022-03-14
CMP04101,COL0731,Exam,High,Resolved,1,2022-12-14,2022-12-15
CMP04102,COL0328,Scholarship,High,Resolved,24,2023-12-11,2024-01-04
CMP04103,COL1321,Exam,High,Resolved,5,2024-01-22,2024-01-27
CMP04104,COL0990,Internet,Medium,Resolved,6,2023-11-01,2023-11-07
CMP04105,COL0035,Library,High,Resolved,1,2022-10-01,2022-10-02
CMP04106,COL0252,Infrastructure,Medium,Resolved,45,2021-10-08,2021-11-22
CMP04107,COL1296,Internet,Medium,Resolved,2,2025-03-16,2025-03-18
CMP04108,COL0773,Scholarship,Medium,Resolved,14,2023-04-27,2023-05-11
CMP04109,COL1938,Library,High,Resolved,1,2025-10-07,2025-10-08
CMP04110,COL0146,Internet,Low,Resolved,7,2025-10-29,2025-11-05
CMP04111,COL1783,Internet,Medium,Resolved,6,2022-03-31,2022-04-06
CMP04112,COL1375,Faculty,Low,Resolved,9,2023-10-23,2023-11-01
CMP04113,COL0011,Internet,Low,Escalated,,2023-09-11,
CMP04114,COL1832,Faculty,Medium,Resolved,14,2021-10-13,2021-10-27
CMP04115,COL1898,Library,Low,In Progress,,2025-09-23,
CMP04116,COL1922,Transport,Low,Resolved,11,2022-12-29,2023-01-09
CMP04117,COL1111,Exam,High,Resolved,8,2021-10-01,2021-10-09
CMP04118,COL0029,Faculty,Medium,In Progress,,2026-07-13,
CMP04119,COL0929,Library,Medium,Resolved,10,2026-05-19,2026-05-29
CMP04120,COL1711,Hostel,Medium,Resolved,18,2026-02-21,2026-03-11
CMP04121,COL0051,Exam,High,Resolved,7,2022-01-28,2022-02-04
CMP04122,COL0121,Hostel,High,Resolved,8,2024-10-18,2024-10-26
CMP04123,COL0466,Scholarship,Medium,Resolved,45,2023-10-07,2023-11-21
CMP04124,COL0604,Infrastructure,Medium,Resolved,41,2021-01-04,2021-02-14
CMP04125,COL0123,Infrastructure,Medium,Pending,,2026-05-23,
CMP04126,COL1973,Exam,High,Pending,,2023-12-31,
CMP04127,COL0552,Scholarship,High,Resolved,26,2021-09-10,2021-10-06
CMP04128,COL1811,Faculty,Medium,Resolved,18,2025-03-06,2025-03-24
CMP04129,COL0146,Library,Medium,Resolved,10,2023-12-07,2023-12-17
CMP04130,COL1075,Transport,Low,Resolved,8,2026-06-22,2026-06-30
CMP04131,COL1816,Exam,Low,Resolved,10,2025-11-25,2025-12-05
CMP04132,COL1356,Transport,Medium,Resolved,10,2022-12-11,2022-12-21
CMP04133,COL1890,Transport,Medium,In Progress,,2026-07-20,
CMP04134,COL1805,Exam,High,Resolved,1,2026-03-30,2026-03-31
CMP04135,COL1884,Library,Medium,Resolved,1,2022-05-04,2022-05-05
CMP04136,COL0669,Internet,High,Resolved,2,2021-12-21,2021-12-23
CMP04137,COL1908,Library,Low,Pending,,2023-12-11,
CMP04138,COL0617,Scholarship,Medium,Resolved,19,2024-07-10,2024-07-29
CMP04139,COL1166,Transport,Medium,Resolved,5,2024-04-19,2024-04-24
CMP04140,COL1060,Infrastructure,Low,Resolved,40,2023-04-13,2023-05-23
CMP04141,COL0213,Internet,Low,In Progress,,2025-07-16,
CMP04142,COL1726,Faculty,High,Resolved,17,2025-09-08,2025-09-25
CMP04143,COL0176,Exam,Medium,Escalated,,2022-12-15,
CMP04144,COL0528,Library,Medium,Resolved,9,2024-10-18,2024-10-27
CMP04145,COL0723,Exam,High,Resolved,8,2024-04-18,2024-04-26
CMP04146,COL0324,Infrastructure,Low,Resolved,11,2024-10-30,2024-11-10
CMP04147,COL0071,Transport,Low,Resolved,12,2023-04-16,2023-04-28
CMP04148,COL0362,Library,Medium,Resolved,3,2023-06-20,2023-06-23
CMP04149,COL1744,Library,Medium,Resolved,6,2021-05-09,2021-05-15
CMP04150,COL0866,Library,High,Escalated,,2024-06-08,
CMP04151,COL1595,Faculty,Low,Resolved,37,2025-03-16,2025-04-22
CMP04152,COL0270,Library,Low,Resolved,4,2023-11-19,2023-11-23
CMP04153,COL1267,Library,Medium,Resolved,5,2024-03-18,2024-03-23
CMP04154,COL0814,Scholarship,Medium,Resolved,59,2023-07-16,2023-09-13
CMP04155,COL1913,Internet,Low,In Progress,,2026-01-13,
CMP04156,COL0751,Scholarship,Medium,Resolved,27,2022-03-10,2022-04-06
CMP04157,COL1755,Exam,High,Resolved,6,2023-04-02,2023-04-08
CMP04158,COL1059,Library,Medium,Resolved,1,2022-09-18,2022-09-19
CMP04159,COL0626,Transport,Medium,Resolved,1,2022-11-17,2022-11-18
CMP04160,COL1871,Hostel,High,Resolved,8,2024-03-13,2024-03-21
CMP04161,COL0338,Library,Medium,Resolved,2,2026-07-22,2026-07-24
CMP04162,COL0139,Exam,Low,Escalated,,2022-04-15,
CMP04163,COL0539,Faculty,Low,In Progress,,2026-07-15,
CMP04164,COL1003,Transport,High,Resolved,2,2025-05-17,2025-05-19
CMP04165,COL1703,Internet,High,Pending,,2021-08-26,
CMP04166,COL0966,Library,Medium,Pending,,2021-11-18,
CMP04167,COL0664,Transport,Medium,Resolved,5,2023-08-17,2023-08-22
CMP04168,COL1392,Faculty,Low,Resolved,19,2021-03-29,2021-04-17
CMP04169,COL0971,Faculty,Low,Resolved,25,2024-03-30,2024-04-24
CMP04170,COL1647,Transport,Medium,Resolved,11,2024-02-10,2024-02-21
CMP04171,COL1099,Exam,High,Resolved,7,2023-02-08,2023-02-15
CMP04172,COL0906,Internet,Low,Resolved,8,2022-09-12,2022-09-20
CMP04173,COL0280,Internet,Medium,Resolved,7,2025-03-25,2025-04-01
CMP04174,COL1220,Hostel,Low,Resolved,9,2021-08-20,2021-08-29
CMP04175,COL1496,Scholarship,High,Resolved,15,2021-11-28,2021-12-13
CMP04176,COL0365,Infrastructure,High,Resolved,15,2021-06-17,2021-07-02
CMP04177,COL0333,Transport,Low,Resolved,12,2024-03-31,2024-04-12
CMP04178,COL0438,Internet,Low,In Progress,,2023-10-12,
CMP04179,COL1934,Library,Low,Resolved,8,2023-01-31,2023-02-08
CMP04180,COL1574,Infrastructure,Medium,Resolved,22,2023-04-23,2023-05-15
CMP04181,COL0146,Exam,Low,Resolved,2,2024-02-21,2024-02-23
CMP04182,COL0468,Infrastructure,Medium,Resolved,27,2024-10-15,2024-11-11
CMP04183,COL0774,Internet,High,Resolved,2,2022-04-16,2022-04-18
CMP04184,COL0961,Faculty,High,Escalated,,2022-05-13,
CMP04185,COL1082,Faculty,Medium,Resolved,29,2024-07-24,2024-08-22
CMP04186,COL1472,Transport,Low,Resolved,17,2023-02-23,2023-03-12
CMP04187,COL1136,Hostel,Medium,Resolved,4,2025-01-18,2025-01-22
CMP04188,COL1709,Faculty,High,Escalated,,2024-02-02,
CMP04189,COL0204,Hostel,Low,Resolved,20,2025-11-17,2025-12-07
CMP04190,COL0324,Library,Low,Resolved,8,2025-09-03,2025-09-11
CMP04191,COL1353,Infrastructure,Low,Resolved,32,2022-02-17,2022-03-21
CMP04192,COL1496,Transport,Low,In Progress,,2025-05-16,
CMP04193,COL1530,Infrastructure,Medium,Resolved,20,2023-03-22,2023-04-11
CMP04194,COL1068,Transport,Low,Resolved,8,2024-08-18,2024-08-26
CMP04195,COL1666,Transport,Low,Resolved,7,2024-07-02,2024-07-09
CMP04196,COL1919,Exam,Medium,Resolved,8,2023-04-05,2023-04-13
CMP04197,COL0897,Scholarship,Medium,Resolved,27,2022-01-17,2022-02-13
CMP04198,COL0095,Library,Low,Resolved,6,2022-09-08,2022-09-14
CMP04199,COL1166,Scholarship,High,Resolved,33,2025-05-12,2025-06-14
CMP04200,COL1265,Faculty,High,Resolved,12,2021-05-15,2021-05-27
CMP04201,COL0417,Internet,High,Resolved,2,2023-10-07,2023-10-09
CMP04202,COL1295,Scholarship,Medium,Resolved,26,2023-07-03,2023-07-29
CMP04203,COL1325,Internet,Low,Resolved,5,2024-09-04,2024-09-09
CMP04204,COL1192,Internet,Medium,Resolved,7,2023-04-18,2023-04-25
CMP04205,COL1854,Infrastructure,Medium,Resolved,14,2022-05-09,2022-05-23
CMP04206,COL1058,Exam,High,Resolved,8,2023-10-21,2023-10-29
CMP04207,COL1366,Faculty,High,Resolved,16,2022-12-20,2023-01-05
CMP04208,COL1030,Hostel,Low,Resolved,13,2025-03-31,2025-04-13
CMP04209,COL0319,Transport,Low,Resolved,3,2022-10-22,2022-10-25
CMP04210,COL1362,Exam,Medium,In Progress,,2025-06-24,
CMP04211,COL1989,Infrastructure,Low,Resolved,32,2023-09-22,2023-10-24
CMP04212,COL0016,Exam,Medium,Resolved,9,2026-06-08,2026-06-17
CMP04213,COL0839,Infrastructure,Medium,Resolved,18,2026-02-05,2026-02-23
CMP04214,COL0243,Scholarship,High,In Progress,,2021-06-05,
CMP04215,COL0692,Hostel,Medium,Pending,,2022-07-06,
CMP04216,COL1812,Hostel,Low,Resolved,25,2025-06-01,2025-06-26
CMP04217,COL1112,Infrastructure,Medium,In Progress,,2023-10-04,
CMP04218,COL0864,Hostel,Low,Pending,,2023-05-21,
CMP04219,COL0870,Faculty,Medium,Resolved,21,2023-02-25,2023-03-18
CMP04220,COL0650,Transport,Medium,Escalated,,2026-03-11,
CMP04221,COL0750,Exam,Low,Resolved,7,2024-11-29,2024-12-06
CMP04222,COL1692,Scholarship,Medium,Resolved,50,2021-12-15,2022-02-03
CMP04223,COL1085,Faculty,Medium,Resolved,28,2026-01-14,2026-02-11
CMP04224,COL0882,Infrastructure,High,Resolved,18,2024-08-02,2024-08-20
CMP04225,COL1351,Faculty,Medium,Resolved,14,2021-09-01,2021-09-15
CMP04226,COL0343,Library,Low,In Progress,,2026-04-21,
CMP04227,COL0316,Infrastructure,Low,Resolved,21,2022-10-01,2022-10-22
CMP04228,COL0661,Transport,Low,Resolved,2,2021-02-18,2021-02-20
CMP04229,COL1553,Internet,Medium,Resolved,6,2023-10-26,2023-11-01
CMP04230,COL1719,Faculty,Low,In Progress,,2021-08-06,
CMP04231,COL0021,Scholarship,High,Resolved,18,2022-04-26,2022-05-14
CMP04232,COL1056,Transport,Medium,Resolved,11,2024-03-10,2024-03-21
CMP04233,COL0900,Infrastructure,Medium,Resolved,28,2021-03-22,2021-04-19
CMP04234,COL0992,Scholarship,Medium,Resolved,56,2023-07-19,2023-09-13
CMP04235,COL1993,Transport,Low,In Progress,,2024-09-21,
CMP04236,COL0269,Internet,Low,Resolved,8,2023-10-17,2023-10-25
CMP04237,COL1621,Faculty,Low,Resolved,5,2021-11-06,2021-11-11
CMP04238,COL1468,Scholarship,High,Resolved,24,2023-01-07,2023-01-31
CMP04239,COL1425,Faculty,Low,Resolved,6,2022-09-21,2022-09-27
CMP04240,COL0437,Transport,Low,Resolved,11,2023-05-16,2023-05-27
CMP04241,COL0229,Faculty,Medium,Resolved,21,2023-05-18,2023-06-08
CMP04242,COL1120,Infrastructure,High,Resolved,24,2024-09-18,2024-10-12
CMP04243,COL1513,Transport,Medium,Resolved,5,2024-05-06,2024-05-11
CMP04244,COL0625,Infrastructure,Medium,Resolved,12,2024-02-28,2024-03-11
CMP04245,COL0510,Exam,Medium,Resolved,10,2022-10-05,2022-10-15
CMP04246,COL0143,Library,Medium,Resolved,4,2026-04-13,2026-04-17
CMP04247,COL1273,Scholarship,Low,Resolved,14,2025-03-26,2025-04-09
CMP04248,COL0919,Internet,Low,Resolved,2,2022-12-31,2023-01-02
CMP04249,COL1765,Transport,Medium,Resolved,14,2022-08-13,2022-08-27
CMP04250,COL0349,Infrastructure,Medium,Resolved,15,2026-04-25,2026-05-10
CMP04251,COL0583,Exam,High,Escalated,,2022-12-28,
CMP04252,COL0759,Hostel,Medium,Resolved,17,2021-05-25,2021-06-11
CMP04253,COL0214,Scholarship,Medium,Resolved,58,2025-04-02,2025-05-30
CMP04254,COL1679,Internet,High,Resolved,3,2021-09-17,2021-09-20
CMP04255,COL1346,Library,High,Resolved,3,2023-10-19,2023-10-22
CMP04256,COL1636,Scholarship,High,Resolved,34,2025-12-29,2026-02-01
CMP04257,COL0738,Scholarship,High,Resolved,32,2023-09-11,2023-10-13
CMP04258,COL0970,Scholarship,Low,Resolved,44,2022-11-18,2023-01-01
CMP04259,COL1760,Exam,Medium,Resolved,9,2024-06-14,2024-06-23
CMP04260,COL0013,Internet,Medium,Resolved,3,2025-11-25,2025-11-28
CMP04261,COL1124,Scholarship,Medium,Resolved,31,2025-12-08,2026-01-08
CMP04262,COL1718,Exam,Medium,Resolved,12,2023-03-01,2023-03-13
CMP04263,COL1413,Exam,High,Resolved,3,2025-02-28,2025-03-03
CMP04264,COL1361,Transport,Medium,Resolved,7,2021-12-10,2021-12-17
CMP04265,COL0124,Scholarship,Medium,Resolved,22,2023-08-06,2023-08-28
CMP04266,COL0863,Infrastructure,Low,Resolved,36,2025-09-28,2025-11-03
CMP04267,COL0954,Transport,Low,Resolved,11,2022-01-10,2022-01-21
CMP04268,COL0308,Internet,Medium,Resolved,2,2025-12-03,2025-12-05
CMP04269,COL0668,Transport,Medium,Resolved,5,2024-09-23,2024-09-28
CMP04270,COL0749,Internet,Low,Resolved,9,2025-10-01,2025-10-10
CMP04271,COL1995,Internet,Medium,Escalated,,2022-08-14,
CMP04272,COL0260,Transport,Medium,Escalated,,2022-01-21,
CMP04273,COL1576,Infrastructure,Medium,Resolved,45,2024-10-28,2024-12-12
CMP04274,COL1601,Faculty,High,Resolved,11,2022-11-17,2022-11-28
CMP04275,COL0730,Library,Low,Resolved,4,2024-11-17,2024-11-21
CMP04276,COL1320,Faculty,Medium,Resolved,3,2025-05-24,2025-05-27
CMP04277,COL0417,Library,Low,Resolved,7,2023-01-12,2023-01-19
CMP04278,COL0423,Transport,High,Resolved,1,2021-09-23,2021-09-24
CMP04279,COL0768,Scholarship,High,Escalated,,2022-03-09,
CMP04280,COL0137,Hostel,Medium,Resolved,10,2021-06-18,2021-06-28
CMP04281,COL0728,Faculty,Medium,Resolved,11,2021-11-07,2021-11-18
CMP04282,COL0277,Exam,Medium,Resolved,11,2022-06-20,2022-07-01
CMP04283,COL1378,Faculty,High,In Progress,,2022-12-22,
CMP04284,COL0665,Internet,Medium,Resolved,1,2021-07-29,2021-07-30
CMP04285,COL0688,Hostel,Medium,Pending,,2023-07-25,
CMP04286,COL1173,Scholarship,Medium,Resolved,33,2023-12-15,2024-01-17
CMP04287,COL1100,Transport,Medium,Resolved,7,2026-03-13,2026-03-20
CMP04288,COL0475,Scholarship,Low,Resolved,65,2023-07-31,2023-10-04
CMP04289,COL0002,Faculty,High,Pending,,2024-11-18,
CMP04290,COL1215,Hostel,Low,Resolved,24,2023-07-06,2023-07-30
CMP04291,COL1079,Scholarship,High,Escalated,,2023-09-02,
CMP04292,COL1492,Library,Medium,Resolved,9,2022-02-14,2022-02-23
CMP04293,COL0513,Transport,Low,Resolved,3,2023-09-01,2023-09-04
CMP04294,COL1785,Scholarship,Medium,Resolved,37,2024-09-24,2024-10-31
CMP04295,COL0983,Internet,Low,Resolved,5,2024-08-26,2024-08-31
CMP04296,COL0163,Exam,Medium,Resolved,4,2023-09-13,2023-09-17
CMP04297,COL1009,Library,Low,Resolved,13,2025-11-18,2025-12-01
CMP04298,COL1115,Transport,High,Resolved,3,2025-10-14,2025-10-17
CMP04299,COL0920,Transport,Medium,Resolved,13,2021-12-20,2022-01-02
CMP04300,COL1913,Faculty,Low,Resolved,25,2024-05-14,2024-06-08
CMP04301,COL0768,Exam,Medium,Resolved,10,2022-09-29,2022-10-09
CMP04302,COL1168,Scholarship,Medium,Pending,,2023-03-25,
CMP04303,COL0333,Exam,High,Resolved,5,2026-06-15,2026-06-20
CMP04304,COL0711,Transport,Low,Resolved,9,2022-10-18,2022-10-27
CMP04305,COL1977,Infrastructure,High,Resolved,23,2022-10-16,2022-11-08
CMP04306,COL0876,Infrastructure,Low,Resolved,40,2025-12-28,2026-02-06
CMP04307,COL1440,Scholarship,Medium,Resolved,8,2026-03-11,2026-03-19
CMP04308,COL0938,Exam,Medium,Resolved,4,2024-05-16,2024-05-20
CMP04309,COL1747,Infrastructure,Medium,Resolved,18,2025-12-03,2025-12-21
CMP04310,COL1630,Transport,Low,Resolved,15,2026-02-04,2026-02-19
CMP04311,COL1330,Internet,Low,Resolved,9,2023-06-10,2023-06-19
CMP04312,COL1724,Hostel,Low,In Progress,,2024-03-24,
CMP04313,COL0014,Exam,High,Resolved,7,2023-08-06,2023-08-13
CMP04314,COL0639,Library,Low,In Progress,,2024-11-07,
CMP04315,COL0332,Library,Medium,Pending,,2022-03-19,
CMP04316,COL0566,Exam,High,Resolved,2,2024-01-30,2024-02-01
CMP04317,COL0533,Transport,High,In Progress,,2021-12-21,
CMP04318,COL1782,Exam,High,Resolved,1,2023-04-09,2023-04-10
CMP04319,COL0696,Library,Low,Resolved,13,2025-04-30,2025-05-13
CMP04320,COL1567,Hostel,Medium,Resolved,17,2025-08-25,2025-09-11
CMP04321,COL1441,Library,High,Resolved,5,2024-05-14,2024-05-19
CMP04322,COL1828,Infrastructure,High,Pending,,2021-04-28,
CMP04323,COL1430,Library,Low,Pending,,2024-03-01,
CMP04324,COL1483,Transport,Low,Resolved,9,2021-08-10,2021-08-19
CMP04325,COL0498,Infrastructure,Low,Resolved,23,2022-05-23,2022-06-15
CMP04326,COL1492,Internet,Low,Resolved,8,2025-06-05,2025-06-13
CMP04327,COL0645,Internet,Medium,Resolved,6,2021-02-26,2021-03-04
CMP04328,COL0648,Infrastructure,Medium,Pending,,2021-01-03,
CMP04329,COL1354,Hostel,Low,Resolved,7,2021-10-03,2021-10-10
CMP04330,COL1514,Hostel,Medium,Resolved,3,2022-05-09,2022-05-12
CMP04331,COL1368,Transport,Low,Resolved,14,2025-06-10,2025-06-24
CMP04332,COL0501,Library,Low,Resolved,9,2026-04-28,2026-05-07
CMP04333,COL0960,Exam,High,Resolved,1,2021-03-25,2021-03-26
CMP04334,COL0541,Library,Low,Resolved,10,2025-12-19,2025-12-29
CMP04335,COL0817,Faculty,Low,Resolved,39,2023-02-24,2023-04-04
CMP04336,COL0424,Library,Low,Resolved,2,2022-04-06,2022-04-08
CMP04337,COL0762,Hostel,Low,Resolved,12,2023-08-02,2023-08-14
CMP04338,COL0679,Infrastructure,Medium,Escalated,,2024-03-14,
CMP04339,COL1438,Internet,Low,Resolved,5,2022-01-22,2022-01-27
CMP04340,COL0889,Faculty,Medium,Resolved,19,2026-05-17,2026-06-05
CMP04341,COL1700,Faculty,Low,Resolved,11,2024-11-22,2024-12-03
CMP04342,COL1531,Library,Medium,Resolved,7,2024-10-27,2024-11-03
CMP04343,COL1127,Transport,Low,Resolved,11,2025-12-30,2026-01-10
CMP04344,COL0653,Transport,Medium,Resolved,13,2023-09-21,2023-10-04
CMP04345,COL0929,Library,Low,Resolved,10,2025-10-05,2025-10-15
CMP04346,COL1956,Library,Medium,Escalated,,2025-11-10,
CMP04347,COL1742,Transport,Low,Resolved,4,2025-03-09,2025-03-13
CMP04348,COL0142,Scholarship,High,Resolved,15,2021-05-10,2021-05-25
CMP04349,COL1696,Infrastructure,High,Resolved,12,2022-08-14,2022-08-26
CMP04350,COL0829,Internet,Low,Resolved,2,2026-02-08,2026-02-10
CMP04351,COL1335,Transport,Medium,Resolved,10,2022-07-10,2022-07-20
CMP04352,COL1204,Infrastructure,Medium,Resolved,38,2022-12-03,2023-01-10
CMP04353,COL1411,Internet,Low,Escalated,,2025-02-21,
CMP04354,COL0894,Infrastructure,Medium,Resolved,44,2022-06-01,2022-07-15
CMP04355,COL0490,Transport,Low,Resolved,12,2025-12-26,2026-01-07
CMP04356,COL1943,Hostel,Low,Resolved,12,2023-07-09,2023-07-21
CMP04357,COL1325,Infrastructure,High,Resolved,18,2022-01-04,2022-01-22
CMP04358,COL0328,Exam,Medium,Resolved,10,2025-08-08,2025-08-18
CMP04359,COL1076,Internet,Low,Resolved,6,2025-10-27,2025-11-02
CMP04360,COL1074,Faculty,High,Resolved,15,2021-04-21,2021-05-06
CMP04361,COL0483,Faculty,Medium,Resolved,18,2024-11-30,2024-12-18
CMP04362,COL0712,Exam,High,Resolved,4,2023-07-11,2023-07-15
CMP04363,COL1885,Infrastructure,High,Resolved,6,2023-09-10,2023-09-16
CMP04364,COL0695,Hostel,High,Resolved,11,2025-10-18,2025-10-29
CMP04365,COL1364,Scholarship,Medium,Resolved,16,2021-08-16,2021-09-01
CMP04366,COL1954,Transport,Medium,Resolved,14,2021-07-17,2021-07-31
CMP04367,COL1962,Faculty,High,Resolved,15,2022-04-13,2022-04-28
CMP04368,COL0049,Library,Low,Resolved,9,2021-11-17,2021-11-26
CMP04369,COL0870,Scholarship,Medium,Resolved,28,2021-01-02,2021-01-30
CMP04370,COL1463,Infrastructure,Medium,Resolved,12,2024-10-27,2024-11-08
CMP04371,COL1901,Library,High,Resolved,3,2025-03-21,2025-03-24
CMP04372,COL0020,Internet,Medium,Resolved,7,2026-04-28,2026-05-05
CMP04373,COL1936,Library,Medium,Resolved,9,2023-07-07,2023-07-16
CMP04374,COL1868,Internet,Medium,Resolved,6,2021-07-13,2021-07-19
CMP04375,COL1869,Faculty,Medium,Pending,,2023-04-16,
CMP04376,COL1745,Hostel,High,Resolved,9,2022-04-23,2022-05-02
CMP04377,COL1277,Hostel,Low,Resolved,23,2023-03-17,2023-04-09
CMP04378,COL0139,Faculty,Medium,Resolved,20,2024-10-06,2024-10-26
CMP04379,COL1545,Transport,Medium,Resolved,12,2021-09-03,2021-09-15
CMP04380,COL0649,Faculty,Medium,In Progress,,2026-05-14,
CMP04381,COL0936,Infrastructure,Low,Resolved,41,2025-07-09,2025-08-19
CMP04382,COL1916,Library,Low,Resolved,11,2023-06-22,2023-07-03
CMP04383,COL0046,Hostel,High,Resolved,12,2024-10-06,2024-10-18
CMP04384,COL1922,Faculty,Medium,Resolved,15,2022-04-13,2022-04-28
CMP04385,COL0005,Scholarship,Medium,Resolved,26,2024-09-15,2024-10-11
CMP04386,COL0510,Hostel,Medium,Resolved,3,2022-06-08,2022-06-11
CMP04387,COL1049,Library,High,Resolved,6,2023-10-30,2023-11-05
CMP04388,COL0165,Scholarship,High,Resolved,28,2024-11-10,2024-12-08
CMP04389,COL1012,Library,Medium,Resolved,8,2026-01-26,2026-02-03
