exam_id,student_id,semester,subject,marks,grade,result,exam_year,attempt
EXM039064,STU062640,1,Botany,34,F,Fail,2026,2
EXM039065,STU002822,1,Economics,47,C,Pass,2025,1
EXM039066,STU065563,7,Engineering Physics,64,B+,Pass,2026,2
EXM039067,STU082075,1,Mathematics,62,B+,Pass,2026,1
EXM039068,STU039702,7,Engineering Chemistry,60,B+,Pass,2026,1
EXM039069,STU019991,3,Marathi Literature,66,B+,Pass,2026,1
EXM039070,STU019882,4,Surveying,64,B+,Pass,2025,1
EXM039071,STU017951,1,Agronomy,65,B+,Pass,2026,1
EXM039072,STU051347,1,Psychology,40,D,Pass,2026,1
EXM039073,STU096198,2,Auditing,63,B+,Pass,2025,2
EXM039074,STU059354,1,Computer Programming,69,B+,Pass,2026,1
EXM039075,STU039124,4,Biotechnology,86,A+,Pass,2025,1
EXM039076,STU097512,2,Engineering Drawing,87,A+,Pass,2026,2
EXM039077,STU084197,1,Income Tax Law,45,C,Pass,2026,1
EXM039078,STU005340,1,Botany,67,B+,Pass,2026,1
EXM039079,STU093762,3,Business Economics,86,A+,Pass,2026,1
EXM039080,STU081140,1,Object Oriented Programming,52,B,Pass,2024,1
EXM039081,STU016901,1,History,78,A,Pass,2026,1
EXM039082,STU096742,1,Auditing,63,B+,Pass,2025,1
EXM039083,STU053022,1,Surveying,44,D,Pass,2026,1
EXM039084,STU055458,2,Biotechnology,58,B,Pass,2024,1
EXM039085,STU047683,3,Botany,67,B+,Pass,2026,2
EXM039086,STU061907,1,Physics,41,D,Pass,2025,1
EXM039087,STU018869,1,Business Economics,65,B+,Pass,2026,1
EXM039088,STU061216,1,English Literature,66,B+,Pass,2026,1
EXM039089,STU053217,1,Financial Accounting,55,B,Pass,2026,1
EXM039090,STU075692,1,Engineering Mathematics,67,B+,Pass,2026,2
EXM039091,STU032146,1,Environmental Science,26,F,Fail,2026,2
EXM039092,STU002738,2,English Literature,70,A,Pass,2026,1
EXM039093,STU094637,1,Thermodynamics,55,B,Pass,2024,1
EXM039094,STU028362,5,Pediatrics,80,A+,Pass,2026,1
EXM039095,STU041808,1,Business Law,45,C,Pass,2026,1
EXM039096,STU042338,1,Botany,52,B,Pass,2026,1
EXM039097,STU005919,1,Anatomy,15,F,Fail,2026,1
EXM039098,STU075339,2,Anatomy,57,B,Pass,2025,1
EXM039099,STU096497,1,Marathi Literature,54,B,Pass,2026,2
EXM039100,STU017904,1,Business Statistics,54,B,Pass,2026,2
EXM039101,STU032542,5,Fluid Mechanics,54,B,Pass,2026,1
EXM039102,STU077964,1,Business Statistics,37,F,Fail,2026,1
EXM039103,STU088789,6,Fluid Mechanics,57,B,Pass,2025,1
EXM039104,STU055286,1,Chemistry,47,C,Pass,2026,1
EXM039105,STU036549,2,Auditing,58,B,Pass,2026,1
EXM039106,STU002362,2,Structural Analysis,59,B,Pass,2026,1
EXM039107,STU043254,1,Marathi Literature,34,F,Fail,2025,1
EXM039108,STU021487,3,Sociology,79,A,Pass,2026,1
EXM039109,STU045334,3,Principles of Management,47,C,Pass,2026,2
EXM039110,STU007146,1,Financial Accounting,25,F,Fail,2025,1
EXM039111,STU050644,2,Business Statistics,76,A,Pass,2026,1
EXM039112,STU016549,1,Surgery,42,D,Pass,2026,1
EXM039113,STU098474,1,Chemistry,61,B+,Pass,2026,1
EXM039114,STU057696,2,Environmental Science,97,O,Pass,2026,1
EXM039115,STU023400,2,Data Structures,60,B+,Pass,2024,2
EXM039116,STU013270,1,Teaching Methodology,90,O,Pass,2026,1
EXM039117,STU022062,2,Object Oriented Programming,50,B,Pass,2025,1
EXM039118,STU023917,1,Psychology,58,B,Pass,2026,1
EXM039119,STU038205,2,Economics,47,C,Pass,2026,1
EXM039120,STU023035,1,Financial Accounting,64,B+,Pass,2026,1
EXM039121,STU094171,3,Economics,86,A+,Pass,2026,1
EXM039122,STU025016,2,Banking & Insurance,74,A,Pass,2025,1
EXM039123,STU020684,1,Operating Systems,63,B+,Pass,2026,1
EXM039124,STU020518,1,Anatomy,46,C,Pass,2025,2
EXM039125,STU055837,4,Software Engineering,62,B+,Pass,2024,1
EXM039126,STU020793,2,Physics,59,B,Pass,2025,2
EXM039127,STU068302,1,History,51,B,Pass,2026,1
EXM039128,STU008589,2,Chemistry,65,B+,Pass,2026,1
EXM039129,STU099226,1,Strength of Materials,64,B+,Pass,2026,1
EXM039130,STU062967,1,Marathi Literature,41,D,Pass,2026,1
EXM039131,STU040029,1,Business Statistics,55,B,Pass,2025,2
EXM039132,STU077131,2,Computer Science,48,C,Pass,2026,2
EXM039133,STU067873,3,Environmental Science,43,D,Pass,2026,1
EXM039134,STU041327,2,Cost Accounting,56,B,Pass,2025,1
EXM039135,STU040607,1,Business Statistics,53,B,Pass,2026,1
EXM039136,STU069671,2,Business Law,55,B,Pass,2025,1
EXM039137,STU022765,1,Banking & Insurance,78,A,Pass,2026,1
EXM039138,STU056015,4,Computer Science,83,A+,Pass,2026,1
EXM039139,STU021082,3,Basic Electrical Engineering,38,F,Fail,2025,1
EXM039140,STU041959,2,Urban Planning,47,C,Pass,2023,1
EXM039141,STU051761,2,Zoology,65,B+,Pass,2026,1
EXM039142,STU050084,4,Strength of Materials,53,B,Pass,2026,1
EXM039143,STU078278,1,Cost Accounting,62,B+,Pass,2026,2
EXM039144,STU099482,2,English Literature,69,B+,Pass,2025,1
EXM039145,STU096077,3,Income Tax Law,84,A+,Pass,2026,1
EXM039146,STU024018,2,Business Statistics,82,A+,Pass,2025,1
EXM039147,STU081600,4,Strength of Materials,63,B+,Pass,2026,1
EXM039148,STU036536,2,Biotechnology,95,O,Pass,2026,1
EXM039149,STU018493,1,Strength of Materials,62,B+,Pass,2026,1
EXM039150,STU006931,2,Machine Drawing,35,F,Fail,2026,2
EXM039151,STU053461,2,Psychology,39,F,Fail,2026,2
EXM039152,STU031161,3,Political Science,54,B,Pass,2025,1
EXM039153,STU087400,3,Banking & Insurance,64,B+,Pass,2026,1
EXM039154,STU049389,2,Software Engineering,83,A+,Pass,2026,1
EXM039155,STU034324,1,Political Science,93,O,Pass,2026,2
EXM039156,STU004720,3,Financial Accounting,73,A,Pass,2026,1
EXM039157,STU006548,3,Design of Machine Elements,42,D,Pass,2026,1
EXM039158,STU090605,2,Physics,71,A,Pass,2025,1
EXM039159,STU097167,1,Strength of Materials,56,B,Pass,2025,1
EXM039160,STU082513,1,Environmental Science,29,F,Fail,2026,3
EXM039161,STU036560,3,Marathi Literature,27,F,Fail,2026,1
EXM039162,STU082914,2,Object Oriented Programming,77,A,Pass,2026,1
EXM039163,STU055631,4,Environmental Science,53,B,Pass,2025,1
EXM039164,STU011294,1,Theory of Computation,22,F,Fail,2026,1
EXM039165,STU010356,1,Engineering Mathematics,50,B,Pass,2024,1
EXM039166,STU085858,1,Business Statistics,44,D,Pass,2026,1
EXM039167,STU077656,1,Income Tax Law,82,A+,Pass,2026,1
EXM039168,STU097327,3,Engineering Mathematics,66,B+,Pass,2026,1
EXM039169,STU060619,2,Digital Electronics,49,C,Pass,2026,1
EXM039170,STU012392,1,Surgery,66,B+,Pass,2026,1
EXM039171,STU089065,1,Biotechnology,57,B,Pass,2026,1
EXM039172,STU002234,1,Psychology,41,D,Pass,2025,1
EXM039173,STU089682,4,Business Statistics,75,A,Pass,2026,1
EXM039174,STU036576,4,Business Statistics,77,A,Pass,2026,1
EXM039175,STU044020,1,Structural Analysis,42,D,Pass,2026,1
EXM039176,STU080239,1,Physics,70,A,Pass,2026,3
EXM039177,STU061518,1,Data Structures,55,B,Pass,2026,1
EXM039178,STU020573,3,Electrical Circuits,76,A,Pass,2025,1
EXM039179,STU015039,1,Business Law,86,A+,Pass,2026,1
EXM039180,STU055027,4,Business Economics,70,A,Pass,2026,1
EXM039181,STU019084,1,Microprocessors,53,B,Pass,2026,1
EXM039182,STU030135,1,Zoology,63,B+,Pass,2026,1
EXM039183,STU096064,1,Business Law,55,B,Pass,2026,1
EXM039184,STU039072,1,Botany,49,C,Pass,2026,1
EXM039185,STU046721,3,Thermodynamics,56,B,Pass,2026,1
EXM039186,STU090484,1,Microprocessors,83,A+,Pass,2026,1
EXM039187,STU023851,2,Business Statistics,76,A,Pass,2025,1
EXM039188,STU065228,1,Business Economics,61,B+,Pass,2026,1
EXM039189,STU060770,1,Engineering Chemistry,55,B,Pass,2026,1
EXM039190,STU083291,1,Fluid Mechanics,65,B+,Pass,2026,1
EXM039191,STU070194,1,Environmental Science,72,A,Pass,2025,2
EXM039192,STU009147,2,Cost Accounting,67,B+,Pass,2026,1
EXM039193,STU067341,4,Thermodynamics,36,F,Fail,2024,1
EXM039194,STU042390,1,Applied Mathematics,56,B,Pass,2026,1
EXM039195,STU018832,1,Engineering Chemistry,76,A,Pass,2026,1
EXM039196,STU060050,1,Economics,57,B,Pass,2026,1
EXM039197,STU030409,2,Engineering Drawing,96,O,Pass,2025,1
EXM039198,STU003247,1,Psychology,53,B,Pass,2026,1
EXM039199,STU075756,3,Structural Analysis,53,B,Pass,2026,1
EXM039200,STU012864,1,Cost Accounting,82,A+,Pass,2026,1
EXM039201,STU087491,1,Basic Electrical Engineering,50,B,Pass,2026,1
EXM039202,STU077513,3,Income Tax Law,90,O,Pass,2025,1
EXM039203,STU084256,2,Pharmacognosy,19,F,Fail,2025,1
EXM039204,STU060188,3,Control Systems,49,C,Pass,2026,1
EXM039205,STU020444,1,Building Construction,35,F,Fail,2025,1
EXM039206,STU039305,2,Economics,76,A,Pass,2025,1
EXM039207,STU019709,1,Financial Accounting,51,B,Pass,2026,1
EXM039208,STU028462,1,Banking & Insurance,63,B+,Pass,2026,1
EXM039209,STU057167,3,Cost Accounting,75,A,Pass,2026,1
EXM039210,STU051441,3,Cost Accounting,70,A,Pass,2026,1
EXM039211,STU093886,1,Physics,54,B,Pass,2024,1
EXM039212,STU073846,2,Data Structures,65,B+,Pass,2026,1
EXM039213,STU076351,3,Principles of Management,59,B,Pass,2026,1
EXM039214,STU069534,1,Criminal Law,68,B+,Pass,2025,1
EXM039215,STU044425,1,Operating Systems,69,B+,Pass,2024,1
EXM039216,STU065559,1,Operating Systems,44,D,Pass,2026,1
EXM039217,STU026771,3,Biotechnology,67,B+,Pass,2026,1
EXM039218,STU097674,1,Theory of Computation,73,A,Pass,2026,1
EXM039219,STU044237,1,Business Law,59,B,Pass,2026,1
EXM039220,STU041811,1,Computer Science,68,B+,Pass,2026,1
EXM039221,STU048795,1,Marathi Literature,29,F,Fail,2026,1
EXM039222,STU046592,1,Teaching Methodology,79,A,Pass,2026,1
EXM039223,STU028954,2,Community Health Nursing,35,F,Fail,2026,2
EXM039224,STU013844,1,Computer Networks,45,C,Pass,2026,1
EXM039225,STU083800,1,Financial Accounting,97,O,Pass,2025,3
EXM039226,STU052187,2,Sociology,25,F,Fail,2026,2
EXM039227,STU065318,2,Political Science,59,B,Pass,2025,1
EXM039228,STU050706,1,Political Science,89,A+,Pass,2026,1
EXM039229,STU018589,1,Chemistry,49,C,Pass,2026,1
EXM039230,STU015611,3,Object Oriented Programming,49,C,Pass,2025,1
EXM039231,STU091448,1,Physics,40,D,Pass,2026,1
EXM039232,STU019188,1,Design of Machine Elements,60,B+,Pass,2026,1
EXM039233,STU069781,1,Engineering Mathematics,46,C,Pass,2026,1
EXM039234,STU003902,2,Business Law,56,B,Pass,2025,2
EXM039235,STU055302,2,Physics,59,B,Pass,2025,1
EXM039236,STU047212,1,Pharmacognosy,69,B+,Pass,2026,1
EXM039237,STU030541,3,Operating Systems,70,A,Pass,2026,1
EXM039238,STU041358,4,Building Construction,71,A,Pass,2026,1
EXM039239,STU098709,2,Structural Analysis,54,B,Pass,2026,1
EXM039240,STU033690,3,Business Law,42,D,Pass,2026,1
EXM039241,STU000726,1,Physics,36,F,Fail,2026,1
EXM039242,STU036767,1,Biotechnology,49,C,Pass,2026,1
EXM039243,STU041462,2,Mathematics,84,A+,Pass,2025,1
EXM039244,STU036145,2,History,82,A+,Pass,2026,1
EXM039245,STU077010,2,Sociology,31,F,Fail,2025,3
EXM039246,STU036265,1,Biotechnology,55,B,Pass,2026,1
EXM039247,STU063041,1,Cost Accounting,89,A+,Pass,2026,1
EXM039248,STU078660,2,Agronomy,52,B,Pass,2025,1
EXM039249,STU021965,1,Database Management Systems,76,A,Pass,2023,3
EXM039250,STU024907,1,Economics,53,B,Pass,2026,2
EXM039251,STU030112,1,English Literature,37,F,Fail,2026,1
EXM039252,STU099588,5,Obstetric Nursing,43,D,Pass,2026,1
EXM039253,STU092976,3,Criminal Law,70,A,Pass,2024,1
EXM039254,STU071041,1,Banking & Insurance,67,B+,Pass,2026,1
EXM039255,STU057998,2,Business Statistics,34,F,Fail,2025,1
EXM039256,STU036086,4,Banking & Insurance,57,B,Pass,2026,1
EXM039257,STU016229,2,Thermodynamics,46,C,Pass,2026,1
EXM039258,STU020381,1,Business Law,77,A,Pass,2025,1
EXM039259,STU029503,1,Economics,66,B+,Pass,2026,1
EXM039260,STU034269,1,Surveying,81,A+,Pass,2026,1
EXM039261,STU014627,2,Digital Electronics,67,B+,Pass,2024,2
EXM039262,STU071578,3,Physics,81,A+,Pass,2026,2
EXM039263,STU028392,3,Business Economics,60,B+,Pass,2026,1
EXM039264,STU046505,7,Hospital Pharmacy,99,O,Pass,2026,1
EXM039265,STU071237,2,Marathi Literature,67,B+,Pass,2025,1
EXM039266,STU082941,2,Control Systems,55,B,Pass,2026,1
EXM039267,STU096363,1,Building Construction,65,B+,Pass,2026,1
EXM039268,STU088411,3,Biotechnology,54,B,Pass,2026,1
EXM039269,STU064538,1,Fluid Mechanics,79,A,Pass,2023,1
EXM039270,STU062497,1,Zoology,23,F,Fail,2026,1
EXM039271,STU042516,3,Banking & Insurance,49,C,Pass,2025,2
EXM039272,STU098411,1,Botany,49,C,Pass,2026,2
EXM039273,STU029668,1,Engineering Mathematics,85,A+,Pass,2025,2
EXM039274,STU060641,1,Engineering Physics,36,F,Fail,2026,1
EXM039275,STU076087,1,Thermodynamics,53,B,Pass,2024,2
EXM039276,STU053121,2,Computer Science,75,A,Pass,2025,1
EXM039277,STU032772,1,Structural Analysis,89,A+,Pass,2026,1
EXM039278,STU073112,1,Business Statistics,40,D,Pass,2025,1
EXM039279,STU015978,3,Sociology,51,B,Pass,2026,1
EXM039280,STU058093,1,English Literature,44,D,Pass,2026,1
EXM039281,STU000831,1,Business Statistics,78,A,Pass,2025,1
EXM039282,STU094908,2,Psychology,23,F,Fail,2025,2
EXM039283,STU032697,2,Cost Accounting,86,A+,Pass,2025,1
EXM039284,STU074122,2,Cost Accounting,76,A,Pass,2026,1
EXM039285,STU013320,1,Business Economics,59,B,Pass,2025,1
EXM039286,STU035027,1,Database Management Systems,66,B+,Pass,2026,1
EXM039287,STU066185,1,Physics,47,C,Pass,2025,2
EXM039288,STU072803,4,Computer Networks,57,B,Pass,2026,1
EXM039289,STU017578,3,Electrical Circuits,83,A+,Pass,2026,3
EXM039290,STU000510,1,Computer Science,95,O,Pass,2026,1
EXM039291,STU097841,1,Engineering Mathematics,74,A,Pass,2025,1
EXM039292,STU022179,1,Engineering Chemistry,68,B+,Pass,2023,1
EXM039293,STU057187,1,Financial Accounting,51,B,Pass,2026,1
EXM039294,STU037432,1,Mathematics,52,B,Pass,2026,1
EXM039295,STU085166,3,History,73,A,Pass,2025,1
EXM039296,STU050535,3,Environmental Science,49,C,Pass,2025,3
EXM039297,STU004103,5,Biotechnology,72,A,Pass,2026,1
EXM039298,STU069569,6,Engineering Physics,39,F,Fail,2026,1
EXM039299,STU059730,2,Business Statistics,40,D,Pass,2024,1
EXM039300,STU024205,2,Business Economics,52,B,Pass,2025,1
EXM039301,STU055574,1,Business Law,40,D,Pass,2026,1
EXM039302,STU001453,4,Business Law,81,A+,Pass,2026,1
EXM039303,STU006341,3,Operating Systems,75,A,Pass,2026,1
EXM039304,STU050322,1,Chemistry,70,A,Pass,2025,1
EXM039305,STU007997,2,Computer Networks,55,B,Pass,2026,1
EXM039306,STU002264,1,Auditing,30,F,Fail,2026,1
EXM039307,STU094875,1,Mathematics,35,F,Fail,2026,1
EXM039308,STU065655,2,Biotechnology,83,A+,Pass,2026,1
EXM039309,STU038751,1,Biotechnology,60,B+,Pass,2026,1
EXM039310,STU038132,1,Sociology,36,F,Fail,2025,1
EXM039311,STU074927,1,Business Economics,68,B+,Pass,2025,1
EXM039312,STU010608,1,English Literature,37,F,Fail,2026,3
EXM039313,STU064142,1,Sociology,65,B+,Pass,2026,1
EXM039314,STU001073,1,Income Tax Law,65,B+,Pass,2026,1
EXM039315,STU057623,2,Cost Accounting,33,F,Fail,2026,1
EXM039316,STU080798,1,Computer Programming,44,D,Pass,2025,1
EXM039317,STU025067,2,Organizational Behaviour,71,A,Pass,2025,1
EXM039318,STU053081,1,Sociology,40,D,Pass,2026,1
EXM039319,STU031393,1,Environmental Science,61,B+,Pass,2026,1
EXM039320,STU096899,1,Sociology,27,F,Fail,2026,1
EXM039321,STU040930,1,Structural Analysis,54,B,Pass,2026,1
EXM039322,STU089729,1,Teaching Methodology,65,B+,Pass,2025,1
EXM039323,STU044028,1,Digital Electronics,92,O,Pass,2026,1
EXM039324,STU009095,1,Environmental Science,50,B,Pass,2026,1
EXM039325,STU056278,2,Auditing,63,B+,Pass,2025,1
EXM039326,STU044417,3,Pharmacology,59,B,Pass,2026,1
EXM039327,STU030492,2,Banking & Insurance,37,F,Fail,2026,1
EXM039328,STU058125,1,Mathematics,57,B,Pass,2026,2
EXM039329,STU053058,1,Political Science,56,B,Pass,2026,1
EXM039330,STU039684,1,Operating Systems,52,B,Pass,2026,1
EXM039331,STU040247,1,Business Economics,89,A+,Pass,2026,1
EXM039332,STU071841,1,Electrical Circuits,49,C,Pass,2023,1
EXM039333,STU035921,1,Teaching Methodology,76,A,Pass,2026,1
EXM039334,STU009514,1,Environmental Science,67,B+,Pass,2026,2
EXM039335,STU057899,2,Business Economics,54,B,Pass,2025,1
EXM039336,STU088196,1,Business Economics,96,O,Pass,2026,1
EXM039337,STU022541,7,Plant Pathology,48,C,Pass,2026,2
EXM039338,STU033335,1,Software Engineering,28,F,Fail,2024,1
EXM039339,STU000202,1,Physics,69,B+,Pass,2026,1
EXM039340,STU091765,4,Engineering Mathematics,27,F,Fail,2026,2
EXM039341,STU037762,2,Business Economics,63,B+,Pass,2025,1
EXM039342,STU063436,1,Pharmacology,76,A,Pass,2025,1
EXM039343,STU093067,1,History,57,B,Pass,2025,1
EXM039344,STU069087,2,Business Statistics,63,B+,Pass,2025,1
EXM039345,STU036789,1,History,72,A,Pass,2025,1
EXM039346,STU038802,1,Workshop Technology,60,B+,Pass,2026,1
EXM039347,STU085629,4,History,67,B+,Pass,2026,3
EXM039348,STU081471,1,Marathi Literature,76,A,Pass,2026,1
EXM039349,STU051802,1,Sociology,59,B,Pass,2025,1
EXM039350,STU035572,1,Cost Accounting,62,B+,Pass,2026,1
EXM039351,STU067635,1,Income Tax Law,74,A,Pass,2026,2
EXM039352,STU078199,3,Computer Science,32,F,Fail,2026,3
EXM039353,STU099729,3,Building Services,43,D,Pass,2026,1
EXM039354,STU016555,5,Surgery,55,B,Pass,2026,1
EXM039355,STU016261,1,Thermodynamics,76,A,Pass,2026,1
EXM039356,STU041768,1,Auditing,58,B,Pass,2026,2
EXM039357,STU029618,5,Banking & Insurance,57,B,Pass,2026,1
EXM039358,STU039025,2,Marathi Literature,66,B+,Pass,2025,1
EXM039359,STU049597,1,Environmental Science,64,B+,Pass,2025,1
EXM039360,STU068708,1,Cost Accounting,66,B+,Pass,2026,2
EXM039361,STU080254,2,English Literature,70,A,Pass,2026,1
EXM039362,STU088557,1,Economics,42,D,Pass,2026,1
EXM039363,STU039987,1,Business Law,82,A+,Pass,2025,1
EXM039364,STU027634,5,Pharmacology,69,B+,Pass,2026,1
EXM039365,STU032294,4,Engineering Physics,61,B+,Pass,2025,1
EXM039366,STU026921,1,Auditing,35,F,Fail,2024,2
EXM039367,STU089321,4,Object Oriented Programming,97,O,Pass,2024,1
EXM039368,STU070319,2,Computer Science,62,B+,Pass,2025,1
EXM039369,STU050980,3,Business Statistics,54,B,Pass,2026,2
EXM039370,STU083107,2,Software Engineering,58,B,Pass,2026,1
EXM039371,STU003817,2,Business Law,49,C,Pass,2026,1
EXM039372,STU088496,2,Business Law,58,B,Pass,2025,1
EXM039373,STU058045,1,Machine Drawing,43,D,Pass,2026,1
EXM039374,STU048231,2,Environmental Science,39,F,Fail,2025,1
EXM039375,STU006239,3,Digital Electronics,85,A+,Pass,2026,3
EXM039376,STU079395,1,Applied Mathematics,77,A,Pass,2026,1
EXM039377,STU058055,2,Building Construction,64,B+,Pass,2026,1
EXM039378,STU040587,2,Business Statistics,54,B,Pass,2025,1
EXM039379,STU024913,2,Sociology,63,B+,Pass,2024,1
EXM039380,STU026174,2,Botany,54,B,Pass,2025,1
EXM039381,STU031005,1,Business Law,44,D,Pass,2026,1
EXM039382,STU008997,1,Business Statistics,50,B,Pass,2026,1
EXM039383,STU010710,2,Engineering Mathematics,44,D,Pass,2025,2
EXM039384,STU011579,2,Operations Management,61,B+,Pass,2025,2
EXM039385,STU057687,1,Political Science,100,O,Pass,2026,1
EXM039386,STU079046,1,Engineering Mathematics,61,B+,Pass,2024,1
EXM039387,STU072501,1,Business Economics,64,B+,Pass,2026,1
EXM039388,STU073779,1,Design of Machine Elements,77,A,Pass,2026,1
EXM039389,STU048880,1,Chemistry,73,A,Pass,2026,1
EXM039390,STU013570,1,Marathi Literature,62,B+,Pass,2025,1
EXM039391,STU059170,1,Database Management Systems,53,B,Pass,2024,1
EXM039392,STU022714,6,Design of Machine Elements,23,F,Fail,2026,1
EXM039393,STU068615,1,Biotechnology,51,B,Pass,2026,1
EXM039394,STU016404,6,Engineering Mathematics,82,A+,Pass,2025,1
EXM039395,STU074269,3,Mathematics,48,C,Pass,2026,1
EXM039396,STU029424,2,Financial Accounting,64,B+,Pass,2025,1
EXM039397,STU042538,2,Environmental Science,55,B,Pass,2026,1
EXM039398,STU004661,3,Theory of Computation,54,B,Pass,2026,1
EXM039399,STU007840,4,English Literature,70,A,Pass,2026,1
EXM039400,STU089917,3,Business Law,49,C,Pass,2026,1
EXM039401,STU069784,1,Object Oriented Programming,50,B,Pass,2026,1
EXM039402,STU094942,1,Chemistry,81,A+,Pass,2025,1
EXM039403,STU030925,2,Object Oriented Programming,65,B+,Pass,2026,2
EXM039404,STU085241,2,Mathematics,94,O,Pass,2025,1
EXM039405,STU085173,1,Income Tax Law,30,F,Fail,2026,1
EXM039406,STU094093,1,Business Economics,80,A+,Pass,2025,1
EXM039407,STU016715,1,Physics,58,B,Pass,2026,1
EXM039408,STU077623,3,Cost Accounting,69,B+,Pass,2026,1
EXM039409,STU082984,2,Biochemistry,63,B+,Pass,2024,1
EXM039410,STU043892,1,Cost Accounting,65,B+,Pass,2026,1
EXM039411,STU012429,2,Botany,71,A,Pass,2026,1
EXM039412,STU028752,3,Applied Mathematics,88,A+,Pass,2026,1
EXM039413,STU092396,1,Marathi Literature,34,F,Fail,2026,1
EXM039414,STU086319,1,English Literature,29,F,Fail,2026,3
EXM039415,STU052251,1,Financial Accounting,45,C,Pass,2026,2
EXM039416,STU037775,1,Political Science,45,C,Pass,2026,1
EXM039417,STU025219,1,Chemistry,68,B+,Pass,2026,1
EXM039418,STU069379,1,Political Science,38,F,Fail,2026,3
EXM039419,STU067190,2,Business Analytics,67,B+,Pass,2025,1
EXM039420,STU013677,2,Physics,63,B+,Pass,2026,1
EXM039421,STU042519,5,Biotechnology,59,B,Pass,2026,1
EXM039422,STU059325,3,Workshop Technology,79,A,Pass,2026,2
EXM039423,STU024611,6,Physics,92,O,Pass,2026,1
EXM039424,STU080892,1,Computer Networks,50,B,Pass,2025,1
EXM039425,STU014909,3,Computer Science,29,F,Fail,2026,3
EXM039426,STU060167,2,English Literature,56,B,Pass,2026,1
EXM039427,STU050598,3,Marathi Literature,55,B,Pass,2026,1
EXM039428,STU000024,1,Income Tax Law,38,F,Fail,2026,1
EXM039429,STU089425,1,Theory of Computation,75,A,Pass,2025,2
EXM039430,STU097666,1,Data Structures,61,B+,Pass,2026,1
EXM039431,STU051620,4,Business Economics,46,C,Pass,2026,2
EXM039432,STU041374,1,Applied Mathematics,45,C,Pass,2026,2
EXM039433,STU026750,2,Chemistry,81,A+,Pass,2026,1
EXM039434,STU003070,1,Law of Torts,54,B,Pass,2026,1
EXM039435,STU096909,1,Business Economics,50,B,Pass,2026,1
EXM039436,STU070860,1,Corporate Law,27,F,Fail,2026,3
EXM039437,STU089909,2,Political Science,55,B,Pass,2025,1
EXM039438,STU036492,3,Psychology,54,B,Pass,2026,1
EXM039439,STU005003,6,Banking & Insurance,89,A+,Pass,2026,1
EXM039440,STU040888,1,Physics,77,A,Pass,2025,1
EXM039441,STU007668,1,Marathi Literature,84,A+,Pass,2025,3
EXM039442,STU022915,2,Income Tax Law,74,A,Pass,2026,1
EXM039443,STU054468,1,Business Statistics,60,B+,Pass,2026,1
EXM039444,STU075480,2,Political Science,67,B+,Pass,2025,1
EXM039445,STU085638,2,Business Economics,47,C,Pass,2026,1
EXM039446,STU047154,1,Sociology,81,A+,Pass,2026,1
EXM039447,STU053375,2,Biopharmaceutics,100,O,Pass,2025,1
EXM039448,STU043815,1,Psychology,49,C,Pass,2025,1
EXM039449,STU010161,1,Marathi Literature,67,B+,Pass,2026,1
EXM039450,STU003891,1,Auditing,72,A,Pass,2025,2
EXM039451,STU059768,1,Income Tax Law,71,A,Pass,2026,1
EXM039452,STU082231,1,Pharmaceutical Analysis,55,B,Pass,2026,1
EXM039453,STU044215,1,Marathi Literature,51,B,Pass,2026,1
EXM039454,STU025382,1,Botany,70,A,Pass,2026,1
EXM039455,STU033439,2,Banking & Insurance,28,F,Fail,2025,1
EXM039456,STU062311,2,Business Statistics,71,A,Pass,2025,1
EXM039457,STU095694,1,Business Law,38,F,Fail,2026,1
EXM039458,STU066774,2,Auditing,81,A+,Pass,2024,2
EXM039459,STU027784,1,Physics,51,B,Pass,2025,1
EXM039460,STU019409,3,Surveying,39,F,Fail,2025,1
EXM039461,STU030121,1,Mathematics,42,D,Pass,2026,1
EXM039462,STU086013,6,Workshop Technology,72,A,Pass,2026,2
EXM039463,STU012306,1,Database Management Systems,40,D,Pass,2026,1
EXM039464,STU063165,2,Banking & Insurance,49,C,Pass,2026,1
EXM039465,STU028906,1,Income Tax Law,64,B+,Pass,2026,1
EXM039466,STU033175,1,Business Economics,57,B,Pass,2026,1
EXM039467,STU098430,2,Sociology,52,B,Pass,2026,1
EXM039468,STU030024,1,Electrical Circuits,41,D,Pass,2026,1
EXM039469,STU049674,1,Income Tax Law,60,B+,Pass,2025,1
EXM039470,STU089753,3,Computer Science,93,O,Pass,2025,1
EXM039471,STU088085,4,Surveying,65,B+,Pass,2025,1
EXM039472,STU047019,3,Botany,24,F,Fail,2025,1
EXM039473,STU027128,1,Biochemistry,39,F,Fail,2026,1
EXM039474,STU075330,2,Anatomy,60,B+,Pass,2024,1
EXM039475,STU049359,3,Strength of Materials,50,B,Pass,2026,2
EXM039476,STU069572,2,Engineering Chemistry,40,D,Pass,2026,1
EXM039477,STU038207,3,Computer Science,82,A+,Pass,2026,1
EXM039478,STU029817,2,Cost Accounting,58,B,Pass,2025,1
EXM039479,STU075302,1,Pharmacology,67,B+,Pass,2026,1
EXM039480,STU007753,1,English Literature,94,O,Pass,2025,1
EXM039481,STU023583,2,Income Tax Law,100,O,Pass,2026,1
EXM039482,STU040959,1,Design of Machine Elements,49,C,Pass,2023,1
EXM039483,STU030002,3,Engineering Mathematics,77,A,Pass,2025,1
EXM039484,STU012892,3,Financial Accounting,75,A,Pass,2026,2
