college_id,year,student_satisfaction,placement_rate,graduation_rate,dropout_rate,faculty_student_ratio,research_score,infrastructure_score,financial_health_score,overall_state_rank
COL1788,2022,98.4,97.2,100,0.1,8,100,98.3,100,19
COL1788,2023,100,98,100,1.5,9,100,100,98.9,92
COL1788,2024,98.4,98,100,0.5,8,100,99.3,93.6,70
COL1788,2025,100,98,100,0.4,8,100,100,96.2,8
COL1789,2021,94.3,85.3,100,2.6,12,85.0,91.8,96.2,464
COL1789,2022,89.9,82.9,93.4,4.7,12,86.7,87.4,93.7,835
COL1789,2023,89.9,87.2,100,5.3,9,85.7,90.0,95.6,744
COL1789,2024,90.1,80.7,97.9,4.5,12,82.5,89.6,94.2,829
COL1789,2025,89.0,87.0,100,5.2,14,86.5,91.5,87.8,853
COL1790,2021,91.0,91.0,100,2.5,10,100,91.5,99.1,304
COL1790,2022,92.5,88.9,100,4.3,11,100,90.9,93.2,528
COL1790,2023,97.8,95.2,100,1.5,8,100,96.8,99.0,95
COL1790,2024,92.5,93.7,100,1.2,11,100,94.0,94.8,236
COL1790,2025,98.2,96.9,100,0.5,10,100,95.3,100,19
COL1791,2021,94.1,90.0,100,2.2,11,95.7,93.6,88.1,441
COL1791,2022,96.1,89.2,100,2.0,10,92.5,92.0,93.2,356
COL1791,2023,91.3,93.7,100,4.6,11,92.8,89.4,92.6,598
COL1791,2024,92.7,87.6,100,2.9,11,91.2,89.6,92.7,586
COL1791,2025,89.4,85.7,98.2,5.5,12,85.5,88.2,88.5,945
COL1792,2021,72.9,57.9,64.9,12.1,21,44.1,64.4,73.3,1944
COL1792,2022,77.6,61.8,69.1,11.4,18,46.0,73.2,70.4,1892
COL1792,2023,74.6,59.4,74.8,11.7,17,54.9,71.4,71.3,1891
COL1792,2024,73.8,60.7,74.2,12.9,18,47.0,68.2,68.2,1938
COL1792,2025,75.9,61.1,78.6,12.7,19,45.3,65.5,70.4,1940
COL1793,2021,76.4,65.7,73.9,9.1,15,68.5,77.2,76.9,1625
COL1793,2022,82.5,72.5,86.7,7.7,15,80.2,76.2,73.1,1340
COL1793,2023,80.0,77.0,94.5,10.9,17,75.8,78.3,74.4,1514
COL1793,2024,79.4,76.6,93.6,9.3,13,80.1,80.8,83.2,1360
COL1793,2025,80.0,79.4,95.7,7.1,13,82.1,81.4,79.1,1221
COL1794,2021,89.5,90.6,100,3.1,12,94.1,92.0,95.8,479
COL1794,2022,85.6,89.4,100,5.3,11,86.0,85.5,91.9,770
COL1794,2023,93.2,88.1,99.4,2.2,10,87.7,89.1,86.3,504
COL1794,2024,91.4,87.0,99.2,4.7,8,88.0,89.0,91.5,675
COL1794,2025,95.3,93.9,100,1.8,8,94.3,94.3,88.6,445
COL1795,2021,85.5,80.8,95.0,4.7,11,84.6,83.2,83.0,852
COL1795,2022,84.6,81.8,100,7.3,13,84.0,86.8,86.4,984
COL1795,2023,92.3,80.5,99.5,5.1,11,85.6,84.5,85.4,906
COL1795,2024,87.6,83.4,93.8,5.1,12,82.4,88.9,83.8,1022
COL1795,2025,89.9,81.0,97.5,5.7,14,79.8,88.5,81.8,1018
COL1796,2021,85.7,71.1,82.3,7.3,16,60.6,80.4,80.8,1404
COL1796,2022,79.3,76.7,92.8,10.4,14,69.0,76.6,77.5,1532
COL1796,2023,83.9,67.3,80.9,7.1,16,64.0,82.7,83.1,1452
COL1796,2024,77.1,72.9,81.7,9.1,17,64.5,75.4,77.5,1667
COL1796,2025,80.3,69.4,88.8,9.7,16,70.8,75.5,84.8,1510
COL1797,2021,99.8,98,100,0.1,8,100,97.1,99.3,9
COL1797,2022,92.1,93.7,100,1.0,10,100,98.3,98.7,133
COL1797,2023,91.3,93.3,100,2.2,9,100,93.8,93.8,356
COL1797,2024,93.9,91.6,100,3.8,9,100,94.9,91.4,416
COL1797,2025,96.4,93.3,100,2.6,8,100,98.3,91.4,238
COL1798,2021,93.0,92.9,100,3.9,11,100,95.1,92.7,416
COL1798,2022,97.1,92.3,100,2.3,8,100,97.0,96.3,298
COL1798,2023,97.1,96.6,100,0.2,9,100,100,93.1,146
COL1798,2024,99.9,98,100,0,11,100,100,97.4,43
COL1798,2025,95.1,98,100,0.1,8,100,100,99.6,80
COL1799,2021,93.8,98,100,0.4,9,100,98.6,98.3,12
COL1799,2022,95.7,97.5,100,0.1,8,100,95.7,97.1,94
COL1799,2023,94.7,97.3,100,0.3,8,100,97.9,91.0,178
COL1799,2024,97.8,98,100,0,8,100,96.7,99.8,65
COL1799,2025,94.3,98,100,1.5,8,100,98.8,92.1,259
COL1800,2021,71.9,55.2,62.2,14.0,22,34.5,65.4,57.3,1997
COL1800,2022,65.6,51.6,63.8,17.4,20,40.1,58.6,66.8,1998
COL1800,2023,66.8,50.8,66.7,16.3,23,39.9,66.4,56.7,1998
COL1800,2024,67.2,54.6,63.4,14.2,18,42.9,66.3,64.5,1995
COL1800,2025,74.3,54.3,70.7,12.6,21,46.8,71.3,61.5,1950
COL1801,2021,92.4,98,100,0,8,94.0,98.1,100,64
COL1801,2022,97.0,98,100,1.9,8,100,95.7,100,99
COL1801,2023,94.6,90.7,100,3.4,10,99.3,96.2,100,235
COL1801,2024,91.9,95.5,100,2.5,11,90.3,92.9,97.0,381
COL1801,2025,91.0,94.6,100,1.3,10,93.7,91.3,93.5,464
COL1802,2021,91.0,86.1,100,6.7,13,80.4,89.3,81.9,854
COL1802,2022,85.4,79.9,96.2,4.5,13,83.7,87.0,86.1,822
COL1802,2023,87.9,82.8,99.9,6.8,12,80.8,80.3,77.3,1146
COL1802,2024,88.4,84.0,100,5.9,14,79.1,87.0,80.2,1027
COL1802,2025,88.9,73.0,88.3,5.6,13,70.6,87.1,85.1,1192
COL1803,2021,88.1,85.3,100,6.5,12,87.5,84.1,88.1,890
COL1803,2022,83.9,87.5,98.3,5.1,13,87.7,89.1,83.8,764
COL1803,2023,85.1,78.9,91.3,7.7,14,84.8,81.7,80.1,1180
COL1803,2024,86.4,78.6,89.3,8.2,12,83.4,82.6,79.7,1244
COL1803,2025,88.7,79.9,91.3,7.5,14,83.5,87.7,86.0,1166
COL1804,2021,90.4,83.7,95.4,5.1,11,91.7,87.8,86.4,772
COL1804,2022,87.7,84.7,100,6.1,14,98.3,83.8,81.9,844
COL1804,2023,87.2,90.1,100,5.1,11,91.2,90.7,85.9,699
COL1804,2024,90.4,85.7,96.2,6.1,11,90.6,82.9,85.9,848
COL1804,2025,85.2,89.1,100,4.0,13,90.7,89.3,84.8,721
COL1805,2021,86.2,87.7,98.4,4.7,11,100,87.2,87.8,611
COL1805,2022,91.4,94.4,100,1.6,11,100,96.6,90.5,277
COL1805,2023,97.6,95.3,100,3.9,10,100,96.0,96.2,377
COL1805,2024,89.8,92.7,100,2.5,9,100,92.4,88.5,455
COL1805,2025,91.4,94.3,100,3.2,9,100,90.6,94.8,356
COL1806,2021,85.9,73.7,82.6,7.0,13,67.5,80.5,74.6,1443
COL1806,2022,82.7,78.9,97.6,7.9,13,67.4,86.2,86.8,1202
COL1806,2023,82.5,80.1,93.7,5.2,12,68.1,84.0,87.1,1196
COL1806,2024,85.6,75.6,95.9,7.1,15,77.9,80.3,77.3,1323
COL1806,2025,84.4,83.7,99.6,7.0,13,74.3,88.3,80.0,1231
COL1807,2021,86.1,86.9,97.7,5.6,13,100,87.2,83.3,716
COL1807,2022,89.9,92.5,100,3.1,11,94.3,90.7,84.2,533
COL1807,2023,88.4,84.0,98.5,5.5,11,97.0,90.0,85.9,761
COL1807,2024,87.9,87.9,100,7.7,13,92.2,83.8,82.7,988
COL1807,2025,87.2,78.4,91.0,5.8,12,88.1,82.7,91.1,962
COL1808,2021,86.2,76.0,92.1,6.9,13,76.0,81.0,86.2,1167
COL1808,2022,87.3,82.0,100,6.4,14,86.5,84.6,91.5,896
COL1808,2023,83.8,81.9,99.5,8.3,11,83.8,82.1,82.9,1089
COL1808,2024,85.3,83.0,100,5.4,14,80.5,83.2,84.9,944
COL1808,2025,85.3,83.3,97.5,6.0,13,82.1,82.2,80.9,1148
COL1809,2021,95.0,89.3,100,3.7,13,88.4,93.5,92.6,460
COL1809,2022,91.8,90.3,100,3.7,13,90.3,88.0,90.5,633
COL1809,2023,91.6,85.0,96.8,3.6,9,86.7,87.1,91.7,762
COL1809,2024,94.7,94.4,100,4.3,11,93.5,95.5,84.2,571
COL1809,2025,89.2,90.4,100,1.7,9,90.0,89.4,96.8,564
COL1810,2021,87.3,92.3,100,5.4,10,95.2,87.8,84.3,616
COL1810,2022,87.6,86.5,96.8,3.3,10,93.3,85.8,86.7,653
COL1810,2023,87.6,84.7,100.0,6.4,11,100,86.5,85.1,790
COL1810,2024,89.8,87.9,100,4.8,12,100,94.1,95.9,514
COL1810,2025,91.6,93.8,100,2.8,12,100,92.4,94.3,363
COL1811,2021,86.0,89.7,100,4.1,12,90.4,88.7,90.8,632
COL1811,2022,85.5,81.2,94.7,7.8,11,83.4,84.1,79.0,1157
COL1811,2023,86.5,79.6,91.7,5.1,12,96.2,81.8,82.4,879
COL1811,2024,83.5,82.6,92.2,5.7,11,89.4,85.2,80.0,992
COL1811,2025,84.5,83.1,100,6.0,13,93.0,83.3,78.2,1024
COL1812,2021,84.6,68.4,81.1,6.8,16,64.6,79.6,80.8,1451
COL1812,2022,81.3,76.0,87.9,6.4,15,70.3,80.9,78.3,1258
COL1812,2023,84.3,72.2,92.6,8.4,15,72.5,84.8,85.6,1309
COL1812,2024,83.5,74.9,89.5,7.7,15,78.1,83.2,83.7,1344
COL1812,2025,90.1,83.5,97.5,4.8,11,79.6,86.9,81.6,932
COL1813,2021,91.6,91.8,100,2.8,11,95.2,89.8,98.5,376
COL1813,2022,91.7,92.3,100,0.8,8,88.3,92.6,96.9,306
COL1813,2023,91.3,87.0,100,3.5,9,92.5,91.2,95.7,497
COL1813,2024,97.5,90.4,100,1.2,8,98.2,94.3,93.4,202
COL1813,2025,99.6,89.9,100,1.1,10,91.4,100,100,162
COL1814,2021,86.8,81.2,95.7,4.6,14,91.8,83.9,80.2,804
COL1814,2022,82.8,83.1,97.3,8.1,15,86.8,84.2,82.9,1148
COL1814,2023,89.9,81.2,97.7,7.7,13,87.6,84.7,87.9,1004
COL1814,2024,90.2,82.4,100,3.4,12,88.7,88.6,82.1,725
COL1814,2025,82.2,80.4,100,9.7,13,86.3,78.1,83.4,1268
COL1815,2021,85.0,81.8,94.1,4.9,15,80.7,86.4,85.3,977
COL1815,2022,85.0,75.4,90.1,5.3,16,70.4,85.6,83.5,1134
COL1815,2023,85.3,72.6,85.3,8.8,12,72.0,77.3,80.7,1443
COL1815,2024,82.8,73.4,82.8,6.5,12,68.3,83.7,86.1,1387
COL1815,2025,85.0,75.9,93.9,8.0,14,65.4,80.7,74.4,1458
COL1816,2021,78.4,69.1,83.2,10.1,16,76.0,76.6,76.7,1521
COL1816,2022,78.6,72.3,84.7,7.9,13,74.7,75.6,77.5,1468
COL1816,2023,78.0,76.7,85.1,9.4,16,81.4,78.5,82.1,1347
COL1816,2024,83.6,74.9,86.9,8.4,15,78.1,78.9,81.9,1411
COL1816,2025,78.1,74.9,87.7,7.5,14,77.5,79.2,82.8,1399
COL1817,2021,91.3,87.0,100,5.4,11,86.9,85.0,87.0,746
COL1817,2022,89.4,79.0,90.7,3.8,11,78.8,86.7,91.7,827
COL1817,2023,96.3,89.6,100,3.0,10,93.1,94.8,93.3,419
COL1817,2024,89.0,92.6,100,3.2,11,89.5,93.4,86.0,600
COL1817,2025,87.8,82.6,95.7,4.4,12,85.0,88.8,92.6,887
COL1818,2021,97.4,97.2,100,0,10,98.3,97.9,98.9,60
COL1818,2022,94.8,96.6,100,3.0,10,100,95.6,100,167
COL1818,2023,93.8,98,100,0,10,95.8,98.4,93.0,175
COL1818,2024,95.9,98,100,2.9,9,100,93.6,98.5,161
COL1818,2025,96.4,92.4,100,2.0,9,93.3,98.1,94.2,391
COL1819,2021,90.3,90.1,100,2.9,10,88.1,87.1,87.1,502
COL1819,2022,93.3,86.1,99.1,3.0,12,87.8,93.1,93.5,618
COL1819,2023,90.9,87.2,100,2.5,12,87.9,91.9,85.9,565
COL1819,2024,88.8,81.7,92.1,3.6,9,80.6,91.3,86.8,837
COL1819,2025,92.5,91.2,100,2.0,12,90.4,94.7,83.7,522
COL1820,2021,98.8,94.5,100,0.4,8,98.0,99.6,93.2,140
COL1820,2022,94.1,89.0,100,2.9,10,99.0,93.5,97.4,296
COL1820,2023,99.0,92.7,100,0,8,100,99.1,100,71
COL1820,2024,96.2,94.7,100,0,8,100,99.8,96.2,99
COL1820,2025,92.6,90.8,100,2.8,9,100,93.7,97.4,374
COL1821,2021,95.3,98,100,0.5,8,100,93.0,88.8,181
COL1821,2022,97.8,92.3,100,2.1,10,100,97.9,95.0,252
COL1821,2023,99.4,95.2,100,0,9,100,96.6,94.9,25
COL1821,2024,100,98,100,0.5,9,100,100,94.5,78
COL1821,2025,99.0,94.5,100,0,8,100,99.4,96.3,10
COL1822,2021,86.3,84.8,100,4.2,12,83.4,85.0,86.3,721
COL1822,2022,86.0,80.8,92.3,6.5,14,78.2,90.0,89.2,1035
COL1822,2023,90.4,82.7,93.3,2.3,11,79.3,93.1,90.1,707
COL1822,2024,93.6,87.2,100,2.4,13,88.7,90.5,83.5,563
COL1822,2025,89.5,89.0,99.1,3.1,12,80.2,91.8,92.7,726
COL1823,2021,79.6,72.7,87.5,9.3,15,64.0,82.1,84.8,1523
COL1823,2022,84.2,73.3,89.2,7.6,17,72.3,75.4,82.0,1324
COL1823,2023,82.4,68.2,87.4,8.9,13,64.7,78.2,77.5,1534
COL1823,2024,81.6,71.5,87.6,9.7,15,74.0,77.8,81.2,1448
COL1823,2025,82.9,69.8,79.2,10.7,13,62.7,74.7,79.2,1720
COL1824,2021,83.0,77.8,97.7,7.1,12,70.9,79.5,83.2,1261
COL1824,2022,83.7,74.2,88.4,9.2,14,77.4,79.0,85.3,1406
COL1824,2023,90.6,85.2,96.4,4.4,11,77.2,83.8,88.8,823
COL1824,2024,91.0,85.0,100,3.7,11,85.6,87.0,88.0,712
COL1824,2025,85.1,85.8,99.4,4.3,11,89.5,85.6,90.7,773
COL1825,2021,82.1,84.4,99.9,6.1,12,89.9,83.2,82.7,878
COL1825,2022,82.6,81.7,94.9,5.3,13,87.9,79.9,79.3,1058
COL1825,2023,82.0,81.8,96.7,8.4,14,84.0,86.0,80.1,1149
COL1825,2024,89.2,83.2,100,4.7,15,79.2,85.7,75.4,963
COL1825,2025,84.9,86.6,100,5.7,13,90.8,88.3,83.6,935
COL1826,2021,75.4,61.8,77.4,10.4,19,56.6,72.1,64.2,1848
COL1826,2022,73.9,61.9,72.3,13.3,19,50.8,69.9,69.0,1923
COL1826,2023,70.4,50.2,67.0,15.7,22,49.5,62.9,64.0,1991
COL1826,2024,73.4,57.8,71.0,14.4,21,45.0,68.5,63.2,1987
COL1826,2025,67.7,55.3,65.3,15.4,19,44.4,66.6,68.4,1995
COL1827,2021,77.7,62.0,77.3,10.8,19,53.9,71.9,76.8,1816
COL1827,2022,73.9,55.5,69.8,12.9,19,45.0,72.5,63.0,1967
COL1827,2023,71.5,64.6,78.5,14.4,19,52.5,73.8,64.0,1940
COL1827,2024,74.0,66.1,84.1,12.1,17,52.7,74.0,73.9,1870
COL1827,2025,72.6,58.8,69.1,13.0,20,45.7,69.7,67.7,1953
COL1828,2021,83.6,71.4,81.7,9.4,15,80.6,75.8,81.6,1419
COL1828,2022,87.3,82.5,100,7.4,15,84.0,82.2,75.0,1160
COL1828,2023,89.1,75.8,91.9,6.5,15,80.9,85.3,81.4,1140
COL1828,2024,82.6,82.9,92.4,8.4,16,85.3,85.2,85.3,1114
COL1828,2025,82.4,78.3,94.5,8.6,12,86.9,79.6,83.1,1238
COL1829,2021,88.7,86.3,100,3.5,11,89.1,90.0,85.4,598
COL1829,2022,90.0,85.1,95.4,2.8,11,83.1,87.1,91.2,730
COL1829,2023,86.7,84.0,93.6,3.7,12,90.2,87.0,83.3,751
COL1829,2024,92.3,86.1,100,4.4,10,87.6,87.7,92.5,747
COL1829,2025,89.8,86.0,100,3.8,13,83.7,90.6,82.7,870
COL1830,2021,91.9,94.0,100,2.3,8,91.6,94.8,96.7,367
COL1830,2022,93.4,93.5,100,2.9,8,90.0,98.9,91.8,365
COL1830,2023,88.9,93.1,100,4.0,11,96.6,90.2,94.1,454
COL1830,2024,97.7,94.8,100,1.3,8,87.4,94.7,94.9,330
COL1830,2025,89.9,91.1,100,3.3,9,86.9,91.4,90.4,654
COL1831,2021,90.3,85.7,100,1.3,10,89.2,93.7,91.0,495
COL1831,2022,93.4,92.4,100,2.6,12,83.7,96.6,95.0,445
COL1831,2023,90.5,91.7,100,4.4,12,92.8,90.6,95.8,463
COL1831,2024,93.7,95.2,100,4.0,10,88.9,93.4,95.3,445
COL1831,2025,89.7,85.0,100,1.6,8,90.4,91.2,89.1,663
COL1832,2021,93.8,87.3,98.2,4.3,8,95.3,89.4,92.3,536
COL1832,2022,96.3,91.3,100,0,10,98.5,95.9,93.1,81
COL1832,2023,93.7,88.6,100,2.0,10,90.5,95.7,92.1,451
COL1832,2024,92.1,93.4,100,3.8,10,93.2,91.9,88.0,512
COL1832,2025,89.9,95.4,100,4.8,8,94.4,93.8,95.9,622
COL1833,2021,87.2,91.1,100,2.9,11,92.1,90.7,91.9,456
COL1833,2022,86.1,86.2,100,4.2,12,93.4,88.8,83.2,699
COL1833,2023,87.1,86.3,99.6,3.3,12,98.7,91.2,81.5,536
COL1833,2024,88.6,88.1,100,5.5,11,93.7,87.4,92.2,706
COL1833,2025,92.7,87.8,99.9,2.0,9,100,93.0,90.1,523
COL1834,2021,81.2,79.0,90.8,8.8,13,77.6,82.7,86.9,1170
COL1834,2022,89.9,79.6,93.6,4.4,14,71.4,85.9,81.0,1107
COL1834,2023,82.3,72.8,90.7,8.0,11,74.6,79.5,82.2,1303
COL1834,2024,88.9,80.9,95.0,6.7,13,70.4,85.8,81.8,1197
COL1834,2025,86.2,78.9,94.9,7.7,13,68.8,85.4,80.8,1299
COL1835,2021,72.9,56.8,65.0,13.5,19,42.3,65.1,71.6,1980
COL1835,2022,73.9,51.7,66.1,14.0,22,44.1,68.2,68.3,1980
COL1835,2023,76.0,63.7,76.5,11.2,21,53.9,66.8,66.1,1897
COL1835,2024,69.3,59.4,74.0,14.3,21,50.4,64.7,61.9,1983
COL1835,2025,67.5,51.7,60.6,13.3,22,41.6,65.4,60.9,1999
COL1836,2021,80.2,80.8,90.6,9.2,15,75.4,83.0,82.6,1306
COL1836,2022,83.5,71.0,88.2,10.0,17,70.1,76.1,82.2,1522
COL1836,2023,85.5,75.6,90.5,8.5,14,63.4,81.2,78.0,1427
COL1836,2024,86.7,67.8,81.6,6.1,14,64.8,82.9,81.6,1441
COL1836,2025,82.1,78.7,89.8,8.0,14,70.8,82.9,80.3,1391
COL1837,2021,72.6,53.3,63.6,12.7,19,46.7,72.1,71.0,1941
COL1837,2022,69.0,56.8,72.3,12.7,18,43.4,65.5,62.0,1977
COL1837,2023,77.9,61.9,80.6,11.2,17,56.6,74.3,68.3,1852
COL1837,2024,72.7,60.7,75.9,12.7,20,54.3,66.2,74.4,1894
COL1837,2025,69.7,62.2,74.6,11.7,18,49.2,66.1,69.0,1921
COL1838,2021,84.0,76.0,85.2,5.1,12,80.7,86.0,88.1,1096
COL1838,2022,85.9,81.5,94.8,7.4,13,80.9,81.3,88.8,1069
COL1838,2023,87.9,81.6,92.9,7.2,14,77.8,88.9,80.0,1085
COL1838,2024,91.5,83.1,94.8,4.9,11,74.3,89.0,86.2,1039
COL1838,2025,85.9,78.3,87.4,8.1,11,81.0,81.8,78.6,1292
COL1839,2021,82.9,78.4,95.9,5.9,14,85.5,79.4,86.0,982
COL1839,2022,82.7,79.5,88.8,8.2,16,84.9,79.4,82.0,1196
COL1839,2023,83.4,78.3,94.5,4.8,12,83.7,86.2,79.2,1083
COL1839,2024,89.4,80.9,100,4.2,12,90.6,84.5,81.3,804
COL1839,2025,83.4,81.7,99.3,6.8,14,92.2,87.3,83.0,969
COL1840,2021,80.8,69.7,87.8,7.9,16,70.9,74.2,72.3,1494
COL1840,2022,83.3,73.6,82.7,7.8,15,68.3,77.2,70.7,1471
COL1840,2023,75.8,73.1,92.0,9.6,17,76.1,74.3,81.3,1527
COL1840,2024,78.2,71.0,89.6,11.2,17,68.7,78.9,70.8,1654
COL1840,2025,84.4,76.0,94.6,10.0,14,78.1,79.9,80.2,1451
COL1841,2021,87.5,79.0,98.2,6.2,14,87.8,86.3,84.3,894
COL1841,2022,85.8,88.5,100,5.6,14,92.3,88.3,84.7,686
COL1841,2023,83.4,75.1,94.8,5.6,12,80.5,79.3,84.1,1187
COL1841,2024,85.6,78.9,89.3,4.6,13,90.6,81.3,90.4,911
COL1841,2025,85.0,79.4,90.0,7.8,13,84.5,82.9,86.4,1186
COL1842,2021,98.9,96.2,100,0.6,9,100,99.9,92.6,61
COL1842,2022,94.3,94.8,100,0,8,100,99.0,98.7,28
COL1842,2023,97.0,95.4,100,1.1,10,100,98.8,93.6,80
COL1842,2024,94.7,98,100,0,9,100,100,95.7,54
COL1842,2025,98.2,98,100,1.5,8,100,100,100,140
COL1843,2021,82.3,75.3,91.5,8.2,14,75.3,75.6,75.6,1349
COL1843,2022,84.4,77.4,92.6,9.6,16,78.0,76.9,76.1,1442
COL1843,2023,81.6,75.3,83.6,8.1,17,81.4,76.2,79.1,1371
COL1843,2024,84.8,83.7,100,5.7,14,87.7,79.1,87.8,906
COL1843,2025,82.9,78.2,95.2,8.3,13,87.6,80.4,87.9,1158
COL1844,2021,88.2,77.5,98.1,4.6,13,74.7,86.1,87.6,1024
COL1844,2022,83.0,72.6,90.8,6.5,12,71.0,81.3,87.0,1207
COL1844,2023,88.2,76.2,87.9,6.7,14,75.1,84.5,90.1,1186
COL1844,2024,86.4,78.6,90.4,6.2,13,78.7,80.7,88.3,1199
COL1844,2025,89.0,87.0,100,6.9,14,83.5,85.0,79.9,1092
COL1845,2021,83.9,77.2,86.3,9.7,16,80.5,79.1,78.1,1382
COL1845,2022,84.1,80.0,99.2,8.0,16,82.4,80.7,77.7,1163
COL1845,2023,87.1,81.5,95.8,6.1,17,84.4,83.4,75.7,1098
COL1845,2024,80.9,76.8,94.0,7.7,16,87.9,80.6,82.8,1141
COL1845,2025,91.7,77.8,95.3,4.6,15,83.8,89.3,88.3,956
COL1846,2021,94.3,94.6,100,2.6,8,100,93.7,95.8,179
COL1846,2022,100,98,100,0.2,8,96.8,100,96.7,35
COL1846,2023,95.1,94.5,100,1.7,9,95.0,95.3,95.6,341
COL1846,2024,96.2,91.5,100,2.3,11,100,97.1,100,210
COL1846,2025,92.3,96.0,100,3.6,8,94.6,91.0,88.8,532
COL1847,2021,89.5,79.1,93.2,4.2,14,79.0,89.4,82.9,846
COL1847,2022,88.5,80.3,100,5.4,12,74.1,86.5,80.8,1063
COL1847,2023,84.4,75.3,86.2,7.5,12,83.1,81.7,87.9,1181
COL1847,2024,85.4,85.4,98.6,5.3,10,80.8,84.9,87.9,986
COL1847,2025,89.3,84.4,93.9,4.2,10,88.2,84.0,88.1,883
COL1848,2021,98.8,98,100,1.8,8,100,97.0,97.0,88
COL1848,2022,100,97.7,100,1.3,8,100,100,100,15
COL1848,2023,95.5,96.3,100,2.5,8,100,97.1,94.4,273
COL1848,2024,96.3,94.0,100,1.0,9,100,94.9,99.3,62
COL1848,2025,94.4,93.8,100,1.9,8,100,98.9,100,135
COL1849,2021,93.6,89.6,100,1.9,11,100,93.7,95.9,248
COL1849,2022,95.3,97.9,100,0,9,100,99.1,91.8,124
COL1849,2023,94.3,97.6,100,2.2,8,100,100,99.6,205
COL1849,2024,96.4,98,100,3.1,9,100,95.2,100,260
COL1849,2025,97.9,98,100,1.5,9,100,99.5,99.1,85
COL1850,2021,91.8,89.1,100,4.8,13,96.2,85.9,88.9,589
COL1850,2022,91.8,87.5,98.7,2.6,13,100,87.1,94.7,421
COL1850,2023,88.3,85.6,95.4,3.1,10,100,86.2,94.8,571
COL1850,2024,92.0,91.7,100,2.9,9,100,95.0,87.2,523
COL1850,2025,96.2,88.6,100,4.0,9,100,92.1,92.4,540
COL1851,2021,72.8,63.1,76.7,11.0,17,70.8,70.9,69.3,1798
COL1851,2022,72.4,68.6,85.3,11.1,19,61.9,70.5,71.7,1739
COL1851,2023,78.7,63.9,71.6,11.2,15,71.0,72.6,79.8,1741
COL1851,2024,80.4,69.7,80.3,9.5,17,66.6,71.9,70.3,1653
COL1851,2025,80.1,71.5,87.8,11.0,19,70.6,77.5,73.7,1676
COL1852,2021,89.8,77.8,94.9,4.4,13,77.2,84.5,79.3,942
COL1852,2022,87.1,76.0,90.0,4.6,12,75.9,87.6,80.1,1131
COL1852,2023,90.6,85.2,100,5.9,14,73.5,89.9,80.6,1019
COL1852,2024,80.7,75.9,96.1,6.4,13,77.1,79.2,88.1,1222
COL1852,2025,88.2,81.3,100,4.3,10,77.2,88.4,87.9,952
COL1853,2021,87.0,76.8,92.8,5.8,11,80.5,82.8,84.6,1116
COL1853,2022,88.4,81.1,92.7,5.1,13,80.8,84.8,82.9,1010
COL1853,2023,94.2,83.6,96.1,4.1,12,79.5,94.0,91.4,780
COL1853,2024,91.4,84.5,100,4.5,11,89.8,92.8,93.8,717
COL1853,2025,94.7,89.3,100,2.7,10,85.2,90.0,94.5,531
COL1854,2021,82.1,78.1,94.8,8.6,16,69.4,77.4,76.5,1318
COL1854,2022,82.7,76.0,93.5,5.8,13,76.2,78.4,84.3,1247
COL1854,2023,85.9,75.4,89.2,8.1,15,69.4,83.5,86.5,1298
COL1854,2024,86.8,76.1,85.6,6.2,14,76.4,80.9,88.7,1188
COL1854,2025,83.4,74.4,91.1,6.4,13,73.4,81.2,81.8,1257
COL1855,2021,76.4,68.7,77.5,9.1,18,59.2,76.8,70.8,1727
COL1855,2022,81.8,67.3,80.1,10.9,15,66.0,78.0,79.5,1603
COL1855,2023,77.2,65.0,79.2,11.7,15,61.5,76.7,70.7,1833
COL1855,2024,82.6,74.1,92.1,9.6,17,70.6,81.2,77.2,1490
COL1855,2025,81.0,74.4,85.4,9.0,15,66.8,76.9,78.6,1550
COL1856,2021,92.3,83.6,95.8,2.4,12,83.6,86.6,94.7,628
COL1856,2022,90.6,84.7,96.7,3.2,10,91.2,88.7,95.6,628
COL1856,2023,90.2,91.6,100,2.6,9,88.2,92.3,92.0,524
COL1856,2024,89.0,85.7,99.7,2.7,10,84.6,93.7,89.5,677
COL1856,2025,89.8,85.0,97.9,4.5,12,79.7,87.1,94.0,906
COL1857,2021,81.3,79.6,97.6,7.3,14,73.9,80.5,80.5,1159
COL1857,2022,88.0,81.7,100,5.4,13,78.1,86.9,79.2,1060
COL1857,2023,87.4,80.2,97.2,4.0,13,75.7,84.5,88.6,923
COL1857,2024,90.3,82.6,96.6,4.3,13,78.0,85.2,83.7,1007
COL1857,2025,87.0,80.2,92.0,5.4,15,79.1,84.4,82.8,1065
COL1858,2021,95.8,90.0,100,2.9,8,93.0,92.2,94.8,455
COL1858,2022,94.1,98,100,1.1,8,100,93.4,90.7,136
COL1858,2023,100,98,100,0,8,100,100,91.2,43
COL1858,2024,100,95.2,100,0.5,8,95.8,99.9,91.1,229
COL1858,2025,97.7,98,100,1.3,10,98.7,94.3,99.3,73
COL1859,2021,93.3,92.3,100,0.2,8,100,97.4,91.9,164
COL1859,2022,99.2,98,100,0,8,100,94.4,93.5,107
COL1859,2023,99.7,94.7,100,0,9,100,98.6,98.7,3
COL1859,2024,94.2,98,100,2.6,8,100,100,95.8,158
COL1859,2025,99.7,92.9,100,0,9,100,97.6,98.6,25
