college_id,branch,district,year,applications,sanctioned_seats,filled_seats,vacant_seats,cutoff_percentile,placement_rate,graduation_rate,filled_seats_next_year
COL1409,BBA,Nagpur,2021,310,100,86,14,83.05,77.6,92.6,82
COL1409,BBA,Nagpur,2022,286,100,82,18,84.07,78.3,90.2,87
COL1409,BBA,Nagpur,2023,310,100,87,13,86.37,82.3,96.4,75
COL1409,BBA,Nagpur,2024,285,90,75,15,86.14,78.7,99.9,96
COL1410,D.Ed,Pune,2021,66,40,27,13,59.01,70.0,89.1,30
COL1410,D.Ed,Pune,2022,78,40,30,10,60.95,68.1,77.6,30
COL1410,D.Ed,Pune,2023,78,40,30,10,59.25,76.4,90.7,28
COL1410,D.Ed,Pune,2024,75,40,28,12,59.95,78.3,97.5,32
COL1411,BE Civil Engineering,Pune,2021,132,60,45,15,81.5,89.1,100.0,45
COL1411,BE Civil Engineering,Pune,2022,128,60,45,15,83.27,81.7,96.1,50
COL1411,BE Civil Engineering,Pune,2023,144,70,50,20,83.98,80.4,96.5,56
COL1411,BE Civil Engineering,Pune,2024,170,70,56,14,82.33,76.4,92.0,45
COL1412,BA LLB,Mumbai Suburban,2021,199,100,75,25,65.53,77.0,97.4,71
COL1412,BA LLB,Mumbai Suburban,2022,187,100,71,29,64.19,75.3,90.6,72
COL1412,BA LLB,Mumbai Suburban,2023,191,100,72,28,66.38,70.4,87.8,62
COL1412,BA LLB,Mumbai Suburban,2024,166,90,62,28,64.76,76.7,86.6,84
COL1413,BE Computer Engineering,Bhandara,2021,143,130,78,52,66.75,58.0,67.0,80
COL1413,BE Computer Engineering,Bhandara,2022,168,130,80,50,68.38,65.0,83.4,79
COL1413,BE Computer Engineering,Bhandara,2023,151,120,79,41,70.66,70.2,81.7,74
COL1413,BE Computer Engineering,Bhandara,2024,154,120,74,46,70.74,71.0,84.1,98
COL1414,B.Ed,Beed,2021,54,40,25,15,57.79,64.7,79.6,27
COL1414,B.Ed,Beed,2022,67,40,27,13,57.42,64.0,72.4,27
COL1414,B.Ed,Beed,2023,68,40,27,13,59.14,64.0,76.1,28
COL1414,B.Ed,Beed,2024,70,40,28,12,55.86,61.0,72.1,30
COL1415,BE Electrical Engineering,Nashik,2021,244,100,80,20,83.96,79.7,89.7,72
COL1415,BE Electrical Engineering,Nashik,2022,218,100,72,28,85.56,83.7,100.0,90
COL1415,BE Electrical Engineering,Nashik,2023,288,110,90,20,86.85,88.9,100.0,87
COL1415,BE Electrical Engineering,Nashik,2024,266,110,87,23,84.83,86.1,100.0,95
COL1416,BE Computer Engineering,Mumbai City,2021,84,70,45,25,68.12,68.8,87.3,42
COL1416,BE Computer Engineering,Mumbai City,2022,75,70,42,28,67.88,69.6,79.3,47
COL1416,BE Computer Engineering,Mumbai City,2023,89,70,47,23,68.24,70.3,86.7,38
COL1416,BE Computer Engineering,Mumbai City,2024,76,60,38,22,69.87,58.4,75.0,50
COL1417,B.Sc Agriculture,Chhatrapati Sambhajinagar,2021,95,50,35,15,63.21,84.0,97.3,38
COL1417,B.Sc Agriculture,Chhatrapati Sambhajinagar,2022,109,50,38,12,60.04,85.1,96.5,37
COL1417,B.Sc Agriculture,Chhatrapati Sambhajinagar,2023,107,50,37,13,60.91,84.3,100.0,43
COL1417,B.Sc Agriculture,Chhatrapati Sambhajinagar,2024,130,60,43,17,61.94,81.5,90.7,47
COL1418,Diploma in Mechanical Engineering,Ahmednagar,2021,82,50,33,17,57.72,66.7,82.3,34
COL1418,Diploma in Mechanical Engineering,Ahmednagar,2022,93,50,34,16,58.16,71.1,81.3,34
COL1418,Diploma in Mechanical Engineering,Ahmednagar,2023,92,50,34,16,55.74,62.3,77.9,35
COL1418,Diploma in Mechanical Engineering,Ahmednagar,2024,97,50,35,15,55.76,70.7,82.9,45
COL1419,MBBS,Mumbai City,2021,726,210,175,35,98.05,93.8,100.0,199
COL1419,MBBS,Mumbai City,2022,823,220,199,21,99.95,97.0,100.0,198
COL1419,MBBS,Mumbai City,2023,820,230,198,32,99.95,95.7,100.0,213
COL1419,MBBS,Mumbai City,2024,895,230,213,17,99.95,98.0,100.0,185
COL1420,B.Ed,Chhatrapati Sambhajinagar,2021,103,40,31,9,69.04,77.5,89.9,30
COL1420,B.Ed,Chhatrapati Sambhajinagar,2022,95,40,30,10,71.85,76.6,92.5,33
COL1420,B.Ed,Chhatrapati Sambhajinagar,2023,107,40,33,7,69.8,72.4,83.9,34
COL1420,B.Ed,Chhatrapati Sambhajinagar,2024,116,40,34,6,72.18,81.8,95.7,34
COL1421,BCom,Pune,2021,296,110,91,19,60.49,80.6,93.2,92
COL1421,BCom,Pune,2022,297,120,92,28,58.02,75.3,90.3,100
COL1421,BCom,Pune,2023,347,120,100,20,56.82,68.3,84.4,92
COL1421,BCom,Pune,2024,310,110,92,18,60.3,75.7,92.1,86
COL1422,B.Ed,Mumbai Suburban,2021,117,40,32,8,74.34,93.8,100.0,34
COL1422,B.Ed,Mumbai Suburban,2022,124,40,34,6,75.35,93.9,100.0,34
COL1422,B.Ed,Mumbai Suburban,2023,123,40,34,6,77.86,89.9,100.0,33
COL1422,B.Ed,Mumbai Suburban,2024,123,40,33,7,78.47,90.5,100.0,42
COL1423,BSc,Jalna,2021,1093,500,382,118,55.34,77.9,91.6,390
COL1423,BSc,Jalna,2022,1092,520,390,130,51.78,80.0,98.7,384
COL1423,BSc,Jalna,2023,1195,480,384,96,53.06,75.8,85.4,450
COL1423,BSc,Jalna,2024,1336,550,450,100,53.98,77.8,90.1,454
COL1424,B.Arch,Raigad,2021,77,30,24,6,84.98,84.8,100.0,24
COL1424,B.Arch,Raigad,2022,78,30,24,6,81.97,91.0,100.0,23
COL1424,B.Arch,Raigad,2023,76,30,23,7,85.47,96.6,100.0,23
COL1424,B.Arch,Raigad,2024,76,30,23,7,84.87,97.2,100.0,26
COL1425,BCom,Nandurbar,2021,312,250,159,91,43.17,63.0,70.2,181
COL1425,BCom,Nandurbar,2022,400,260,181,79,43.46,60.9,75.1,161
COL1425,BCom,Nandurbar,2023,343,230,161,69,47.11,55.0,67.2,166
COL1425,BCom,Nandurbar,2024,347,240,166,74,45.71,57.7,68.2,176
COL1426,Diploma in Computer Engineering,Nagpur,2021,214,100,76,24,59.93,78.9,97.2,73
COL1426,Diploma in Computer Engineering,Nagpur,2022,210,100,73,27,59.02,77.4,94.3,86
COL1426,Diploma in Computer Engineering,Nagpur,2023,244,110,86,24,61.88,68.1,88.4,71
COL1426,Diploma in Computer Engineering,Nagpur,2024,206,100,71,29,60.11,75.2,86.3,86
COL1427,BCom,Palghar,2021,569,200,162,38,67.74,88.7,100.0,175
COL1427,BCom,Palghar,2022,642,200,175,25,65.65,88.4,100.0,163
COL1427,BCom,Palghar,2023,594,200,163,37,64.93,86.9,100.0,160
COL1427,BCom,Palghar,2024,621,190,160,30,65.13,89.9,100.0,200
COL1428,B.Pharm,Parbhani,2021,75,50,33,17,61.95,72.4,86.6,32
COL1428,B.Pharm,Parbhani,2022,71,50,32,18,59.12,67.9,75.8,35
COL1428,B.Pharm,Parbhani,2023,85,50,35,15,63.75,73.1,85.7,34
COL1428,B.Pharm,Parbhani,2024,77,50,34,16,59.87,65.9,82.4,29
COL1429,B.Ed,Mumbai City,2021,236,80,69,11,76.04,84.2,100.0,68
COL1429,B.Ed,Mumbai City,2022,240,80,68,12,74.9,79.3,90.3,71
COL1429,B.Ed,Mumbai City,2023,257,90,71,19,76.87,86.0,100.0,77
COL1429,B.Ed,Mumbai City,2024,277,90,77,13,75.57,80.9,98.4,58
COL1430,BA LLB,Mumbai City,2021,136,80,56,24,66.61,65.5,79.6,58
COL1430,BA LLB,Mumbai City,2022,146,80,58,22,65.81,68.4,88.0,57
COL1430,BA LLB,Mumbai City,2023,147,80,57,23,64.44,67.8,87.2,64
COL1430,BA LLB,Mumbai City,2024,171,90,64,26,65.86,69.2,85.2,53
COL1431,BA History,Wardha,2021,417,200,155,45,48.43,76.0,91.5,132
COL1431,BA History,Wardha,2022,396,190,132,58,50.36,69.8,88.0,168
COL1431,BA History,Wardha,2023,468,210,168,42,49.58,68.0,80.4,148
COL1431,BA History,Wardha,2024,438,200,148,52,49.79,74.5,94.5,186
COL1432,LLB,Amravati,2021,374,100,88,12,88.05,88.2,100.0,91
COL1432,LLB,Amravati,2022,393,100,91,9,87.76,83.9,100.0,85
COL1432,LLB,Amravati,2023,367,90,85,5,86.65,81.4,100.0,84
COL1432,LLB,Amravati,2024,378,90,84,6,90.35,89.9,100.0,104
COL1433,B.Sc Agriculture,Nashik,2021,179,50,43,7,79.0,95.9,100.0,44
COL1433,B.Sc Agriculture,Nashik,2022,186,50,44,6,79.81,98.0,100.0,47
COL1433,B.Sc Agriculture,Nashik,2023,197,50,47,3,78.99,95.7,100.0,46
COL1433,B.Sc Agriculture,Nashik,2024,199,50,46,4,81.1,95.3,100.0,45
COL1434,BE Civil Engineering,Mumbai Suburban,2021,199,160,101,59,70.34,62.3,78.4,109
COL1434,BE Civil Engineering,Mumbai Suburban,2022,241,160,109,51,68.49,61.6,79.0,123
COL1434,BE Civil Engineering,Mumbai Suburban,2023,276,180,123,57,68.62,70.2,83.2,116
COL1434,BE Civil Engineering,Mumbai Suburban,2024,247,180,116,64,67.7,68.6,87.6,98
COL1435,BE Computer Engineering,Chandrapur,2021,170,60,48,12,96.37,97.6,100.0,51
COL1435,BE Computer Engineering,Chandrapur,2022,193,60,51,9,96.64,97.5,100.0,58
COL1435,BE Computer Engineering,Chandrapur,2023,220,70,58,12,92.12,94.1,100.0,41
COL1435,BE Computer Engineering,Chandrapur,2024,155,50,41,9,96.5,98.0,100.0,51
COL1436,BE Electrical Engineering,Kolhapur,2021,70,50,32,18,71.44,79.4,95.3,35
COL1436,BE Electrical Engineering,Kolhapur,2022,77,50,35,15,71.88,70.1,88.7,33
COL1436,BE Electrical Engineering,Kolhapur,2023,82,50,33,17,76.36,70.6,81.8,36
COL1436,BE Electrical Engineering,Kolhapur,2024,90,50,36,14,74.26,78.9,92.4,35
COL1437,BE Mechanical Engineering,Buldhana,2021,231,100,79,21,82.97,87.9,100.0,73
COL1437,BE Mechanical Engineering,Buldhana,2022,211,100,73,27,83.31,79.2,98.2,73
COL1437,BE Mechanical Engineering,Buldhana,2023,220,90,73,17,83.34,81.7,90.9,80
COL1437,BE Mechanical Engineering,Buldhana,2024,245,100,80,20,85.43,84.6,98.6,91
COL1438,BA,Parbhani,2021,386,140,108,32,63.51,81.4,91.3,121
COL1438,BA,Parbhani,2022,454,140,121,19,63.2,74.8,88.1,128
COL1438,BA,Parbhani,2023,492,150,128,22,66.21,79.0,99.6,117
COL1438,BA,Parbhani,2024,435,130,117,13,65.88,81.1,92.5,129
COL1439,BCom,Latur,2021,919,360,285,75,59.46,79.0,94.5,297
COL1439,BCom,Latur,2022,1016,360,297,63,57.44,82.9,100.0,276
COL1439,BCom,Latur,2023,954,340,276,64,57.61,82.3,95.7,255
COL1439,BCom,Latur,2024,860,320,255,65,58.08,73.8,93.3,359
COL1440,BCom,Latur,2021,335,200,134,66,52.1,71.3,82.4,140
COL1440,BCom,Latur,2022,393,200,140,60,50.65,64.2,79.9,139
COL1440,BCom,Latur,2023,389,200,139,61,54.63,76.7,93.1,149
COL1440,BCom,Latur,2024,412,190,149,41,53.52,72.7,85.8,139
COL1441,BA,Latur,2021,465,210,152,58,56.31,75.9,90.8,163
COL1441,BA,Latur,2022,480,220,163,57,54.22,73.6,91.8,151
COL1441,BA,Latur,2023,437,200,151,49,57.41,77.0,98.1,157
COL1441,BA,Latur,2024,484,190,157,33,56.2,74.5,90.9,200
COL1442,Diploma in Mechanical Engineering,Parbhani,2021,281,100,79,21,73.87,97.3,100.0,88
COL1442,Diploma in Mechanical Engineering,Parbhani,2022,334,100,88,12,74.14,90.3,100.0,87
COL1442,Diploma in Mechanical Engineering,Parbhani,2023,330,100,87,13,76.87,98.0,100.0,90
COL1442,Diploma in Mechanical Engineering,Parbhani,2024,342,110,90,20,76.5,97.7,100.0,102
COL1443,BSc Computer Science,Raigad,2021,302,170,121,49,56.11,81.7,96.6,123
COL1443,BSc Computer Science,Raigad,2022,328,170,123,47,53.4,82.6,98.1,138
COL1443,BSc Computer Science,Raigad,2023,365,190,138,52,51.74,84.1,100.0,122
COL1443,BSc Computer Science,Raigad,2024,338,160,122,38,53.91,79.2,94.3,121
COL1444,MBBS,Nagpur,2021,384,130,111,19,98.42,87.8,100.0,105
COL1444,MBBS,Nagpur,2022,389,130,105,25,98.4,90.8,100.0,107
COL1444,MBBS,Nagpur,2023,385,120,107,13,99.95,92.0,100.0,114
COL1444,MBBS,Nagpur,2024,418,130,114,16,99.95,89.3,100.0,123
COL1445,BCom,Beed,2021,171,110,75,35,48.96,60.8,70.9,77
COL1445,BCom,Beed,2022,178,110,77,33,45.77,62.7,77.6,79
COL1445,BCom,Beed,2023,177,120,79,41,48.22,65.7,80.4,78
COL1445,BCom,Beed,2024,175,110,78,32,48.67,63.7,78.2,90
COL1446,LLB,Mumbai Suburban,2021,294,80,70,10,89.4,92.5,100.0,72
COL1446,LLB,Mumbai Suburban,2022,312,80,72,8,88.5,93.8,100.0,88
COL1446,LLB,Mumbai Suburban,2023,399,90,88,2,88.5,91.2,100.0,78
COL1446,LLB,Mumbai Suburban,2024,362,80,78,2,90.16,98.0,100.0,89
COL1447,BA Economics,Palghar,2021,374,210,150,60,44.04,73.3,91.6,157
COL1447,BA Economics,Palghar,2022,400,210,157,53,44.59,72.1,86.3,162
COL1447,BA Economics,Palghar,2023,450,210,162,48,44.33,72.0,86.0,138
COL1447,BA Economics,Palghar,2024,368,200,138,62,46.03,73.0,91.9,141
COL1448,BCom,Kolhapur,2021,787,210,192,18,68.75,90.0,100.0,192
COL1448,BCom,Kolhapur,2022,816,220,192,28,69.32,88.3,100.0,176
COL1448,BCom,Kolhapur,2023,751,200,176,24,69.21,87.0,100.0,208
COL1448,BCom,Kolhapur,2024,901,230,208,22,69.27,85.5,100.0,185
COL1449,BA English,Ahmednagar,2021,324,150,115,35,49.2,78.5,93.1,116
COL1449,BA English,Ahmednagar,2022,336,150,116,34,48.77,77.2,90.9,128
COL1449,BA English,Ahmednagar,2023,383,170,128,42,47.68,81.6,98.5,139
COL1449,BA English,Ahmednagar,2024,427,170,139,31,47.83,71.3,86.2,117
COL1450,BCom,Solapur,2021,712,410,300,110,50.07,63.1,74.6,306
COL1450,BCom,Solapur,2022,722,410,306,104,50.24,62.0,80.6,255
COL1450,BCom,Solapur,2023,642,380,255,125,48.69,67.1,84.5,315
COL1450,BCom,Solapur,2024,825,420,315,105,50.15,65.1,84.5,304
COL1451,B.Ed,Sangli,2021,168,80,59,21,65.06,64.7,77.2,63
COL1451,B.Ed,Sangli,2022,190,80,63,17,67.18,72.8,84.9,64
COL1451,B.Ed,Sangli,2023,196,80,64,16,63.68,77.6,91.9,50
COL1451,B.Ed,Sangli,2024,146,70,50,20,64.55,77.6,97.4,59
COL1452,BCom,Yavatmal,2021,489,260,177,83,52.44,63.2,75.5,194
COL1452,BCom,Yavatmal,2022,508,270,194,76,53.34,74.1,87.8,203
COL1452,BCom,Yavatmal,2023,549,270,203,67,50.04,69.7,89.6,204
COL1452,BCom,Yavatmal,2024,554,280,204,76,53.25,75.0,88.4,191
COL1453,BE Mechanical Engineering,Chhatrapati Sambhajinagar,2021,428,200,153,47,85.21,83.7,98.7,152
COL1453,BE Mechanical Engineering,Chhatrapati Sambhajinagar,2022,431,200,152,48,84.28,84.9,100.0,148
COL1453,BE Mechanical Engineering,Chhatrapati Sambhajinagar,2023,437,190,148,42,84.53,84.0,100.0,188
COL1453,BE Mechanical Engineering,Chhatrapati Sambhajinagar,2024,554,230,188,42,81.96,93.8,100.0,140
COL1454,BSc Physics,Beed,2021,304,80,74,6,72.85,98.0,100.0,71
COL1454,BSc Physics,Beed,2022,310,80,71,9,72.68,98.0,100.0,79
COL1454,BSc Physics,Beed,2023,347,90,79,11,71.32,98.0,100.0,87
COL1454,BSc Physics,Beed,2024,388,90,87,3,75.32,93.5,100.0,86
COL1455,BCom,Jalgaon,2021,686,170,160,10,66.59,98.0,100.0,161
COL1455,BCom,Jalgaon,2022,699,180,161,19,68.42,93.7,100.0,155
COL1455,BCom,Jalgaon,2023,708,170,155,15,68.67,92.7,100.0,158
COL1455,BCom,Jalgaon,2024,727,160,158,2,66.77,97.7,100.0,162
COL1456,BE Electrical Engineering,Raigad,2021,244,100,76,24,89.2,83.9,94.1,79
COL1456,BE Electrical Engineering,Raigad,2022,259,100,79,21,89.99,83.5,100.0,85
COL1456,BE Electrical Engineering,Raigad,2023,276,110,85,25,87.67,88.6,100.0,73
COL1456,BE Electrical Engineering,Raigad,2024,249,90,73,17,89.72,84.9,100.0,95
COL1457,BSc,Solapur,2021,772,210,191,19,65.93,95.6,100.0,203
COL1457,BSc,Solapur,2022,841,220,203,17,70.02,98.0,100.0,179
COL1457,BSc,Solapur,2023,755,200,179,21,68.85,98.0,100.0,205
COL1457,BSc,Solapur,2024,928,230,205,25,69.22,96.7,100.0,224
COL1458,Diploma in Computer Engineering,Mumbai Suburban,2021,103,50,35,15,64.23,73.5,82.6,40
COL1458,Diploma in Computer Engineering,Mumbai Suburban,2022,124,50,40,10,64.95,72.6,86.5,39
COL1458,Diploma in Computer Engineering,Mumbai Suburban,2023,120,50,39,11,64.34,74.5,90.8,39
COL1458,Diploma in Computer Engineering,Mumbai Suburban,2024,122,50,39,11,64.1,72.4,83.0,42
COL1459,LLB,Solapur,2021,108,50,38,12,68.76,82.8,100.0,36
COL1459,LLB,Solapur,2022,102,50,36,14,68.6,73.9,91.2,39
COL1459,LLB,Solapur,2023,113,50,39,11,72.41,72.7,91.0,44
COL1459,LLB,Solapur,2024,131,60,44,16,70.97,84.0,100.0,37
COL1460,LLB,Latur,2021,202,50,46,4,86.63,91.4,100.0,46
COL1460,LLB,Latur,2022,203,50,46,4,88.12,94.0,100.0,49
COL1460,LLB,Latur,2023,222,50,49,1,87.09,97.4,100.0,47
COL1460,LLB,Latur,2024,209,50,47,3,90.54,98.0,100.0,56
COL1461,BSc,Parbhani,2021,1312,530,415,115,59.12,81.0,90.9,412
COL1461,BSc,Parbhani,2022,1407,550,412,138,57.74,76.0,92.6,411
COL1461,BSc,Parbhani,2023,1353,540,411,129,60.7,80.5,100.0,454
COL1461,BSc,Parbhani,2024,1597,530,454,76,60.06,82.6,95.1,460
COL1462,B.Arch,Dhule,2021,48,30,20,10,68.8,76.8,85.9,20
COL1462,B.Arch,Dhule,2022,47,30,20,10,70.94,74.2,83.2,20
COL1462,B.Arch,Dhule,2023,48,30,20,10,70.89,76.2,87.7,21
COL1462,B.Arch,Dhule,2024,52,30,21,9,73.67,70.5,85.3,22
COL1463,B.Pharm,Pune,2021,168,50,44,6,84.35,98.0,100.0,45
COL1463,B.Pharm,Pune,2022,169,50,45,5,85.77,97.0,100.0,43
COL1463,B.Pharm,Pune,2023,168,50,43,7,85.89,94.3,100.0,55
COL1463,B.Pharm,Pune,2024,215,60,55,5,86.17,95.8,100.0,45
COL1464,BE Mechanical Engineering,Sindhudurg,2021,280,100,83,17,91.87,90.8,100.0,80
COL1464,BE Mechanical Engineering,Sindhudurg,2022,294,100,80,20,92.08,87.5,97.2,79
COL1464,BE Mechanical Engineering,Sindhudurg,2023,279,100,79,21,93.53,91.8,100.0,99
COL1464,BE Mechanical Engineering,Sindhudurg,2024,361,120,99,21,96.06,82.7,93.4,74
COL1465,BA English,Sangli,2021,407,160,122,38,51.47,76.6,92.0,134
COL1465,BA English,Sangli,2022,454,170,134,36,55.17,84.4,99.1,139
COL1465,BA English,Sangli,2023,451,180,139,41,54.64,79.5,89.8,159
COL1465,BA English,Sangli,2024,522,190,159,31,52.28,80.1,95.5,146
COL1466,BA,Kolhapur,2021,1196,460,372,88,57.45,77.8,98.3,352
COL1466,BA,Kolhapur,2022,1065,440,352,88,54.89,76.7,95.3,336
COL1466,BA,Kolhapur,2023,1057,430,336,94,58.91,79.3,94.1,338
COL1466,BA,Kolhapur,2024,1077,410,338,72,57.37,84.9,94.9,327
COL1467,BSc Computer Science,Nanded,2021,405,160,128,32,59.8,95.0,100.0,128
COL1467,BSc Computer Science,Nanded,2022,392,160,128,32,62.84,91.8,100.0,130
COL1467,BSc Computer Science,Nanded,2023,435,160,130,30,59.53,91.7,100.0,135
COL1467,BSc Computer Science,Nanded,2024,441,160,135,25,62.6,93.7,100.0,154
COL1468,B.Ed,Akola,2021,41,40,23,17,47.53,58.6,76.1,25
COL1468,B.Ed,Akola,2022,49,40,25,15,52.6,58.0,71.8,27
COL1468,B.Ed,Akola,2023,55,40,27,13,49.19,58.5,77.5,25
COL1468,B.Ed,Akola,2024,52,40,25,15,51.71,57.3,65.1,25
COL1469,MBBS,Mumbai Suburban,2021,352,130,106,24,98.27,84.7,97.9,100
COL1469,MBBS,Mumbai Suburban,2022,352,130,100,30,98.49,92.2,100.0,115
COL1469,MBBS,Mumbai Suburban,2023,419,140,115,25,99.95,93.5,100.0,131
COL1469,MBBS,Mumbai Suburban,2024,462,150,131,19,99.95,87.9,100.0,119
COL1470,B.Ed,Solapur,2021,56,40,26,14,55.32,56.9,72.8,28
COL1470,B.Ed,Solapur,2022,59,40,28,12,57.05,55.5,71.7,26
COL1470,B.Ed,Solapur,2023,61,40,26,14,53.95,59.0,77.4,28
COL1470,B.Ed,Solapur,2024,66,40,28,12,57.8,57.2,65.5,29
COL1471,MBA,Amravati,2021,244,80,66,14,86.12,87.9,100.0,71
COL1471,MBA,Amravati,2022,250,80,71,9,85.92,86.6,98.7,71
COL1471,MBA,Amravati,2023,274,80,71,9,84.17,92.1,100.0,65
COL1471,MBA,Amravati,2024,251,80,65,15,86.67,85.9,100.0,77
COL1472,BSc Computer Science,Gondia,2021,173,150,92,58,45.7,67.5,87.1,99
COL1472,BSc Computer Science,Gondia,2022,195,160,99,61,48.37,65.0,73.4,95
COL1472,BSc Computer Science,Gondia,2023,193,150,95,55,45.78,71.0,83.4,96
COL1472,BSc Computer Science,Gondia,2024,215,140,96,44,45.2,70.8,88.8,111
COL1473,BCom,Solapur,2021,364,200,146,54,50.96,66.4,83.8,151
COL1473,BCom,Solapur,2022,402,200,151,49,49.82,74.1,94.2,126
COL1473,BCom,Solapur,2023,323,180,126,54,52.44,69.8,82.0,149
COL1473,BCom,Solapur,2024,407,210,149,61,51.06,70.7,89.7,154
COL1474,D.Pharm,Gondia,2021,101,80,47,33,56.86,57.5,73.1,51
COL1474,D.Pharm,Gondia,2022,105,80,51,29,57.42,58.3,73.9,56
COL1474,D.Pharm,Gondia,2023,120,80,56,24,56.63,56.4,67.0,46
COL1474,D.Pharm,Gondia,2024,97,70,46,24,57.18,52.3,68.6,55
COL1475,B.Pharm,Pune,2021,239,80,65,15,80.08,89.1,100.0,63
COL1475,B.Pharm,Pune,2022,238,80,63,17,81.91,89.2,100.0,65
COL1475,B.Pharm,Pune,2023,239,80,65,15,80.92,85.9,97.8,70
COL1475,B.Pharm,Pune,2024,257,80,70,10,79.08,92.7,100.0,72
COL1476,BSc,Chhatrapati Sambhajinagar,2021,557,170,145,25,66.38,92.5,100.0,146
COL1476,BSc,Chhatrapati Sambhajinagar,2022,566,170,146,24,68.66,89.6,100.0,165
COL1476,BSc,Chhatrapati Sambhajinagar,2023,653,180,165,15,68.02,95.0,100.0,154
COL1476,BSc,Chhatrapati Sambhajinagar,2024,625,180,154,26,67.89,85.7,100.0,177
COL1477,BSc,Washim,2021,328,120,98,22,59.95,87.5,100.0,94
COL1477,BSc,Washim,2022,305,120,94,26,60.77,82.9,95.4,98
COL1477,BSc,Washim,2023,314,130,98,32,57.19,83.0,92.8,88
COL1477,BSc,Washim,2024,294,110,88,22,60.38,75.6,85.6,96
COL1478,Diploma in Civil Engineering,Sangli,2021,175,100,70,30,58.77,75.6,85.7,67
COL1478,Diploma in Civil Engineering,Sangli,2022,173,100,67,33,59.05,70.0,79.1,73
COL1478,Diploma in Civil Engineering,Sangli,2023,198,100,73,27,58.21,70.6,89.5,70
COL1478,Diploma in Civil Engineering,Sangli,2024,199,100,70,30,59.47,78.1,98.8,68
COL1479,B.Arch,Jalgaon,2021,93,30,26,4,85.57,94.5,100.0,24
COL1479,B.Arch,Jalgaon,2022,84,30,24,6,89.97,97.9,100.0,26
COL1479,B.Arch,Jalgaon,2023,99,30,26,4,88.13,90.6,100.0,25
COL1479,B.Arch,Jalgaon,2024,93,30,25,5,85.84,96.0,100.0,25
COL1480,BCom,Dhule,2021,402,160,130,30,58.84,80.3,94.9,129
COL1480,BCom,Dhule,2022,429,160,129,31,57.31,81.0,97.6,149
COL1480,BCom,Dhule,2023,484,180,149,31,57.42,90.0,100.0,158
COL1480,BCom,Dhule,2024,508,190,158,32,58.53,83.1,100.0,118
COL1481,BCom,Solapur,2021,393,120,101,19,70.65,82.6,94.5,107
COL1481,BCom,Solapur,2022,418,120,107,13,67.12,94.6,100.0,111
COL1481,BCom,Solapur,2023,457,130,111,19,68.81,87.0,100.0,95
COL1481,BCom,Solapur,2024,394,110,95,15,69.57,84.7,100.0,143
COL1482,BE Civil Engineering,Thane,2021,287,90,77,13,99.33,90.1,100.0,80
COL1482,BE Civil Engineering,Thane,2022,305,90,80,10,98.45,98.0,100.0,81
COL1482,BE Civil Engineering,Thane,2023,332,90,81,9,96.78,95.2,100.0,94
COL1482,BE Civil Engineering,Thane,2024,393,110,94,16,96.79,90.6,100.0,69
COL1483,BCom,Latur,2021,1901,500,466,34,65.9,91.2,100.0,455
COL1483,BCom,Latur,2022,1857,510,455,55,66.17,86.1,100.0,439
COL1483,BCom,Latur,2023,1948,470,439,31,70.19,92.1,100.0,410
COL1483,BCom,Latur,2024,1767,460,410,50,70.59,94.8,100.0,462
COL1484,BCom,Mumbai City,2021,302,120,94,26,59.65,86.0,100.0,98
COL1484,BCom,Mumbai City,2022,296,120,98,22,57.23,88.1,100.0,90
COL1484,BCom,Mumbai City,2023,292,120,90,30,61.64,80.8,93.2,95
COL1484,BCom,Mumbai City,2024,308,120,95,25,60.83,82.4,100.0,112
COL1485,MBBS,Mumbai Suburban,2021,343,210,149,61,93.71,69.0,79.6,146
COL1485,MBBS,Mumbai Suburban,2022,351,200,146,54,95.3,72.0,90.3,151
COL1485,MBBS,Mumbai Suburban,2023,362,220,151,69,94.42,79.2,94.7,139
COL1485,MBBS,Mumbai Suburban,2024,328,190,139,51,96.99,68.6,81.1,159
COL1486,MBBS,Nagpur,2021,406,210,156,54,95.22,78.5,90.8,161
COL1486,MBBS,Nagpur,2022,423,220,161,59,98.37,77.4,89.0,156
COL1486,MBBS,Nagpur,2023,423,220,156,64,94.18,75.6,89.3,168
COL1486,MBBS,Nagpur,2024,453,240,168,72,97.44,68.9,79.7,172
COL1487,MBBS,Chandrapur,2021,504,130,118,12,99.95,96.2,100.0,114
COL1487,MBBS,Chandrapur,2022,483,130,114,16,99.95,96.6,100.0,132
COL1487,MBBS,Chandrapur,2023,604,140,132,8,99.95,97.6,100.0,121
COL1487,MBBS,Chandrapur,2024,545,130,121,9,99.74,97.7,100.0,124
COL1488,B.Sc Agriculture,Raigad,2021,158,80,56,24,63.51,80.6,90.0,61
COL1488,B.Sc Agriculture,Raigad,2022,176,80,61,19,61.92,81.8,98.3,65
COL1488,B.Sc Agriculture,Raigad,2023,193,90,65,25,66.05,85.1,100.0,57
COL1488,B.Sc Agriculture,Raigad,2024,181,70,57,13,64.84,93.8,100.0,56
COL1489,BCom,Thane,2021,336,180,132,48,51.42,67.8,81.5,135
COL1489,BCom,Thane,2022,329,190,135,55,53.1,73.3,87.8,138
COL1489,BCom,Thane,2023,345,190,138,52,49.95,73.8,93.7,145
