finance_id,college_id,financial_year,annual_budget,government_grant,research_grant,tuition_revenue,expenses,capital_expenditure,operating_expenditure
FIN10215,COL1577,2021,180881000,13318000,6852000,151399000,136515000,29016000,107499000
FIN10216,COL1577,2022,187677000,19077000,2705000,132370000,174739000,54236000,120503000
FIN10217,COL1577,2023,216916000,25694000,3452000,174365000,229850000,61886000,167964000
FIN10218,COL1577,2024,208220000,13978000,4381000,164390000,179721000,60601000,119120000
FIN10219,COL1577,2025,220369000,7019000,8792000,173880000,241596000,81183000,160413000
FIN10220,COL1390,2019,184575000,66957000,14607000,97555000,144146000,43779000,100367000
FIN10221,COL1390,2020,188314000,66805000,14658000,84135000,209523000,37575000,171948000
FIN10222,COL1390,2021,192309000,49765000,6752000,104050000,154665000,40219000,114446000
FIN10223,COL1390,2022,194074000,80888000,18847000,72840000,206437000,64613000,141824000
FIN10224,COL1390,2023,243684000,99146000,7066000,106420000,189664000,45955000,143709000
FIN10225,COL1390,2024,231642000,99701000,20372000,100300000,241186000,67490000,173696000
FIN10226,COL1390,2025,232408000,97943000,7852000,103919000,239929000,66558000,173371000
FIN10227,COL1421,2019,149316000,106248000,6141000,33086000,128147000,22088000,106059000
FIN10228,COL1421,2020,175264000,119644000,9517000,41566000,173710000,38171000,135539000
FIN10229,COL1421,2021,168233000,117152000,6944000,33491000,155849000,35142000,120707000
FIN10230,COL1421,2022,173271000,116906000,5927000,38321000,141118000,39918000,101200000
FIN10231,COL1421,2023,182823000,132817000,7051000,38602000,173253000,39721000,133532000
FIN10232,COL1421,2024,197797000,132021000,10349000,44296000,185402000,54082000,131320000
FIN10233,COL1421,2025,217548000,150242000,7022000,56964000,213533000,44971000,168562000
FIN10234,COL0782,2019,322633000,209950000,13647000,79672000,298741000,104411000,194330000
FIN10235,COL0782,2020,301776000,201190000,10614000,83114000,324170000,49930000,274240000
FIN10236,COL0782,2021,332951000,197388000,6820000,98032000,347868000,78995000,268873000
FIN10237,COL0782,2022,411803000,237077000,13214000,142102000,448111000,76921000,371190000
FIN10238,COL0782,2023,416016000,248303000,30975000,118271000,420106000,81025000,339081000
FIN10239,COL0782,2024,437974000,312351000,32585000,71681000,476198000,160698000,315500000
FIN10240,COL0782,2025,379357000,267057000,16819000,86098000,382753000,84646000,298107000
FIN10241,COL0687,2019,144867000,7863000,8986000,97438000,141582000,27790000,113792000
FIN10242,COL0687,2020,157117000,18846000,5340000,103869000,149754000,30863000,118891000
FIN10243,COL0687,2021,142400000,8247000,10147000,94564000,134877000,36535000,98342000
FIN10244,COL0687,2022,143910000,7189000,4261000,124476000,121608000,36766000,84842000
FIN10245,COL0687,2023,178335000,10793000,6737000,149630000,200220000,47201000,153019000
FIN10246,COL0687,2024,157962000,7061000,9988000,132174000,156349000,28297000,128052000
FIN10247,COL0687,2025,179553000,17163000,10087000,142758000,157415000,26700000,130715000
FIN10248,COL0003,2019,32753000,7002000,1200000,23300000,28918000,8123000,20795000
FIN10249,COL0003,2020,29873000,3419000,1048000,21759000,22717000,5528000,17189000
FIN10250,COL0003,2021,33879000,4910000,1888000,24195000,29687000,9018000,20669000
FIN10251,COL0003,2022,34151000,6279000,2714000,18980000,37755000,11831000,25924000
FIN10252,COL0003,2023,36822000,6943000,2515000,23691000,34217000,7352000,26865000
FIN10253,COL0003,2024,33181000,5633000,1329000,22103000,32171000,7988000,24183000
FIN10254,COL0003,2025,40709000,7788000,1505000,27659000,33207000,8724000,24483000
FIN10255,COL0375,2019,64007000,2954000,867000,50682000,53451000,18654000,34797000
FIN10256,COL0375,2020,66761000,5678000,1198000,45743000,59000000,19520000,39480000
FIN10257,COL0375,2021,74161000,2978000,1147000,58206000,80585000,24712000,55873000
FIN10258,COL0375,2022,67742000,7672000,2207000,45438000,59009000,18844000,40165000
FIN10259,COL0375,2023,73377000,6712000,1604000,54817000,62078000,16404000,45674000
FIN10260,COL0375,2024,94122000,8478000,3239000,62176000,99026000,22727000,76299000
FIN10261,COL0375,2025,73370000,3717000,1070000,59997000,71881000,19201000,52680000
FIN10262,COL1471,2019,105443000,28635000,5649000,65508000,113257000,36676000,76581000
FIN10263,COL1471,2020,91929000,24763000,4718000,54215000,103376000,20008000,83368000
FIN10264,COL1471,2021,112683000,44655000,5993000,47382000,126106000,39573000,86533000
FIN10265,COL1471,2022,104621000,26744000,6849000,64375000,114101000,32688000,81413000
FIN10266,COL1471,2023,112713000,46695000,8062000,47203000,114593000,25374000,89219000
FIN10267,COL1471,2024,114478000,44743000,4349000,49510000,104577000,33559000,71018000
FIN10268,COL1471,2025,135538000,56279000,10304000,52714000,147623000,45269000,102354000
FIN10269,COL1842,2019,752564000,326740000,36377000,301498000,859741000,135030000,724711000
FIN10270,COL1842,2020,820730000,251685000,27617000,434884000,893783000,273072000,620711000
FIN10271,COL1842,2021,743008000,252173000,81986000,386331000,676907000,111286000,565621000
FIN10272,COL1842,2022,873969000,268693000,33401000,448481000,937239000,221933000,715306000
FIN10273,COL1842,2023,902863000,389960000,58712000,424055000,1001195000,164715000,836480000
FIN10274,COL1842,2024,804767000,231213000,27142000,438167000,829561000,241115000,588446000
FIN10275,COL1842,2025,942891000,363788000,54578000,463664000,885130000,299140000,585990000
FIN10276,COL0634,2019,57632000,3019000,3794000,43337000,51170000,16865000,34305000
FIN10277,COL0634,2020,53357000,5855000,2910000,40978000,57746000,14641000,43105000
FIN10278,COL0634,2021,57852000,1750000,4042000,40287000,45342000,11360000,33982000
FIN10279,COL0634,2022,55532000,1762000,5204000,42345000,54845000,10660000,44185000
FIN10280,COL0634,2023,69098000,1976000,2835000,60771000,70857000,19256000,51601000
FIN10281,COL0634,2024,62151000,1501000,5217000,42713000,47007000,15871000,31136000
FIN10282,COL0634,2025,55555000,3674000,2239000,38270000,41993000,10963000,31030000
FIN10283,COL0071,2019,183258000,26497000,3289000,142405000,192715000,57107000,135608000
FIN10284,COL0071,2020,188042000,41581000,3241000,125209000,141572000,36970000,104602000
FIN10285,COL0071,2021,177705000,31484000,4382000,128817000,193445000,62488000,130957000
FIN10286,COL0071,2022,214098000,32393000,7485000,154242000,167553000,34120000,133433000
FIN10287,COL0071,2023,233187000,49343000,3830000,153831000,240299000,80925000,159374000
FIN10288,COL0071,2024,216526000,39127000,11069000,143228000,191202000,58173000,133029000
FIN10289,COL0071,2025,258333000,35330000,7342000,183239000,239451000,37782000,201669000
FIN10290,COL0501,2019,209584000,55038000,6923000,128934000,221810000,54650000,167160000
FIN10291,COL0501,2020,254135000,104646000,10099000,116085000,210265000,50386000,159879000
FIN10292,COL0501,2021,244667000,90218000,4657000,115552000,187459000,52626000,134833000
FIN10293,COL0501,2022,272373000,88755000,15596000,152949000,219537000,75545000,143992000
FIN10294,COL0501,2023,232523000,68690000,5924000,148561000,186035000,42922000,143113000
FIN10295,COL0501,2024,282215000,112361000,11248000,119902000,322307000,83510000,238797000
FIN10296,COL0501,2025,271373000,73243000,10399000,152483000,287448000,76103000,211345000
FIN10297,COL0663,2019,403733000,145867000,9049000,220676000,342842000,115864000,226978000
FIN10298,COL0663,2020,449036000,181993000,25711000,195944000,481552000,82001000,399551000
FIN10299,COL0663,2021,513289000,175013000,36609000,258698000,521495000,132916000,388579000
FIN10300,COL0663,2022,464895000,173602000,17062000,254726000,491495000,109345000,382150000
FIN10301,COL0663,2023,482430000,213896000,37590000,218385000,442590000,72679000,369911000
FIN10302,COL0663,2024,555692000,230038000,38323000,237814000,601651000,104195000,497456000
FIN10303,COL0663,2025,553146000,143544000,28421000,356650000,454325000,144833000,309492000
FIN10304,COL1121,2019,64319000,6685000,2222000,45833000,72564000,16385000,56179000
FIN10305,COL1121,2020,72917000,3227000,1850000,56525000,71813000,21296000,50517000
FIN10306,COL1121,2021,76444000,3999000,3004000,64810000,80025000,20057000,59968000
FIN10307,COL1121,2022,75385000,5477000,1055000,57905000,64196000,19845000,44351000
FIN10308,COL1121,2023,92679000,9262000,2137000,63886000,87233000,16078000,71155000
FIN10309,COL1121,2024,80931000,7312000,2297000,62002000,66199000,20605000,45594000
FIN10310,COL1121,2025,97659000,2419000,1759000,76269000,100621000,29222000,71399000
FIN10311,COL0674,2019,134787000,77006000,7486000,41255000,151031000,51552000,99479000
FIN10312,COL0674,2020,130493000,92940000,6081000,28429000,98856000,29786000,69070000
FIN10313,COL0674,2021,119346000,83176000,6545000,22426000,123004000,34945000,88059000
FIN10314,COL0674,2022,144018000,79824000,3732000,52986000,158872000,49332000,109540000
FIN10315,COL0674,2023,154227000,85945000,7619000,47035000,117467000,26141000,91326000
FIN10316,COL0674,2024,161536000,99101000,7182000,49510000,123783000,35670000,88113000
FIN10317,COL0674,2025,148024000,106029000,3102000,34231000,158935000,50351000,108584000
FIN10318,COL1740,2019,27467000,584000,275000,24137000,23966000,6269000,17697000
FIN10319,COL1740,2020,26006000,1790000,260000,22478000,24090000,8164000,15926000
FIN10320,COL1740,2021,25819000,1928000,426000,21762000,27409000,6993000,20416000
FIN10321,COL1740,2022,30468000,3417000,330000,20649000,30427000,8997000,21430000
FIN10322,COL1740,2023,26035000,655000,473000,19790000,21103000,3543000,17560000
FIN10323,COL1740,2024,26617000,680000,443000,20247000,25384000,5618000,19766000
FIN10324,COL1740,2025,31533000,3040000,606000,23332000,32893000,11439000,21454000
FIN10325,COL0540,2019,124323000,44179000,2222000,62848000,105721000,30863000,74858000
FIN10326,COL0540,2020,128670000,38680000,2161000,76829000,97680000,29063000,68617000
FIN10327,COL0540,2021,145886000,47358000,2909000,75808000,122849000,42253000,80596000
FIN10328,COL0540,2022,154982000,51518000,5771000,81905000,176943000,27950000,148993000
FIN10329,COL0540,2023,164675000,53819000,2185000,96097000,171104000,55876000,115228000
FIN10330,COL0540,2024,152327000,43264000,5289000,97295000,173138000,49180000,123958000
FIN10331,COL0540,2025,136873000,40638000,3400000,78088000,112459000,36687000,75772000
FIN10332,COL0008,2019,280071000,30708000,5478000,217753000,227232000,38456000,188776000
FIN10333,COL0008,2020,301497000,8000000,16813000,234557000,337470000,115631000,221839000
FIN10334,COL0008,2021,272517000,28589000,10092000,184731000,283653000,80242000,203411000
FIN10335,COL0008,2022,307222000,22401000,4698000,225543000,328292000,58234000,270058000
FIN10336,COL0008,2023,279375000,20031000,8972000,236149000,261507000,82948000,178559000
FIN10337,COL0008,2024,272974000,28715000,13295000,178816000,298368000,68891000,229477000
FIN10338,COL0008,2025,372041000,30800000,15251000,271896000,284604000,95588000,189016000
FIN10339,COL0914,2019,314766000,10523000,5457000,232073000,354795000,123145000,231650000
FIN10340,COL0914,2020,345563000,19633000,4869000,265285000,364158000,104579000,259579000
FIN10341,COL0914,2021,383155000,8310000,5176000,328635000,402392000,95636000,306756000
FIN10342,COL0914,2022,387952000,7783000,6414000,348507000,329499000,58964000,270535000
FIN10343,COL0914,2023,340392000,17891000,3977000,302066000,300113000,84219000,215894000
FIN10344,COL0914,2024,427717000,22126000,5648000,344385000,330100000,71587000,258513000
FIN10345,COL0914,2025,464231000,9948000,5459000,398348000,384227000,126328000,257899000
FIN10346,COL1706,2019,346773000,37216000,14690000,250720000,328916000,90164000,238752000
FIN10347,COL1706,2020,369936000,31819000,15291000,295687000,345287000,56151000,289136000
FIN10348,COL1706,2021,375632000,24279000,7752000,307282000,414435000,105083000,309352000
FIN10349,COL1706,2022,415249000,25154000,13991000,337263000,468928000,158437000,310491000
FIN10350,COL1706,2023,443812000,10973000,21542000,329750000,377578000,71338000,306240000
FIN10351,COL1706,2024,487705000,37682000,11334000,395269000,470074000,94378000,375696000
FIN10352,COL1706,2025,439940000,30989000,16139000,356090000,461574000,77275000,384299000
FIN10353,COL0323,2019,85251000,34602000,8175000,39178000,70694000,13095000,57599000
FIN10354,COL0323,2020,87876000,26917000,4787000,45175000,76779000,12964000,63815000
FIN10355,COL0323,2021,104896000,38074000,7595000,47081000,97971000,27316000,70655000
FIN10356,COL0323,2022,97197000,38863000,4079000,44751000,89146000,14669000,74477000
FIN10357,COL0323,2023,108758000,37080000,7006000,61021000,87003000,25848000,61155000
FIN10358,COL0323,2024,122296000,47969000,3491000,53928000,134811000,32337000,102474000
FIN10359,COL0323,2025,107311000,27262000,6564000,57408000,101202000,22248000,78954000
FIN10360,COL0380,2019,33908000,2558000,339000,24726000,29646000,9171000,20475000
FIN10361,COL0380,2020,31953000,3054000,517000,24998000,30205000,5935000,24270000
FIN10362,COL0380,2021,36848000,1018000,368000,29204000,31375000,5065000,26310000
FIN10363,COL0380,2022,32769000,2078000,649000,23462000,30452000,9675000,20777000
FIN10364,COL0380,2023,35608000,2894000,356000,28802000,38983000,7611000,31372000
FIN10365,COL0380,2024,33505000,3286000,351000,22891000,36959000,9139000,27820000
FIN10366,COL0380,2025,42485000,4240000,674000,32551000,46594000,9572000,37022000
FIN10367,COL0941,2019,98669000,19200000,4688000,62485000,91867000,14570000,77297000
FIN10368,COL0941,2020,124572000,16736000,7608000,92803000,124770000,38398000,86372000
FIN10369,COL0941,2021,115191000,24614000,13771000,60965000,130666000,44619000,86047000
FIN10370,COL0941,2022,124662000,15621000,4577000,94159000,119042000,30490000,88552000
FIN10371,COL0941,2023,128128000,14066000,13491000,80843000,141430000,25817000,115613000
FIN10372,COL0941,2024,137590000,25410000,11511000,94045000,103667000,30672000,72995000
FIN10373,COL0941,2025,128189000,21596000,6410000,81870000,138231000,43063000,95168000
FIN10374,COL0093,2019,48780000,1245000,861000,35673000,53967000,12501000,41466000
FIN10375,COL0093,2020,45149000,2288000,901000,33716000,43653000,9586000,34067000
FIN10376,COL0093,2021,56038000,2559000,2217000,47791000,58471000,11808000,46663000
FIN10377,COL0093,2022,54023000,5429000,1495000,39544000,59102000,11105000,47997000
FIN10378,COL0093,2023,62135000,4818000,1433000,49809000,66688000,11649000,55039000
FIN10379,COL0093,2024,64026000,3468000,1945000,54414000,71575000,12248000,59327000
FIN10380,COL0093,2025,64995000,6171000,899000,47662000,73243000,13745000,59498000
FIN10381,COL0601,2019,66514000,5029000,5154000,47114000,60578000,10719000,49859000
FIN10382,COL0601,2020,72279000,6395000,1809000,54738000,66362000,13338000,53024000
FIN10383,COL0601,2021,67721000,3064000,5347000,46866000,52502000,16850000,35652000
FIN10384,COL0601,2022,71018000,7454000,2677000,51073000,79682000,24144000,55538000
FIN10385,COL0601,2023,73809000,2289000,3586000,63110000,82184000,15866000,66318000
FIN10386,COL0601,2024,77806000,2349000,2961000,59589000,79561000,12963000,66598000
FIN10387,COL0601,2025,93707000,6556000,6716000,60673000,77443000,19890000,57553000
FIN10388,COL0497,2019,588348000,12285000,13027000,432729000,466188000,95938000,370250000
FIN10389,COL0497,2020,602149000,24297000,21404000,432799000,620064000,124335000,495729000
FIN10390,COL0497,2021,666595000,33667000,12907000,471668000,661537000,200816000,460721000
FIN10391,COL0497,2022,628942000,29463000,18329000,448537000,661638000,143212000,518426000
FIN10392,COL0497,2023,688295000,82230000,8831000,496953000,637762000,119067000,518695000
FIN10393,COL0497,2024,720854000,38405000,19050000,609257000,580506000,89386000,491120000
FIN10394,COL0497,2025,697005000,50637000,9669000,503583000,653176000,151950000,501226000
FIN10395,COL1227,2019,99765000,8594000,2618000,74760000,111550000,17541000,94009000
FIN10396,COL1227,2020,99320000,10409000,1770000,70101000,103211000,20817000,82394000
FIN10397,COL1227,2021,104820000,9575000,2623000,83503000,87715000,28345000,59370000
FIN10398,COL1227,2022,112233000,5864000,4192000,96440000,117846000,18764000,99082000
FIN10399,COL1227,2023,108096000,12416000,1998000,83200000,111146000,18718000,92428000
FIN10400,COL1227,2024,104221000,12448000,5037000,71185000,109585000,25880000,83705000
FIN10401,COL1227,2025,109562000,2762000,2832000,90456000,123656000,33931000,89725000
FIN10402,COL1799,2019,336017000,127987000,26353000,136650000,362184000,107383000,254801000
FIN10403,COL1799,2020,333538000,90292000,37683000,160850000,346891000,64699000,282192000
FIN10404,COL1799,2021,371846000,151352000,43985000,145480000,355675000,66456000,289219000
FIN10405,COL1799,2022,401469000,130709000,27040000,202399000,365584000,92901000,272683000
FIN10406,COL1799,2023,412073000,133091000,20612000,210125000,415498000,101067000,314431000
FIN10407,COL1799,2024,369406000,130873000,42908000,165945000,288677000,91491000,197186000
FIN10408,COL1799,2025,484520000,138748000,47357000,248633000,522281000,99327000,422954000
FIN10409,COL1037,2019,166590000,12501000,2861000,125400000,184447000,40144000,144303000
FIN10410,COL1037,2020,182373000,20155000,2810000,147090000,194879000,63486000,131393000
FIN10411,COL1037,2021,205683000,24018000,4415000,146926000,217769000,69016000,148753000
FIN10412,COL1037,2022,193635000,17438000,10638000,144209000,208367000,71717000,136650000
FIN10413,COL1037,2023,209406000,20540000,10116000,139482000,171483000,26292000,145191000
FIN10414,COL1037,2024,188959000,14627000,3939000,153844000,155409000,32353000,123056000
FIN10415,COL1037,2025,199947000,9711000,9367000,162396000,168908000,41824000,127084000
FIN10416,COL0781,2019,183321000,60999000,7386000,97404000,174488000,45822000,128666000
FIN10417,COL0781,2020,181670000,51295000,11764000,89583000,203185000,42346000,160839000
FIN10418,COL0781,2021,188037000,83161000,6389000,80897000,183937000,32534000,151403000
FIN10419,COL0781,2022,199951000,75539000,22734000,88397000,187436000,53079000,134357000
FIN10420,COL0781,2023,198296000,65399000,12627000,98225000,227865000,34222000,193643000
FIN10421,COL0781,2024,237893000,94482000,12586000,109721000,194032000,42606000,151426000
FIN10422,COL0781,2025,208679000,82504000,24175000,89777000,232557000,38678000,193879000
FIN10423,COL1622,2019,254708000,28749000,8260000,169713000,240469000,69926000,170543000
FIN10424,COL1622,2020,241778000,17355000,16492000,178516000,238455000,37286000,201169000
FIN10425,COL1622,2021,257371000,5154000,16872000,188254000,209426000,60220000,149206000
FIN10426,COL1622,2022,254649000,24310000,5374000,183167000,266202000,92663000,173539000
FIN10427,COL1622,2023,303362000,31343000,19456000,200282000,342739000,67997000,274742000
FIN10428,COL1622,2024,290685000,6070000,13913000,205455000,253707000,85482000,168225000
FIN10429,COL1622,2025,310010000,23536000,6576000,237228000,354758000,57920000,296838000
FIN10430,COL0114,2019,324466000,26633000,6384000,220312000,260462000,60258000,200204000
FIN10431,COL0114,2020,317894000,18975000,3474000,277489000,311661000,106557000,205104000
FIN10432,COL0114,2021,350178000,35227000,5735000,243499000,391455000,63704000,327751000
FIN10433,COL0114,2022,387897000,43459000,4424000,291558000,304605000,105717000,198888000
FIN10434,COL0114,2023,411380000,10491000,4164000,363450000,409458000,92465000,316993000
FIN10435,COL0114,2024,402820000,38874000,7481000,313778000,415010000,74257000,340753000
FIN10436,COL0114,2025,432339000,30281000,6113000,375074000,491737000,129228000,362509000
FIN10437,COL0335,2019,92532000,64965000,2658000,19092000,100238000,27610000,72628000
FIN10438,COL0335,2020,86707000,48770000,1801000,31249000,66736000,13583000,53153000
FIN10439,COL0335,2021,90423000,64829000,2805000,20957000,95972000,23473000,72499000
FIN10440,COL0335,2022,112952000,62506000,2561000,43256000,97248000,16414000,80834000
FIN10441,COL0335,2023,119234000,80845000,4105000,25719000,125077000,32424000,92653000
FIN10442,COL0335,2024,106020000,72892000,1446000,26540000,101675000,31913000,69762000
FIN10443,COL0335,2025,127411000,86959000,1687000,29830000,134873000,37025000,97848000
FIN10444,COL0883,2019,118081000,82447000,1817000,28999000,92152000,17330000,74822000
FIN10445,COL0883,2020,140791000,84812000,1485000,45659000,111503000,23811000,87692000
FIN10446,COL0883,2021,138658000,93200000,2618000,36999000,121840000,21707000,100133000
FIN10447,COL0883,2022,139589000,94205000,1771000,36744000,105353000,36425000,68928000
FIN10448,COL0883,2023,158727000,90686000,2794000,50176000,124867000,23120000,101747000
FIN10449,COL0883,2024,137737000,96708000,1377000,33285000,119013000,36647000,82366000
FIN10450,COL0883,2025,135586000,94174000,1356000,34968000,125074000,22461000,102613000
FIN10451,COL0524,2019,177290000,9837000,6009000,124536000,134525000,36077000,98448000
FIN10452,COL0524,2020,175578000,16096000,3103000,142920000,171494000,40805000,130689000
FIN10453,COL0524,2021,172418000,19059000,3090000,122356000,144793000,44673000,100120000
FIN10454,COL0524,2022,163544000,15585000,3548000,115893000,140077000,46813000,93264000
FIN10455,COL0524,2023,183738000,10407000,2076000,144306000,205636000,45498000,160138000
FIN10456,COL0524,2024,223691000,13963000,6329000,189439000,192715000,37983000,154732000
FIN10457,COL0524,2025,206418000,15029000,8214000,141888000,171597000,55219000,116378000
FIN10458,COL1281,2019,23917000,719000,1076000,19635000,25925000,5191000,20734000
FIN10459,COL1281,2020,24055000,2733000,939000,19161000,27623000,8886000,18737000
FIN10460,COL1281,2021,27113000,3095000,1772000,18940000,26273000,4941000,21332000
FIN10461,COL1281,2022,26699000,1356000,1337000,22450000,26815000,7970000,18845000
FIN10462,COL1281,2023,26488000,1447000,1488000,18805000,26930000,8365000,18565000
FIN10463,COL1281,2024,30611000,1137000,1354000,24389000,29561000,10117000,19444000
FIN10464,COL1281,2025,33184000,3131000,1047000,24212000,27272000,7961000,19311000
FIN10465,COL1749,2019,302613000,24975000,22255000,205453000,283623000,88673000,194950000
FIN10466,COL1749,2020,302198000,18676000,13661000,206996000,341432000,84783000,256649000
FIN10467,COL1749,2021,319196000,36717000,10154000,230654000,343391000,82413000,260978000
FIN10468,COL1749,2022,305550000,9521000,20105000,259758000,280126000,72365000,207761000
FIN10469,COL1749,2023,290631000,25748000,6146000,209349000,247140000,79012000,168128000
FIN10470,COL1749,2024,344185000,29444000,10172000,274542000,274012000,74357000,199655000
FIN10471,COL1749,2025,317621000,34853000,8196000,231200000,341252000,58149000,283103000
FIN10472,COL1601,2019,190142000,33338000,8206000,140640000,162116000,35159000,126957000
FIN10473,COL1601,2020,171672000,23403000,9299000,127518000,133823000,21750000,112073000
FIN10474,COL1601,2021,200997000,37390000,14222000,122021000,171601000,38911000,132690000
FIN10475,COL1601,2022,214609000,26441000,13441000,158223000,203614000,63556000,140058000
FIN10476,COL1601,2023,198990000,45526000,5276000,137962000,178558000,39615000,138943000
FIN10477,COL1601,2024,225626000,32356000,17124000,148703000,256628000,89439000,167189000
FIN10478,COL1601,2025,247293000,52691000,10941000,150726000,265091000,47962000,217129000
FIN10479,COL1444,2019,337841000,221221000,15102000,89143000,298816000,53122000,245694000
FIN10480,COL1444,2020,417710000,247468000,11395000,132046000,425421000,91129000,334292000
FIN10481,COL1444,2021,404712000,250785000,32174000,108273000,424915000,66497000,358418000
FIN10482,COL1444,2022,434663000,250523000,9610000,159395000,414096000,92116000,321980000
FIN10483,COL1444,2023,411480000,301325000,17302000,87914000,341982000,106550000,235432000
FIN10484,COL1444,2024,397547000,267770000,26053000,83498000,372635000,105581000,267054000
FIN10485,COL1444,2025,453590000,258153000,19879000,157343000,344453000,119097000,225356000
FIN10486,COL0112,2019,311341000,16519000,11045000,247088000,282633000,42409000,240224000
FIN10487,COL0112,2020,288383000,7781000,11685000,245486000,241881000,42452000,199429000
FIN10488,COL0112,2021,319608000,20102000,13236000,226569000,261943000,48732000,213211000
FIN10489,COL0112,2022,314661000,26602000,15227000,206048000,258173000,66265000,191908000
FIN10490,COL0112,2023,346173000,37696000,18015000,236705000,339250000,82110000,257140000
FIN10491,COL0112,2024,327497000,35870000,6846000,231432000,316401000,71700000,244701000
FIN10492,COL0112,2025,417213000,15951000,21471000,317141000,439739000,94008000,345731000
FIN10493,COL1742,2019,421281000,184676000,27721000,171266000,355982000,120894000,235088000
FIN10494,COL1742,2020,440247000,171133000,23930000,216719000,353042000,78850000,274192000
FIN10495,COL1742,2021,447076000,123437000,22516000,260203000,425548000,116176000,309372000
FIN10496,COL1742,2022,505480000,142011000,28917000,261021000,521138000,168085000,353053000
FIN10497,COL1742,2023,483089000,154707000,19079000,252157000,521511000,90894000,430617000
FIN10498,COL1742,2024,451751000,139232000,21312000,224960000,449634000,70823000,378811000
FIN10499,COL1742,2025,510210000,215379000,21861000,240119000,552573000,169815000,382758000
FIN10500,COL0829,2019,50725000,33615000,1594000,14396000,54722000,8395000,46327000
FIN10501,COL0829,2020,55444000,32299000,2972000,16353000,44516000,13072000,31444000
FIN10502,COL0829,2021,51472000,37597000,2878000,10189000,56242000,15001000,41241000
FIN10503,COL0829,2022,55544000,31651000,2194000,18898000,53256000,16108000,37148000
FIN10504,COL0829,2023,61616000,44690000,4617000,9932000,59919000,11109000,48810000
FIN10505,COL0829,2024,60649000,34735000,3139000,18884000,46254000,11173000,35081000
FIN10506,COL0829,2025,65548000,38070000,2384000,21702000,59088000,13023000,46065000
FIN10507,COL0287,2019,209509000,13824000,3543000,151055000,191951000,31806000,160145000
FIN10508,COL0287,2020,210406000,24903000,2104000,172817000,240989000,76682000,164307000
FIN10509,COL0287,2021,260783000,14550000,3968000,192590000,271607000,41446000,230161000
FIN10510,COL0287,2022,255738000,13748000,2557000,199999000,200045000,30473000,169572000
FIN10511,COL0287,2023,264263000,7699000,2699000,191934000,218278000,54898000,163380000
FIN10512,COL0287,2024,304643000,13833000,3046000,222279000,297135000,88205000,208930000
FIN10513,COL0287,2025,319518000,32934000,3195000,258426000,285442000,89764000,195678000
FIN10514,COL1630,2019,44926000,13086000,2430000,23315000,42441000,7871000,34570000
FIN10515,COL1630,2020,44379000,17934000,3194000,20088000,39103000,13499000,25604000
FIN10516,COL1630,2021,45114000,12475000,1765000,24819000,33876000,9730000,24146000
FIN10517,COL1630,2022,48932000,19028000,2756000,22101000,54589000,14990000,39599000
FIN10518,COL1630,2023,50458000,18924000,2263000,27358000,52595000,15918000,36677000
FIN10519,COL1630,2024,49683000,16525000,3196000,26687000,37525000,10132000,27393000
FIN10520,COL1630,2025,56978000,17782000,1798000,30637000,50643000,12671000,37972000
FIN10521,COL0407,2019,136114000,60700000,5002000,53297000,135164000,44187000,90977000
FIN10522,COL0407,2020,129293000,34062000,6943000,75561000,120664000,34757000,85907000
FIN10523,COL0407,2021,149592000,52562000,4342000,79152000,157074000,35777000,121297000
FIN10524,COL0407,2022,133693000,43077000,5544000,69775000,143191000,33544000,109647000
FIN10525,COL0407,2023,148510000,43195000,8270000,91585000,160189000,39508000,120681000
FIN10526,COL0407,2024,148997000,40833000,8740000,91197000,129518000,40849000,88669000
FIN10527,COL0407,2025,163492000,63855000,6589000,75273000,137798000,47888000,89910000
FIN10528,COL1727,2019,615724000,67488000,11405000,466464000,626561000,191104000,435457000
FIN10529,COL1727,2020,684548000,68923000,6845000,513613000,636714000,171009000,465705000
FIN10530,COL1727,2021,624860000,55506000,11373000,515628000,524510000,103751000,420759000
FIN10531,COL1727,2022,692934000,68562000,7434000,579802000,558022000,116372000,441650000
FIN10532,COL1727,2023,685678000,46946000,6857000,516868000,688268000,124756000,563512000
FIN10533,COL1727,2024,758693000,32798000,7587000,544922000,624841000,193041000,431800000
FIN10534,COL1727,2025,816617000,72021000,8166000,687229000,894579000,193924000,700655000
FIN10535,COL0471,2019,272119000,15060000,2721000,227293000,260000000,42186000,217814000
FIN10536,COL0471,2020,295497000,24174000,4861000,246014000,320882000,72002000,248880000
FIN10537,COL0471,2021,286284000,6142000,4097000,259446000,283828000,46039000,237789000
FIN10538,COL0471,2022,310300000,33590000,6019000,207840000,348073000,70511000,277562000
FIN10539,COL0471,2023,283808000,28192000,4191000,208199000,324734000,95589000,229145000
FIN10540,COL0471,2024,320844000,25294000,5848000,256314000,366457000,70758000,295699000
FIN10541,COL0471,2025,314587000,11403000,4228000,233779000,243061000,72935000,170126000
FIN10542,COL0441,2019,267202000,13786000,2672000,203493000,204438000,61064000,143374000
FIN10543,COL0441,2020,311401000,31995000,3114000,217526000,342070000,107658000,234412000
FIN10544,COL0441,2021,329165000,21909000,3292000,287614000,351419000,59926000,291493000
FIN10545,COL0441,2022,341407000,32091000,3414000,254662000,352985000,110074000,242911000
FIN10546,COL0441,2023,355525000,30573000,3555000,270888000,375515000,84642000,290873000
